Monomer_ID,SMILES,Affinity_Type,pKi
50084602,Cc1cc(cc(C)[n+]1CC(=O)Nc1ccc(cc1Br)S(N)(=O)=O)-c1ccccc1,Ki,7.886
50084603,Cc1cc(C)[n+](CC(=O)OCCc2ccc(cc2)S(N)(=O)=O)c(C)c1,Ki,7.108
50084604,CCc1cc(cc(CC)[n+]1CC(=O)Nc1cc(c(cc1S(N)(=O)=O)S(N)(=O)=O)C(F)(F)F)-c1ccccc1,Ki,7.854
50084605,Cc1cc(C)[n+](CC(=O)NCCC(=O)Nc2nnc(s2)S(N)(=O)=O)c(C)c1,Ki,8.155
50084606,CC(C)c1cc(cc(C(C)C)[n+]1CC(=O)Nc1ccccc1S(N)(=O)=O)-c1ccccc1,Ki,6.561
50084607,CCc1cc(cc(CC)[n+]1CC(=O)N=c1sc(nn1C)S(N)(=O)=O)-c1ccccc1 |w:13.13|,Ki,8.155
50084608,CCc1cc(cc(CC)[n+]1CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)S(N)(=O)=O)-c1ccccc1,Ki,8.301
50084609,Cc1cc(cc(C)[n+]1CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)S(N)(=O)=O)-c1ccccc1,Ki,8.046
50084610,Cc1cc(C)[n+](CC(=O)NCc2ccc(cc2)S(N)(=O)=O)c(C)c1,Ki,7.367
50084611,CC(C)c1cc(cc(C(C)C)[n+]1CC(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccccc1,Ki,6.886
50084612,CCc1cc(cc(CC)[n+]1CC(=O)Nc1ccccc1S(N)(=O)=O)-c1ccccc1,Ki,6.62
50084613,CCc1cc(cc(CC)[n+]1CC(=O)Nc1c(Cl)c(Cl)c(cc1S(N)(=O)=O)S(N)(=O)=O)-c1ccccc1,Ki,7.886
50085926,CSC(=S)NS(=O)(=O)c1ccccc1,Ki,8.284
50087246,NS(=O)(=O)c1nnc(NC(=O)CCNCc2cc(=O)oc3cc(Cl)ccc23)s1,Ki,8.699
50087247,Cn1nc(s\c1=N/S(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)cc1)S(N)(=O)=O,Ki,9.301
50087248,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(Cl)c1,Ki,7.347
50087249,NS(=O)(=O)c1ccc(NNCc2cc(=O)oc3cc(Cl)ccc23)cc1,Ki,6.561
50087250,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(Br)c1,Ki,7.481
50087251,NS(=O)(=O)c1cc(c(NCc2cc(=O)oc3cc(Cl)ccc23)cc1Cl)S(N)(=O)=O,Ki,7.921
50087252,NS(=O)(=O)c1cc(c(NCc2cc(=O)oc3cc(Cl)ccc23)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.745
50087253,NS(=O)(=O)c1ccccc1NCc1cc(=O)oc2cc(Cl)ccc12,Ki,6.569
50087254,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(I)c1,Ki,7.444
50087255,NS(=O)(=O)c1nnc(NCc2cc(=O)oc3cc(Cl)ccc23)s1,Ki,8.155
50087256,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NCc3cc(=O)oc4cc(Cl)ccc34)cc2)c1,Ki,8.222
50087257,NS(=O)(=O)c1ccc(CCNCc2cc(=O)oc3cc(Cl)ccc23)cc1,Ki,6.921
50087258,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NCc3cc(=O)oc4cc(Cl)ccc34)cc2)cc1,Ki,8.523
50087259,CCN(Cc1cc(=O)oc2cc(Cl)ccc12)C1CC(C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,Ki,8.097
50087260,NS(=O)(=O)c1ccc(CNCc2cc(=O)oc3cc(Cl)ccc23)cc1,Ki,6.839
50087261,NS(=O)(=O)c1cccc(NCc2cc(=O)oc3cc(Cl)ccc23)c1,Ki,6.602
50087262,NS(=O)(=O)c1nnc(NN2C(=O)c3cccnc3C2=O)s1,Ki,8.097
50087263,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)cc1,Ki,6.903
50087264,Cn1nc(s\c1=N/Cc1cc(=O)oc2cc(Cl)ccc12)S(N)(=O)=O,Ki,8.222
50087265,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NCc3cc(=O)oc4cc(Cl)ccc34)cc2)s1,Ki,8.699
50087266,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(F)c1,Ki,7.523
50088757,NS(=O)(=O)c1ccc(CNSC(=S)N2CCOCC2)cc1,Ki,8.0
50088758,CCN(C)C(=S)SNCc1ccc(cc1)S(N)(=O)=O,Ki,7.886
50088759,NS(=O)(=O)c1cc(c(NSC(=S)N2CCOCC2)cc1Cl)S(N)(=O)=O,Ki,7.824
50088760,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)c(I)c1,Ki,7.26
50088761,CCN(C)C(=S)SNCCc1ccc(cc1)S(N)(=O)=O,Ki,7.959
50088762,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)s1,Ki,8.854
50088763,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)cc1,Ki,8.523
50088764,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)c(Cl)c1,Ki,7.398
50088765,NS(=O)(=O)c1cccc(NSC(=S)N2CCOCC2)c1,Ki,6.824
50088766,CCN(C)C(=S)SNc1ccc(cc1)S(N)(=O)=O,Ki,7.319
50088767,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)cc1,Ki,7.456
50088768,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)c(Br)c1,Ki,7.319
50088769,NS(=O)(=O)c1ccccc1NSC(=S)N1CCOCC1,Ki,6.108
50088770,Cn1nc(s\c1=N\SC(=S)N1CCOCC1)S(N)(=O)=O,Ki,8.222
50088771,NS(=O)(=O)c1nnc(NC(=O)CCNSC(=S)N2CCOCC2)s1,Ki,8.699
50088772,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)c1,Ki,8.155
50088773,NS(=O)(=O)c1nnc(NSC(=S)N2CCOCC2)s1,Ki,8.222
50088774,NS(=O)(=O)c1ccc(CCNSC(=S)N2CCOCC2)cc1,Ki,8.097
50088775,NS(=O)(=O)c1cc(c(NSC(=S)N2CCOCC2)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.745
50088776,NS(=O)(=O)c1ccc(NNSC(=S)N2CCOCC2)cc1,Ki,6.102
50088777,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)c(F)c1,Ki,7.481
50088778,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)cc1)S(N)(=O)=O,Ki,9.301
50088779,CCN(SC(=S)N1CCOCC1)C1CC(C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,Ki,8.222
50091598,Cc1ccc(NC(=O)Nc2ccc(cc2)S(N)(=O)=O)cc1Cl,Ki,9.114
50091613,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)c(Cl)c2)cc1,Ki,8.569
50091614,CC(C)c1cccc(NC(=O)Nc2ccc(cc2)S(N)(=O)=O)c1,Ki,9.523
50091619,CC(C)Oc1cccc(NC(=O)Nc2ccc(cc2)S(N)(=O)=O)c1,Ki,8.409
50091688,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc3ccccc3c2)cc1,Ki,8.585
50092612,NS(=O)(=O)CCNC(=O)C(\Cc1ccc(O)c(Br)c1)=N\O,Ki,7.056
50093581,COc1ccc(OC)c(c1)C(C)NS(N)(=O)=O,Ki,9.416
50093582,COc1ccc(cc1OC)C(C)NS(N)(=O)=O,Ki,9.343
50093583,COc1ccc(cc1)C(C)NS(N)(=O)=O,Ki,9.173
50093584,COc1ccccc1C(C)NS(N)(=O)=O,Ki,9.714
50093585,COc1cccc(OC)c1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,Ki,9.979
50093586,COc1ccc(OC)c(c1)C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,Ki,10.31
50093587,COc1ccc(cc1OC)C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,Ki,10.051
50093588,COc1ccc(cc1)C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,Ki,9.807
50093589,COc1ccccc1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,Ki,10.222
50093597,COc1cccc(OC)c1C(C)NS(N)(=O)=O,Ki,9.863
50094315,Cn1nc(sc1=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(N)(=O)=O,Ki,8.523
50094316,NS(=O)(=O)c1nnc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Ki,8.301
50094317,NS(=O)(=O)c1cc(c(NS(=O)(=O)C(F)(F)F)cc1Cl)S(N)(=O)=O,Ki,7.046
50094318,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)s1,Ki,8.699
50094319,NS(=O)(=O)c1cc(c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.009
50094320,NS(=O)(=O)c1nc2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,9.0
50094321,NS(=O)(=O)c1nnc(NC(=O)CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Ki,8.523
50094322,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)s1,Ki,8.824
50094323,NS(=O)(=O)c1nc2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,9.301
50094324,NS(=O)(=O)c1nnc(NC(=O)CCNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,Ki,9.398
50094325,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,Ki,7.678
50094326,NS(=O)(=O)c1nc2ccc(OCCOS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,Ki,9.301
50094327,NS(=O)(=O)c1ccc(COC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.268
50094328,NS(=O)(=O)c1ccc(COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.26
50094329,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,Ki,6.122
50094330,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,7.268
50094332,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)F)n2)cc1,Ki,7.602
50094333,NS(=O)(=O)c1cc(c(NS(=O)(=O)C(F)(F)F)c(Cl)c1Cl)S(N)(=O)=O,Ki,6.367
50094334,NS(=O)(=O)c1cc(c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl)S(N)(=O)=O,Ki,7.456
50094335,NS(=O)(=O)c1cc(c(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1Cl)S(N)(=O)=O,Ki,8.301
50094337,NS(=O)(=O)c1nc2ccc(OS(=O)(=O)C(F)(F)F)cc2s1,Ki,9.046
50094338,NS(=O)(=O)c1ccc(NNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.745
50094339,NS(=O)(=O)c1ccccc1NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,Ki,7.62
50094340,NS(=O)(=O)c1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Ki,6.987
50094341,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(I)c1,Ki,6.638
50094342,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,Ki,7.699
50094343,NS(=O)(=O)c1cc(c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.42
50094344,NS(=O)(=O)c1ccc(CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.387
50094346,NS(=O)(=O)c1nc2ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,9.301
50094347,NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,Ki,9.523
50094348,NS(=O)(=O)c1ccc(CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,7.222
50094349,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1,Ki,6.167
50094350,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.824
50094351,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1,Ki,7.161
50094352,NS(=O)(=O)c1nc2ccc(OCCOS(=O)(=O)C(F)(F)F)cc2s1,Ki,9.0
50094353,NS(=O)(=O)c1cc(c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1Cl)S(N)(=O)=O,Ki,7.921
50094354,NS(=O)(=O)c1nnc(NC(=O)CCNS(=O)(=O)C(F)(F)F)s1,Ki,7.886
50094355,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.796
50094356,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1)S(N)(=O)=O,Ki,8.301
50094357,NS(=O)(=O)c1ccc(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,7.26
50094358,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1,Ki,7.796
50094359,NS(=O)(=O)c1ccc(COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.337
50094360,NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(I)c1,Ki,6.824
50094361,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,7.208
50094363,NS(=O)(=O)c1ccc(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,7.208
50094364,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1,Ki,7.292
50094365,NS(=O)(=O)c1ccc(CCOS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.456
50094366,NS(=O)(=O)c1nc2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,9.222
50094367,NS(=O)(=O)c1nnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Ki,8.523
50094368,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,Ki,7.569
50094369,NS(=O)(=O)c1nnc(NC(=O)CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Ki,8.699
50094370,CCNC1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,Ki,8.046
50094371,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)F)cc2)cc1,Ki,7.678
50094372,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1,Ki,6.903
50094373,NS(=O)(=O)c1ccc(CCOC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.301
50094374,NS(=O)(=O)c1ccc(CCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.357
50094375,NS(=O)(=O)c1cc(c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.292
50094376,NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1,Ki,6.959
50094377,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,Ki,6.187
50094378,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)s1,Ki,9.0
50094379,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)S(N)(=O)=O,Ki,8.699
50094380,NS(=O)(=O)c1ccc(CCNC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.77
50094382,NS(=O)(=O)c1ccc(NNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.796
50094383,NS(=O)(=O)c1nc2ccc(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,8.523
50094384,NS(=O)(=O)c1cccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c1,Ki,7.721
50094385,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1,Ki,6.26
50094386,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)F)cc2)c1,Ki,7.638
50094387,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)c1,Ki,7.444
50094389,NS(=O)(=O)c1cc(c(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.824
50094390,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C(F)(F)F)cc1,Ki,6.222
50094391,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1,Ki,6.903
50094392,Cn1nc(s\c1=N\C(=O)c1c(F)c(F)c(F)c(F)c1F)S(N)(=O)=O,Ki,8.824
50094393,Cn1nc(sc1=NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)S(N)(=O)=O,Ki,9.523
50094394,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)c(Cl)c1,Ki,6.137
50094395,NS(=O)(=O)c1nc2ccc(OCCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,9.155
50094396,NS(=O)(=O)c1nnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Ki,8.699
50094397,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,Ki,7.699
50094398,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,Ki,8.097
50094399,NS(=O)(=O)c1ccc(CCOS(=O)(=O)C(F)(F)F)cc1,Ki,6.26
50094400,NS(=O)(=O)c1nnc(NC(=O)CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s1,Ki,8.699
50094401,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,Ki,7.921
50094402,NS(=O)(=O)c1cc(c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl)S(N)(=O)=O,Ki,7.495
50094403,NS(=O)(=O)c1nc2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,Ki,9.301
50094404,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1)S(N)(=O)=O,Ki,8.155
50094405,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1,Ki,6.372
50094406,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1,Ki,7.824
50094407,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,Ki,7.658
50094409,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.824
50094410,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)S(N)(=O)=O,Ki,8.523
50094411,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,Ki,7.155
50094412,Cn1nc(sc1=NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(N)(=O)=O,Ki,8.699
50094413,NS(=O)(=O)c1ccc(CCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.415
50094414,NS(=O)(=O)c1ccc(CNC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.699
50094415,NS(=O)(=O)c1ccccc1NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Ki,6.602
50094416,NS(=O)(=O)c1ccc(COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.268
50094417,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)S(N)(=O)=O,Ki,8.398
50094418,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1)S(N)(=O)=O,Ki,8.824
50094419,Cn1nc(s\c1=N\C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(N)(=O)=O,Ki,8.222
50094420,NS(=O)(=O)c1cc(c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1Cl)S(N)(=O)=O,Ki,7.143
50094421,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,Ki,7.745
50094423,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)c1,Ki,8.097
50094424,NS(=O)(=O)c1ccc(COS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.398
50094425,NS(=O)(=O)c1ccccc1NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Ki,7.018
50094426,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,Ki,7.824
50094427,NS(=O)(=O)c1ccccc1NC(=O)c1c(F)c(F)c(F)c(F)c1F,Ki,7.456
50094428,NS(=O)(=O)c1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,Ki,7.161
50094429,NS(=O)(=O)c1nc2ccc(OCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,Ki,8.699
50094430,NS(=O)(=O)c1nc2ccc(OCCOC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,Ki,9.155
50094431,NS(=O)(=O)c1ccc(NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Ki,6.971
50094432,NS(=O)(=O)c1nc2ccc(OC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,Ki,9.222
50094433,NS(=O)(=O)c1cc(c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1Cl)S(N)(=O)=O,Ki,8.097
50094434,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,Ki,7.959
50094435,NS(=O)(=O)c1nnc(NS(=O)(=O)C(F)(F)F)s1,Ki,7.0
50094436,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,Ki,7.824
50094437,NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1,Ki,8.046
