Monomer_ID,SMILES,Affinity_Type,pKi
50205571,"NS(=O)(=O)c1ccc(NC(=O)c2ccc(cc2)N2C3=C(C(C4=C2CCCC4=O)c2cccc(c2)-c2nnn[nH]2)C(=O)CCC3)cc1 |c:19,22|",Ki,7.31
50205595,"NS(=O)(=O)c1ccc(cc1)N1C2=C(C(C3=C1CCCC3=O)c1cccc(c1)-c1nnn[nH]1)C(=O)CCC2 |c:12,15|",Ki,6.166
50206509,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(O)=O,Ki,6.366
50207539,O=C1Nc2ccccc2S(=O)(=O)N1,Ki,6.896
50207541,CC1=Nc2ccccc2S(=O)(=O)N1 |t:1|,Ki,6.192
50207544,O=S1(=O)NC=Nc2ccccc12 |c:4|,Ki,6.423
50207736,NS(=O)(=O)c1ccc(SCc2ccc(Cl)cc2)s1,Ki,8.538
50207737,NS(=O)(=O)c1ccc(SCc2ccc(F)cc2)s1,Ki,8.357
50207738,Cc1ccc(CSc2ccc(s2)S(N)(=O)=O)cc1,Ki,8.032
50207809,NS(=O)(=O)c1ccc(SCc2cccc(c2)-c2ccccc2)s1,Ki,6.5
50207815,NS(=O)(=O)c1ccc(SCc2ccc3ccccc3c2)s1,Ki,7.62
50207818,NS(=O)(=O)c1ccc(SCc2ccc(cc2)C(F)(F)F)s1,Ki,8.432
50207819,NS(=O)(=O)c1ccc(SCc2ccc(cc2)C#N)s1,Ki,7.699
50207820,NS(=O)(=O)c1ccc(SCc2ccc(OC(F)(F)F)cc2)s1,Ki,8.292
50207842,COc1cc(CSc2ccc(s2)S(N)(=O)=O)cc(OC)c1,Ki,7.495
50207843,COc1ccc(CSc2ccc(s2)S(N)(=O)=O)cc1,Ki,8.26
50207844,NS(=O)(=O)c1ccc(SCc2ccccc2)s1,Ki,6.996
50207845,NS(=O)(=O)c1ccc(SCc2ccccc2-c2ccccc2)s1,Ki,6.553
50207846,[Na+].CN(C)CCNC([S-])=S,Ki,7.444
50207913,[Na+].CC(=O)NC1CCCN(C1)C([S-])=S,Ki,7.319
50207982,[Na+].OCCCCNC([S-])=S,Ki,7.62
50207983,[Na+].[S-]C(=S)N1CCCCC1,Ki,7.523
50207984,[Na+].OCCCNC([S-])=S,Ki,7.377
50207985,[Na+].CC(C)(C)OC(=O)NC1CCCN(C1)C([S-])=S,Ki,7.886
50208749,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)NCCc4ccc(cc4)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,8.0
50208750,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)Nc4ccc(cc4F)S(=O)(=O)Nc4nnc(s4)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,8.046
50208751,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)Nc4ccc(cc4F)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,8.222
50208752,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)Nc4cccc(c4)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,6.125
50208753,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)Nc4ccc(cc4F)S(=O)(=O)NCc4ccc(cc4)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,8.097
50208754,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)Nc4ccc(cc4)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,7.208
50208755,CC1(C)O[C@@H]2CO[C@@]3(CNC(=S)Nc4ccc(cc4Cl)S(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Ki,7.959
50209224,COc1ccc([C@H]2[C@@H](C(=O)N2c2ccc(cc2)S(N)(=O)=O)c2ccccc2)c(OC)c1 |r|,Ki,8.252
50209225,COc1cc(OC)c([C@H]2[C@@H](C(=O)N2c2ccc(cc2)S(N)(=O)=O)c2cccs2)c(OC)c1 |r|,Ki,8.469
50209226,COc1ccc([C@H]2[C@@H](C(=O)N2c2ccc(cc2)S(N)(=O)=O)c2ccccc2)c(OC)c1OC |r|,Ki,8.553
50209282,COc1cc(OC)c(cc1OC)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1ccccc1 |r|,Ki,8.678
50209283,COc1ccc(cc1)[C@H]1[C@@H](N(C1=O)c1ccc(cc1)S(N)(=O)=O)c1ccc(OC)c(OC)c1 |r|,Ki,9.06
50209284,COc1cc(OC)c(cc1OC)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1cccs1 |r|,Ki,8.119
50209285,COc1cc(cc(OC)c1OC)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1cccs1 |r|,Ki,6.788
50209286,COc1ccc(OC)c(c1)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1cccs1 |r|,Ki,8.071
50209287,COc1ccc(cc1OC)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1cccs1 |r|,Ki,9.013
50209288,COc1cc(cc(OC)c1OC)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1ccccc1 |r|,Ki,8.208
50209289,NS(=O)(=O)c1ccc(cc1)N1[C@H]([C@@H](C1=O)c1ccccc1)c1ccccc1OC(F)F |r|,Ki,8.42
50209290,COc1cc(OC)c([C@H]2[C@@H](C(=O)N2c2ccc(cc2)S(N)(=O)=O)c2ccccc2)c(OC)c1 |r|,Ki,7.699
50209292,COc1ccc(OC)c(c1)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1ccccc1 |r|,Ki,9.119
50209293,COc1ccc(cc1OC)[C@H]1[C@@H](C(=O)N1c1ccc(cc1)S(N)(=O)=O)c1ccccc1 |r|,Ki,8.796
50209858,Cc1ccc(cc1)-c1cn2nc(sc2n1)-c1ccc(cc1)S(N)(=O)=O,Ki,6.62
50209859,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccc(Cl)cc1,Ki,6.613
50209860,COc1ccc(cc1)-c1csc2nc(nn12)-c1ccc(cc1)S(N)(=O)=O,Ki,7.824
50209861,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccc(F)cc1,Ki,7.252
50209862,NS(=O)(=O)c1ccc(cc1)-c1nc2scc(-c3ccccc3)n2n1,Ki,7.745
50209863,NS(=O)(=O)c1ccc(cc1)-c1nc2scc(-c3ccc(Cl)cc3)n2n1,Ki,6.277
50209864,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccc(cc1)-c1ccccc1,Ki,6.434
50209866,NS(=O)(=O)c1ccc(cc1)-c1nc2scc(-c3ccc(cc3)-c3ccccc3)n2n1,Ki,7.658
50209867,NS(=O)(=O)c1ccc(cc1)-c1nc2scc(-c3cccc(c3)[N+]([O-])=O)n2n1,Ki,7.886
50209868,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1cccc(Br)c1,Ki,7.167
50209869,Cc1ccc(cc1)-c1csc2nc(nn12)-c1ccc(cc1)S(N)(=O)=O,Ki,7.699
50209870,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1cccc(c1)[N+]([O-])=O,Ki,6.562
50209871,NS(=O)(=O)c1ccc(cc1)-c1nc2scc(-c3ccc(F)cc3)n2n1,Ki,6.521
50209873,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccc(Br)cc1,Ki,6.167
50209874,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccc(cc1)[N+]([O-])=O,Ki,6.433
50209889,COc1ccc(cc1)-c1cn2nc(sc2n1)-c1ccc(cc1)S(N)(=O)=O,Ki,6.081
50210047,NS(=O)(=O)c1ccc(cc1)-c1nn2cc(nc2s1)-c1ccccc1,Ki,8.137
50210256,CC1(C)O[C@@H]2CC[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1 |r|,Ki,8.0
50211508,NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccccc3)onc2-c2ccc(Cl)cc2Cl)cc1,Ki,6.609
50211509,COc1ccc(cc1)C(=O)Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)cc1Cl,Ki,7.114
50211510,NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(Cl)cc3)onc2-c2ccc(Cl)cc2Cl)cc1,Ki,6.456
50211511,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(F)cc1,Ki,8.18
50211512,"NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(cc3)[N+]([O-])=O)onc2-c2c(Cl)cccc2Cl)cc1 |(15.83,-4.82,;14.49,-5.59,;12.94,-5.59,;13.71,-4.25,;14.49,-7.13,;15.82,-7.9,;15.83,-9.43,;14.5,-10.21,;14.5,-11.74,;15.83,-12.5,;17.16,-11.73,;15.84,-14.04,;14.6,-14.94,;13.14,-14.47,;11.99,-15.52,;12.32,-17.03,;10.52,-15.05,;10.19,-13.54,;8.72,-13.07,;7.57,-14.11,;7.91,-15.63,;9.39,-16.09,;6.09,-13.65,;5.76,-12.13,;4.95,-14.69,;15.08,-16.4,;16.62,-16.39,;17.08,-14.93,;18.62,-14.92,;19.38,-13.59,;18.6,-12.26,;20.92,-13.58,;21.7,-14.92,;20.94,-16.26,;19.39,-16.26,;18.62,-17.6,;13.17,-9.43,;13.17,-7.9,)|",Ki,6.371
50211513,"NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccccc3)onc2-c2c(Cl)cccc2Cl)cc1 |(15.83,-4.94,;14.49,-5.71,;12.94,-5.71,;13.71,-4.37,;14.49,-7.25,;15.82,-8.01,;15.83,-9.55,;14.5,-10.32,;14.5,-11.86,;15.83,-12.62,;17.16,-11.85,;15.84,-14.15,;14.6,-15.06,;13.14,-14.59,;11.99,-15.63,;12.32,-17.15,;10.52,-15.17,;10.19,-13.65,;8.72,-13.19,;7.57,-14.23,;7.91,-15.75,;9.39,-16.21,;15.08,-16.51,;16.62,-16.51,;17.08,-15.04,;18.62,-15.04,;19.39,-16.38,;18.62,-17.72,;20.94,-16.38,;21.7,-15.04,;20.92,-13.7,;19.38,-13.71,;18.6,-12.37,;13.17,-9.55,;13.17,-8.02,)|",Ki,6.821
50211588,"Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1c(Cl)cccc1Cl |(13.16,-14.5,;14.63,-14.96,;15.1,-16.42,;16.64,-16.42,;17.11,-14.95,;15.86,-14.06,;15.86,-12.52,;17.19,-11.75,;14.53,-11.76,;14.52,-10.22,;15.85,-9.45,;15.85,-7.91,;14.52,-7.14,;13.19,-7.91,;13.19,-9.45,;14.51,-5.6,;15.86,-4.83,;12.96,-5.6,;13.73,-4.26,;18.65,-14.95,;19.42,-13.62,;18.63,-12.28,;20.96,-13.61,;21.74,-14.95,;20.97,-16.29,;19.43,-16.29,;18.65,-17.63,)|",Ki,8.086
50211589,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(Br)cc1,Ki,8.066
50211590,Nc1onc(-c2ccc(Cl)o2)c1C(=O)Nc1ccc(cc1)S(N)(=O)=O,Ki,7.31
50211591,NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(Br)cc3)onc2-c2ccc(Cl)cc2Cl)cc1,Ki,6.726
50211592,COc1cc(Cl)c(cc1OC)-c1noc(NC(=O)c2ccc(cc2)[N+]([O-])=O)c1C(=O)Nc1ccc(cc1)S(N)(=O)=O,Ki,6.527
50211593,Nc1onc(-c2ccc(Cl)s2)c1C(=O)Nc1ccc(cc1)S(N)(=O)=O,Ki,8.268
50211594,"NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(Cl)cc3)onc2-c2c(Cl)cccc2Cl)cc1 |(15.83,-4.94,;14.49,-5.71,;12.94,-5.71,;13.71,-4.37,;14.49,-7.25,;15.82,-8.01,;15.83,-9.55,;14.5,-10.32,;14.5,-11.86,;15.83,-12.62,;17.16,-11.85,;15.84,-14.15,;14.6,-15.06,;13.14,-14.59,;11.99,-15.63,;12.32,-17.15,;10.52,-15.17,;10.19,-13.65,;8.72,-13.19,;7.57,-14.23,;6.1,-13.76,;7.91,-15.75,;9.39,-16.21,;15.08,-16.51,;16.62,-16.51,;17.08,-15.04,;18.62,-15.04,;19.38,-13.71,;18.6,-12.37,;20.92,-13.7,;21.7,-15.04,;20.94,-16.38,;19.39,-16.38,;18.62,-17.72,;13.17,-9.55,;13.17,-8.02,)|",Ki,7.237
50211595,"NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(Br)cc3)onc2-c2c(Cl)cccc2Cl)cc1 |(15.83,-5.06,;14.49,-5.83,;12.94,-5.83,;13.71,-4.49,;14.49,-7.37,;15.82,-8.13,;15.83,-9.66,;14.5,-10.44,;14.5,-11.97,;15.83,-12.74,;17.16,-11.97,;15.84,-14.27,;14.6,-15.17,;13.14,-14.71,;11.99,-15.75,;12.32,-17.26,;10.52,-15.28,;10.19,-13.77,;8.72,-13.3,;7.57,-14.35,;6.1,-13.88,;7.91,-15.87,;9.39,-16.33,;15.08,-16.63,;16.62,-16.63,;17.08,-15.16,;18.62,-15.16,;19.38,-13.83,;18.6,-12.49,;20.92,-13.82,;21.7,-15.16,;20.94,-16.49,;19.39,-16.5,;18.62,-17.84,;13.17,-9.67,;13.17,-8.14,)|",Ki,6.567
50211596,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccccc1,Ki,8.337
50211597,NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(cc3)[N+]([O-])=O)onc2-c2ccccc2)cc1,Ki,6.245
50211599,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccccc1[N+]([O-])=O,Ki,9.301
50211600,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(cc1)[N+]([O-])=O,Ki,9.097
50211601,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)cc1,Ki,9.222
50211602,"COc1ccc(cc1)C(=O)Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1c(Cl)cccc1Cl |(4.95,-14.93,;6.1,-13.89,;7.57,-14.35,;8.72,-13.3,;10.19,-13.77,;10.52,-15.28,;9.39,-16.33,;7.91,-15.87,;11.99,-15.75,;12.32,-17.26,;13.14,-14.71,;14.6,-15.17,;15.08,-16.63,;16.62,-16.63,;17.08,-15.16,;15.84,-14.27,;15.83,-12.74,;17.16,-11.97,;14.5,-11.97,;14.5,-10.44,;15.83,-9.66,;15.82,-8.13,;14.49,-7.37,;13.17,-8.14,;13.17,-9.67,;14.49,-5.83,;15.83,-5.06,;12.94,-5.83,;13.71,-4.49,;18.62,-15.16,;19.38,-13.83,;18.6,-12.49,;20.92,-13.82,;21.7,-15.16,;20.94,-16.49,;19.39,-16.5,;18.62,-17.84,)|",Ki,7.149
50211603,COc1cc(Cl)c(cc1OC)-c1noc(N)c1C(=O)Nc1ccc(cc1)S(N)(=O)=O,Ki,8.357
50211643,NS(=O)(=O)c1ccc(NC(=O)c2c(NC(=O)c3ccc(cc3)[N+]([O-])=O)onc2-c2ccc(F)cc2)cc1,Ki,6.775
50211644,Nc1onc(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)cc1Cl,Ki,8.201
50211824,NC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)S(N)(=O)=O,Ki,8.0
50211825,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc1c(Cl)c(Cl)c(cc1S(N)(=O)=O)S(N)(=O)=O,Ki,7.921
50211826,NS(=O)(=O)c1ccc(CCN=Cc2ccccc2OC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1 |w:11.11|,Ki,7.0
50211827,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccccc2)cc1,Ki,7.276
50211828,NS(=O)(=O)c1ccc(CC\N=C\c2ccncc2)cc1,Ki,7.824
50211829,Cn1cccc1\C=N\Cc1ccc(cc1)S(N)(=O)=O,Ki,7.699
50211830,NS(=O)(=O)c1nnc(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1,Ki,8.222
50211831,NS(=O)(=O)c1ccc(CC\N=C\c2ccc[nH]2)cc1,Ki,7.921
50211832,NC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)S(N)(=O)=O,Ki,8.097
50211833,Cn1cccc1\C=N\CCc1ccc(cc1)S(N)(=O)=O,Ki,8.0
50211834,Cc1ccc(cc1)S(=O)(=O)NC(=O)Oc1ccccc1C=NCCc1ccc(cc1)S(N)(=O)=O |w:20.21|,Ki,6.959
50211835,NS(=O)(=O)c1ccc(CC\N=C\c2cccc(c2)[N+]([O-])=O)cc1,Ki,6.824
50211836,NS(=O)(=O)c1ccc(CCNC(=S)NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,Ki,8.0
50211837,NS(=O)(=O)c1ccc(CCN=Cc2ccccc2OC(=O)NS(=O)(=O)c2ccccc2)cc1 |w:11.11|,Ki,8.301
50219173,[Zn++].NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCc2ccc(cc2)S(N)(=O)=O)CC([O-])=O)CC(O)=O)cc1,Ki,8.046
50219174,[Zn++].NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)Nc2nnc(s2)S(N)(=O)=O)CC([O-])=O)CC(O)=O)s1,Ki,9.301
50219175,[Zn++].NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)Nc2ccc(cc2)S(N)(=O)=O)CC([O-])=O)CC(O)=O)cc1,Ki,7.796
50219176,[Zn++].Cn1nc(s\c1=N\C(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)\N=c1/sc(nn1C)S(N)(=O)=O)CC([O-])=O)CC(O)=O)S(N)(=O)=O,Ki,9.398
50222603,NS(=O)(=O)c1ccc(CCON2C(=O)c3cccnc3C2=O)cc1,Ki,7.824
50222618,NS(=O)(=O)c1ccc(COC(=O)c2cccc(n2)C(O)=O)cc1,Ki,7.699
50226402,CNS(=O)(=O)c1ccc(Cl)cc1,Ki,6.234
50226403,CNS(=O)(=O)c1nnc(NC(C)=O)s1,Ki,6.588
50226404,CN(O)S(=O)(=O)c1ccc(cc1)[N+]([O-])=O,Ki,7.357
50226405,CNS(=O)(=O)c1ccc(cc1)[N+]([O-])=O,Ki,6.836
50226406,CN(O)S(=O)(=O)c1ccc(Cl)cc1,Ki,6.971
50226748,Cl.NC(=N)NC(=N)NCCc1ccc(cc1)S(N)(=O)=O,Ki,6.3
50226749,NS(=O)(=O)c1ccc(NC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki,8.046
50226750,NS(=O)(=O)c1ccc(CNC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki,6.127
50226803,NS(=O)(=O)c1ccc(NC(=O)OCCCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki,6.257
50226805,NS(=O)(=O)c1ccc(CCNC(=O)OCCCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki,6.298
50226807,NS(=O)(=O)c1ccc(CCNc2n[n+]([O-])c3cc4CCCc4cc3[n+]2[O-])cc1,Ki,8.092
50226809,Cn1nnc2c(ncn2c1=O)C(=O)NCCc1ccc(cc1)S(N)(=O)=O,Ki,8.036
50226857,Cn1nnc2c(ncn2c1=O)C(=O)NCc1ccc(cc1)S(N)(=O)=O,Ki,7.041
50226919,Cn1nnc2c(ncn2c1=O)C(=O)Nc1nnc(s1)S(N)(=O)=O,Ki,7.796
50227243,NS(=O)(=O)c1ccc(CCNC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki,6.347
50227244,NS(=O)(=O)c1ccc(CCNc2n[n+]([O-])c3ccccc3[n+]2[O-])cc1,Ki,8.149
50227247,NS(=O)(=O)c1ccc(CNC(=O)OCCCCc2ccc(cc2)N(CCCl)CCCl)cc1,Ki,6.577
50228324,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CC(O)=O)CC(=O)Nc2ccc(cc2)S(N)(=O)=O)CC(O)=O)cc1,Ki,7.971
50228325,NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CC(O)=O)CC(=O)Nc2nnc(s2)S(N)(=O)=O)CC(O)=O)s1,Ki,9.097
50228326,NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CC(O)=O)CC(=O)NCc2ccc(cc2)S(N)(=O)=O)CC(O)=O)cc1,Ki,9.051
50228327,NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CC(O)=O)CC(=O)Nc2cccc(c2)S(N)(=O)=O)CC(O)=O)c1,Ki,7.947
50228328,NS(=O)(=O)c1ccc(CCNC(=O)CN(CCN(CC(O)=O)CC(=O)NCCc2ccc(cc2)S(N)(=O)=O)CC(O)=O)cc1,Ki,9.114
50229543,NS(=O)(=O)c1ccc(cc1)\N=C\c1ccccc1,Ki,7.67
50229571,NS(=O)(=O)c1ccc(cc1)\N=C\c1ccc(O)cc1,Ki,7.959
50230200,CC(C(=O)NCCOc1ccc2ccc(=O)oc2c1)c1cccc(c1)C(=O)c1ccccc1,Ki,7.071
50230931,NS(=O)(=O)c1ccc(CC\N=C2/C(=O)Nc3ccccc23)cc1,Ki,7.387
50230932,NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)\C(S2)=C2\C(=O)Nc3ccc(cc23)[N+]([O-])=O)cc1,Ki,7.538
50230933,Cc1ccc2NC(=O)\C(=C3/S\C(NC3=O)=N\CCc3ccc(cc3)S(N)(=O)=O)c2c1,Ki,7.194
50230934,NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)\C(S2)=C2\C(=O)Nc3ccc(Cl)cc23)cc1,Ki,6.52
50230935,NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)\C(S2)=C2\C(=O)Nc3ccc(F)cc23)cc1,Ki,6.604
50230937,CN1C(=O)\C(=N/CCc2ccc(cc2)S(N)(=O)=O)c2cc(Cl)ccc12,Ki,8.114
50230938,NS(=O)(=O)c1ccc(CC\N=C2/C(=O)N(Cc3ccccc3)c3ccccc23)cc1,Ki,7.222
50230939,Cc1ccc2NC(=O)\C(=N/CCc3ccc(cc3)S(N)(=O)=O)c2c1,Ki,7.469
50230940,CN1C(=O)\C(=N/CCc2ccc(cc2)S(N)(=O)=O)c2ccccc12,Ki,8.167
50230941,NS(=O)(=O)c1ccc(CC\N=C2/C(=O)N(Cc3ccccc3)c3ccc(Cl)cc23)cc1,Ki,6.146
50230942,NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)CS2)cc1,Ki,8.18
50230943,NS(=O)(=O)c1ccc(CC\N=C2/C(=O)N(Cc3ccccc3)c3ccc(Br)cc23)cc1,Ki,6.118
50230944,NS(=O)(=O)c1ccc(CC\N=C2/C(=O)Nc3ccc(Br)cc23)cc1,Ki,8.027
50230945,NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)\C(S2)=C2\C(=O)Nc3ccc(Br)cc23)cc1,Ki,6.804
50230946,NS(=O)(=O)c1ccc(CC\N=C2/NC(=O)\C(S2)=C2\C(=O)Nc3ccccc23)cc1,Ki,6.582
50230947,Cc1cc2\C(=N\CCc3ccc(cc3)S(N)(=O)=O)C(=O)Nc2c(C)c1,Ki,7.292
50230948,NS(=O)(=O)c1ccc(CC\N=C2/C(=O)Nc3ccc(Cl)cc23)cc1,Ki,7.745
50230949,COc1ccc2NC(=O)\C(=N/CCc3ccc(cc3)S(N)(=O)=O)c2c1,Ki,7.469
50230950,CN1C(=O)\C(=N/CCc2ccc(cc2)S(N)(=O)=O)c2cc(Br)ccc12,Ki,8.229
50231530,CC(=O)Nc1cc(no1)-c1cc(c(C)s1)S(N)(=O)=O,Ki,7.046
50231531,CC(=O)Nc1cc(no1)-c1csc(c1)S(N)(=O)=O,Ki,8.62
50231532,Cc1ccc(cc1S(N)(=O)=O)-c1noc(N)c1S(N)(=O)=O,Ki,8.222
50231534,Nc1onc(-c2ccc(s2)S(N)(=O)=O)c1S(N)(=O)=O,Ki,7.699
50231535,Cc1sc(cc1S(N)(=O)=O)-c1noc(N)c1S(N)(=O)=O,Ki,7.167
50231536,Nc1onc(-c2csc(c2)S(N)(=O)=O)c1S(N)(=O)=O,Ki,7.602
50231538,CC(=O)Nc1onc(C)c1-c1ccc(C)c(c1)S(N)(=O)=O,Ki,7.824
50231540,CC(=O)Nc1onc(C)c1-c1ccc(c(C)c1)S(N)(=O)=O,Ki,6.706
50231543,CC(=O)Nc1cc(no1)-c1ccc(C)c(c1)S(N)(=O)=O,Ki,6.409
50231544,CC(=O)Nc1cc(no1)-c1ccc(s1)S(N)(=O)=O,Ki,6.565
50231545,Nc1onc(c1S(N)(=O)=O)-c1cccc(c1)S(N)(=O)=O,Ki,6.425
50231548,CC(=O)Nc1onc(C)c1-c1ccc(cc1)S(N)(=O)=O,Ki,8.268
50233535,CCOC(=O)[C@@H]1C[C@@H]1Cc1cc(OC)c(OC)c(Br)c1Br |r|,Ki,9.013
50233536,CCOC(=O)[C@@H]1C[C@H]1Cc1ccc(OC)c(OC)c1 |r|,Ki,8.585
50233537,COc1ccc(C[C@@H]2C[C@@H]2C(O)=O)cc1OC |r|,Ki,8.921
50233539,COc1ccc(C[C@@H]2C[C@H]2C(O)=O)cc1OC |r|,Ki,7.62
50233540,COc1ccc(C[C@@H]2C[C@H]2CO)cc1OC |r|,Ki,7.796
50233541,CCOC(=O)[C@@H]1C[C@@H]1Cc1cc(OC)c(OC)cc1Br |r|,Ki,8.854
50233542,CCOC(=O)[C@@H]1C[C@@H]1Cc1ccc(OC)c(OC)c1 |r|,Ki,8.959
50233543,COc1ccc(C[C@H]2C[C@H]2CO)cc1OC |r|,Ki,7.796
50233544,CCOC(=O)[C@@H]1C[C@@H]1Cc1c(Br)cc(OC)c(OC)c1Br |r|,Ki,8.108
50233545,CCOC(=O)[C@@H]1C[C@@H]1Cc1c(Br)c(Br)c(OC)c(OC)c1Br |r|,Ki,8.143
50233546,CCOC(=O)[C@@H]1C[C@H]1Cc1cc(OC)c(OC)cc1Br |r|,Ki,8.081
50233547,CCOC(=O)[C@@H]1C[C@H]1Cc1c(Br)cc(OC)c(OC)c1Br |r|,Ki,8.495
50233548,CCOC(=O)[C@@H]1C[C@H]1Cc1c(Br)c(Br)c(OC)c(OC)c1Br |r|,Ki,8.119
50233549,COc1cc(Br)c(C[C@H]2C[C@H]2C(O)=O)cc1OC |r|,Ki,8.108
50233550,COc1cc(C[C@H]2C[C@H]2C(O)=O)c(Br)c(Br)c1OC |r|,Ki,8.194
50233551,COc1c(Br)c(Br)c(C[C@H]2C[C@H]2C(O)=O)c(Br)c1OC |r|,Ki,8.31
50233593,COc1c(Br)c(Br)c(C[C@@H]2C[C@H]2C(O)=O)c(Br)c1OC |r|,Ki,7.921
50233594,COc1cc(Br)c(C[C@@H]2C[C@H]2C(O)=O)c(Br)c1OC |r|,Ki,8.347
50233595,COc1cc(C[C@@H]2C[C@H]2C(O)=O)c(Br)c(Br)c1OC |r|,Ki,8.137
50233596,CCOC(=O)[C@@H]1C[C@H]1Cc1cc(OC)c(OC)c(Br)c1Br |r|,Ki,8.357
