Internal_ID,SMILES
1102,NCCNC(=O)c1[n]cc(o1)-c1ccc(cc1)S(N)(=O)=O
1103,CCOC(=O)C1CC1Cc1cc(OC)c(OC)c(Br)c1Br
1104,NS(=O)(=O)c1ccc(cc1)NC(=O)CN1CCN(CC1)c1cccc[n]1
1105,O
1106,NS(=O)(=O)c1cc2c(cc1)N(Cc1cc(Cl)c(Cl)cc1)C(=O)C2=O
1107,NS(=O)(=O)c1cc2c(cc1)N(Cc1ccc(Cl)cc1)C(=O)C2=O
1108,O
1109,COC(=O)C(CCCCNC(=O)OCc1ccccc1)NC(=O)c1ccc(cc1)S(N)(=O)=O
1110,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN(CC1)C(=O)c1ccc([s]1)[N+]([O-])=O
1111,CC1(C)CC(=O)C2C(C3=C(CC(C)(C)CC3=O)N(c3ccc(cc3)C(=O)Nc3[n][n]c([s]3)S(N)(=O)=O)C=2C1)c1cc(Br)ccc1O
1112,CC1(C)CC(=O)C2C(C3=C(CC(C)(C)CC3=O)N(c3ccc(cc3)C(=O)Nc3[n][n]c([s]3)S(N)(=O)=O)C=2C1)c1ccc(Cl)cc1
1113,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN(CC1)C(=O)c1ccc(Br)cc1
1114,O
1115,NS(=O)(=O)c1ccc(cc1)NC1=NC(=O)C(=NNc2ccc(cc2)C(O)=O)S1
1116,O
1117,NS(=O)(=O)c1ccc(SCc2ccc(F)cc2)[s]1
1118,O
1119,CC(=NNC(=O)c1ccc[s]1)C(=NNc1ccc(cc1)S(N)(=O)=O)S(=O)(=O)c1ccccc1
1120,NS(=O)(=O)c1ccc([s]1)-c1c[n]([n][n]1)-c1cc(ccc1)C#N
1121,SC(=S)Nc1ccccc1
1122,NC(=O)c1c[n]([n]c1-c1ccc(Cl)cc1)-c1ccc(cc1)S(N)(=O)=O
1123,CCOC(=O)[n]1c(=O)[n]c2c3c([n]c[n]12)[n](cc3-c1ccc(Br)cc1)-c1ccc(cc1)S(N)(=O)=O
1124,NS(=O)(=O)c1cc2c(cc1)N(Cc1ccc(F)cc1)C(=O)C2=O
1125,O
1126,Nc1[n]c(N)c2[n]c(CNc3ccc(cc3)S(N)(=O)=O)c[n]c2[n]1
1127,Cc1[n]c2c(c(S)[n]1)c(c[n]2-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Br)cc1
1128,COc1cc2C(=NNC(=O)c3c[n][n](-c4ccc(cc4)S(N)(=O)=O)c3N)C(=O)Nc2cc1
1129,NS(=O)(=O)c1ccc(cc1)-[n]1cc(c(C#N)c1NC(=O)c1ccc(Br)cc1)-c1ccc(Br)cc1
1130,NS(=O)(=O)CCNC(=O)C(Cc1cccc(Br)c1)=NO
1131,COc1c(cc(Br)c(CC2CC2C(O)=O)c1Br)OC
1132,NS(=O)(=O)c1cc2c(cc1)N(Cc1c(F)cccc1Cl)C(=O)C2=O
1133,CN1CCN(CC1)C(=O)C1CC(=O)N(C1c1ccc(Cl)cc1)c1ccc(cc1)S(N)(=O)=O
1134,NS(=O)(=O)c1cc2NCC(CCN3CCOCC3)S(=O)(=O)c2[s]1
1135,COc1cc(F)c(C=CC(=O)Nc2ccc(cc2)S(N)(=O)=O)cc1
1136,NS(=O)(=O)c1ccc(CNC(=O)CNc2ccc(cc2)C(F)(F)F)cc1
1137,NS(=O)(=O)c1ccc(cc1)-[n]1[n]cc2CCc3[n]c[n]cc3-c12
1138,SC(=S)Nc1[n]cc[s]1
1139,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
1140,NS(=O)(=O)c1ccc(cc1)-[n]1[n]cc(c1-c1ccccc1)C(=O)NN=C1c2cc(Cl)ccc2NC1=O
1141,Nc1o[n]c(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccccc1
1142,Cc1ccc(CNCCc2ccc(cc2)S(N)(=O)=O)cc1
1143,Nc1c(C#N)c(c[n]1-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Br)cc1
1144,CC(c1cc(ccc1)C(=O)c1ccccc1)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1145,NS(=O)(=O)c1ccc(cc1)N1C(C(CC1=O)C(=O)N1CCSCC1)c1ccc(Cl)cc1
1146,NS(=O)(=O)c1[n][n]c(NS(=O)(=O)c2ccc(cc2)C(O)=O)[s]1
1147,CCCOC(=O)c1c[s]c(Nc2ccc(cc2)S(N)(=O)=O)[n]1
1148,NS(=O)(=O)c1ccc(cc1)OCCCNC(=S)Nc1cc(c(cc1)-c1c2ccc(=O)cc2oc2cc(O)ccc21)C(O)=O
1149,CCCCc1cc(cc(CCCC)[n+]1-c1ccc(cc1)S(=O)(=O)Nc1[n][n]c([s]1)S(N)(=O)=O)-c1ccccc1
1150,CCCCCCCCCCCOS(N)(=O)=O
1151,CCOC(=O)c1[n][n]2c[n]c3c(c2[n]1)c(c[n]3-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Br)cc1
1152,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C2OC(C(O)C(O)C2O)C(O)=O)cc1
1153,Cc1c([n]o[n+]1[O-])S(N)(=O)=O
1154,CSc1[n][n](CC(=O)Nc2[n]c3ccc(cc3[s]2)S(N)(=O)=O)c(NC(=S)Nc2ccccc2)c1C#N
1155,Nc1[n]c[n]c2c1c[n][n]2CC(=O)Nc1[n]c2ccc(cc2[s]1)S(N)(=O)=O
1156,NS(=O)(=O)c1ccc(cc1)C(=O)N1Cc2cc(O)c(O)cc2CC1
1157,Cc1cc([n]c([n]1)-c1ccc(cc1)OC)OCc1c[n]([n][n]1)-c1ccc(cc1)S(N)(=O)=O
1158,CSC(=Nc1[n]c2ccc(cc2[s]1)S(N)(=O)=O)N1CCN(CC1)C(=Nc1[n]c2ccc(cc2[s]1)S(N)(=O)=O)SC
1159,Cc1cc(-c2ccccc2)[n+](c(c1)-c1ccccc1)-c1ccc(cc1)S(=O)(=O)Nc1[n][n]c([s]1)S(N)(=O)=O
1160,Cc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)N(c2ccc(cc2)C(=O)Nc2[n][n]c([s]2)S(N)(=O)=O)C2CC(C)(C)CC(=O)C=21
1161,NS(=O)(=O)c1ccc(cc1)-[n]1[n]c(ccc1=O)-c1cc[n]cc1
1162,NS(=O)(=O)c1cc2c(cc1)N(Cc1c(F)c(F)c(F)c(F)c1F)C(=O)C2=O
1163,NS(=O)(=O)c1ccc(cc1)N1C(=O)C2CC=CCC2C1=O
1164,Cc1ccc(CN2c3ccc(cc3C(=O)C2=O)S(N)(=O)=O)cc1C
1165,NS(=O)(=O)c1ccc([s]1)-c1c[n]c(o1)C1CC1
1166,NS(=O)(=O)c1ccc(CNS(=O)(=O)C2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
1167,CC(CCC(=O)Oc1cc2[s]c([n]c2cc1)S(N)(=O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C21C
1168,Cc1c(NC(=O)NCCc2ccc(cc2)S(N)(=O)=O)oc2ccccc21
1169,O
1170,NS(=O)(=O)c1ccc(CCNC(=O)C[n]2cc[n]c2[N+]([O-])=O)cc1
1171,COc1cc2CCN(C(c2cc1)c1ccccc1)C(=O)c1ccc(cc1)S(N)(=O)=O
1172,NS(=O)(=O)c1ccc(cc1)-c1ccc(cc1)C(=O)c1ccc(cc1)C(O)=O
1173,NS(=O)(=O)c1ccc(cc1)N1C(C(CC1=O)C(=O)NCCO)c1ccc(Cl)cc1
1174,CS(=O)(=O)CCNCc1cc2cc([s]c2[s]1)S(N)(=O)=O
1175,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN(CC1Cc1ccccc1)C(=O)Cc1ccccc1
1176,Cc1ccc(cc1)C1C(CC(=O)N1c1ccc(cc1)S(N)(=O)=O)C(=O)OC
1177,NS(=O)(=O)c1ccc(CCN=Cc2ccc(o2)S(O)(=O)=O)cc1
1178,NS(=O)(=O)c1ccc(cc1)NC(=O)CN1CCN(Cc2ccccc2)CC1
1179,Nc1[n][n]2c[n]c3c(c2c1C#N)c(c[n]3-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Br)cc1
1180,NS(=O)(=O)c1ccc(cc1)-[n]1cc(c2c1N=CN1NC(=O)CN=C12)-c1ccc(Br)cc1
1181,COc1c(OC)c(Br)c(Br)c(CC2CC2C(O)=O)c1Br
1182,NS(=O)(=O)c1ccc(cc1)-c1ccc(cc1)C(O)c1ccccc1
1183,Cc1[n]c([s]c1S(N)(=O)=O)N(C)C(=O)Cc1ccc(cc1)-c1ccccc1F
1184,NS(=O)(=O)c1cc(Cl)c(cc1)N1C(=O)c2c(c(Cl)c(Cl)c(Cl)c2Cl)C1=O
1185,COc1ccc(cc1)C1C(CC(=O)N1c1ccc(cc1)S(N)(=O)=O)C(=O)OC
1186,Cc1cc2C3O[Zn]4(Cl)(Cl)(OC5c6cc(C)ccc6OC=C5CN4c4ccc(cc4)S(N)(=O)=O)N(CC3=COc2cc1)c1ccc(cc1)S(N)(=O)=O
1187,NS(=O)(=O)c1ccc(CCNC(=O)CCCNC(=O)Nc2ccccc2)cc1
1188,O
1189,COc1ccc(CN2c3ccc(cc3C(=O)C2=O)S(N)(=O)=O)cc1
1190,O
1191,NS(=O)(=O)c1ccc(cc1)C(=O)NCCc1cccc(O)c1
1192,NS(=O)(=O)c1ccc(cc1)Nc1[n]c(F)[n]c(F)[n]1
1193,COc1cc2C(c3ccccc3)N(CCc2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O
1194,NS(=O)(=O)c1[n][n]c(NS(=O)(=O)c2ccc(cc2)-[n+]2c(cccc2-c2ccccc2)-c2ccccc2)[s]1
1195,CCCCc1cc(cc(-c2ccccc2)[n+]1-c1ccc(cc1)S(=O)(=O)Nc1[n][n]c([s]1)S(N)(=O)=O)-c1ccccc1
1196,NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(cc2)S(N)(=O)=O)cc1
1197,CC(C)C(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O
1198,CCc1cc(cc(CC)[n+]1CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1[n][n]c([s]1)S(N)(=O)=O)-c1ccccc1
1199,NS(=O)(=O)c1cc(c(cc1Cl)NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)S(N)(=O)=O
1200,NS(=O)(=O)c1ccc(cc1)-c1c[n]c(o1)C(=O)N1CCNCC1
1201,CCc1cc(cc(CC)[n+]1CC(=O)OCCOc1cc2[s]c([n]c2cc1)S(N)(=O)=O)-c1ccccc1
1202,NS(=O)(=O)c1[n][n]c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[s]1
1203,NS(=O)(=O)c1ccc(CCN=Cc2ccccc2OC(=O)NS(=O)(=O)c2ccccc2)cc1
1204,Cc1cc(cc(C)[n+]1CC(=O)Oc1cc2[s]c([n]c2cc1)S(N)(=O)=O)-c1ccccc1
1205,CC(C)CC(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O
1206,NS(=O)(=O)c1ccc(cc1)NC(=S)NC(Cc1ccc(O)cc1)C(O)=O
1207,[O-][N+](=O)c1ccccc1S(=O)(=O)NO
1208,CNC(=O)COC(=O)C(CCSC)NC(=S)Nc1ccc(cc1)S(N)(=O)=O
1209,C[n]1[n]c([s]c1=NS(=O)(=O)c1ccc(cc1)NS(=O)(=O)C(F)(F)F)S(N)(=O)=O
1210,CC(C)CC(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O
1211,[O-][N+](=O)c1cc(ccc1)S(=O)(=O)NO
1212,CC1OC(C=CC1OC(C)=O)NS(=O)(=O)ON
1213,CC(C)CC(NS(=O)(=O)c1ccc(cc1)OC)C(=O)NO
1214,CC(C)C(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(=O)OCC(=O)NC
1215,CC(=O)OC1C=CC(NS(=O)(=O)ON)OC1COC(C)=O
1216,NS(=O)(=O)ONC(=O)OCc1ccccc1
1217,NS(=O)(=O)c1[n][n]c(NS(=O)(=O)Cc2ccccc2)[s]1
1218,NS(=O)(=O)c1ccc(cc1)OCCCNC(=O)C1CC[n]2c(ccc21)C(=O)c1ccccc1
1219,NS(=O)(=O)OCCCNS(=O)(=O)C1OC(CO)C(O)C(O)C1O
1220,CC1CC(c2cc([s]c2S1(=O)=O)S(N)(=O)=O)N(CC)S(=O)(=O)c1cccc2ccc[n]c21
1221,CC(CCC(=O)Nc1cc2[s]c([n]c2cc1)S(N)(=O)=O)C1CCC2C3C(CC(O)C21C)C1(C)CCC(O)CC1CC3O
1222,C[n]1[n]c([s]c1=NS(=O)(=O)c1ccc(cc1)NC(=O)C[n+]1c(C)cc(C)cc1C)S(N)(=O)=O
1223,O
1224,NS(=O)(=O)c1ccc(cc1)NC(=S)NC(Cc1c[n]c[nH]1)C(O)=O
1225,O
1226,CC(Sc1[nH]c(=O)c(C#N)c([n]1)-c1ccc(Cl)cc1)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1227,NS(=O)(=O)c1[n]c2ccc(cc2[s]1)OC(=O)CNCCNCC(O)=O
1228,CC1(C)OC2C3OC(C)(C)OC3COC2(COS(N)(=O)=O)O1
1229,CC1CC(c2cc([s]c2S1(=O)=O)S(N)(=O)=O)N(CC)C(=O)c1cccc([n]1)C(O)=O
1230,CNCC(=O)Nc1cc2[s]c([n]c2cc1)S(N)(=O)=O
1231,NS(=O)(=O)c1ccc(cc1)NC(=O)C=Cc1ccc(F)cc1
1232,CC(C)CC(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(=O)NCC(O)=O
1233,CC1CC(c2cc([s]c2S1(=O)=O)S(N)(=O)=O)N(CC)C(=O)c1[n]cccc1C(O)=O
1234,NS(=O)(=O)c1[n]c2ccc(cc2[s]1)OC(=O)CNCC(O)=O
1235,NS(=O)(=O)c1ccc(cc1)-c1[n][n]c(o1)-c1cccc(Cl)c1Cl
1236,NS(=O)(=O)c1[n]c2ccc(cc2[s]1)OCCOC(=O)CN(CC(O)=O)CC(O)=O
1237,CN1CCN(CN2c3ccccc3C(=O)C2=O)CC1
1238,NCC(=O)NCC(=O)NS(=O)(=O)c1[n]c2ccc(cc2[s]1)OCCO
1239,CC(CC)C(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(=O)OCC(=O)NC
1240,CC1(C)OB(OC1(C)C)c1ccc(cc1)NC(=S)Nc1ccc(cc1Cl)S(N)(=O)=O
1241,Nc1c(C#N)c2[n]c3ccccc3[n]c2[n]1-c1cc(ccc1)S(N)(=O)=O
1242,CCN(C1CN(CCCOC)S(=O)(=O)C2SC(=CC12)S(N)(=O)=O)C(=O)CCCC=CCC1C(C=CC(O)CCCCC)C(O)CC1O
1243,CC(C)C(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O
1244,Cc1cc(cc(C)[n+]1CC(=O)Nc1cc2[s]c([n]c2cc1)S(N)(=O)=O)-c1ccccc1
1245,CC(C)(C)OC(=O)NCCOc1ccc(cc1)S(N)(=O)=O
1246,O=C1c2ccccc2N(CN2CCOCC2)C1=O
1247,NS(=O)(=O)c1ccc(CCN2C(=O)C3CC=CCC3C2=O)cc1
1248,NS(=O)(=O)c1ccc(cc1)OCCNC(=S)Nc1cc(c(cc1)-c1c2ccc(=O)cc2oc2cc(O)ccc21)C(O)=O
1249,CC(c1cc(ccc1)C(=O)c1ccccc1)C(=O)NCCCOc1ccc(cc1)S(N)(=O)=O
1250,O=C1c2ccccc2N(CN2CCCCC2)C1=O
1251,Cc1cc(cc(C)[n+]1CC(=O)Nc1[n][n]c([s]1)S(N)(=O)=O)-c1ccccc1
1252,NS(=O)(=O)c1ccc(CCNc2[n]c(F)[n]c(NCC(O)=O)[n]2)cc1
1253,CC(C)c1cc(cc(C(C)C)[n+]1CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1[n][n]c([s]1)S(N)(=O)=O)-c1ccccc1
1254,CC12CCC3C(CCc4cc(ccc43)OS(N)(=O)=O)C1CCC2OS(N)(=O)=O
1255,NS(=O)(=O)c1ccc(cc1)C(=O)Nc1[n][n]c(S)[s]1
1256,NS(=O)(=O)c1ccc(cc1)NC(=S)NC(CS)C(O)=O
1257,CC(=O)C(=NNc1ccc(OC)c(c1)OC)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1258,CN(CC(=O)Nc1[n][n]c([s]1)S(N)(=O)=O)C(N)=N
1259,NS(=O)(=O)c1ccc(CNS(=O)(=O)C2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
1260,NS(=O)(=O)c1ccc(cc1)N1C(=O)c2cc(Cl)c(Cl)cc2C1=O
1261,NS(=O)(=O)c1[n]o[n]c1OCc1ccccc1
1262,COc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)N(c2ccc(cc2)C(=O)Nc2[n][n]c([s]2)S(N)(=O)=O)C2CC(C)(C)CC(=O)C=21
1263,NS(=O)(=O)c1[n][n]c(NS(=O)(=O)c2cc(ccc2)C(O)=O)[s]1
1264,CC(Sc1[nH]c(=O)c(C#N)c([n]1)-c1cc(Cl)c(Cl)cc1)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1265,NS(=O)(=O)c1ccc(CNC(=O)c2cc(Cl)ccc2)cc1
1266,NS(=O)(=O)c1ccc(cc1)NCCC(=NCCO)c1ccccc1
1267,CN(C)c1ccc(CN(CCc2ccc(cc2)S(N)(=O)=O)C(=O)C[n]2cc(F)c(=O)[nH]c2=O)cc1
1268,NS(=O)(=O)c1ccc(cc1)C(=O)NNC(=O)Nc1ccc(cc1)[N+]([O-])=O
1269,CC(C)(C)OC(=O)NCCCOc1ccc(cc1)S(N)(=O)=O
1270,CC1(C)OB(OC1(C)C)c1ccc(cc1)NC(=S)Nc1ccc(cc1Br)S(N)(=O)=O
1271,CC1(C)OB(OC1(C)C)c1ccc(cc1)C(=O)NCCc1ccc(cc1)S(N)(=O)=O
1272,O=C(CSc1[n][n]c(Nc2ccccc2)[s]1)NN=Cc1ccc(o1)-c1ccc(Br)cc1
1273,CC1(C)OB(OC1(C)C)c1ccc(cc1)NC(=S)Nc1ccc(cc1)S(N)(=O)=O
1274,NS(=O)(=O)c1ccc(cc1)NC(=O)C=Cc1ccc(cc1)OC(F)(F)F
1275,CC1(C)OB(OC1(C)C)c1ccc(cc1)NC(=S)Nc1ccc(cc1)S(=O)(=O)Nc1[n][n]c([s]1)S(N)(=O)=O
1276,NS(=O)(=O)c1ccc(SCc2ccc(cc2)OC(F)(F)F)[s]1
1277,C#Cc1ccc(cc1)S(N)(=O)=O
1278,CC1(C)OB(OC1(C)C)c1ccc(cc1)NC(=S)Nc1ccc(cc1F)S(N)(=O)=O
1279,CC1(C)OB(OC1(C)C)c1ccc(cc1)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1280,NS(=O)(=O)c1ccc(cc1)NC(=O)NCCN1CCN(Cc2ccccc2)CC1
1281,CC(=O)CC(=O)Nc1c(C#N)c(c[n]1-c1ccc(cc1)S(N)(=O)=O)-c1ccc(Br)cc1
1282,CS(=O)(=O)N1CC(=O)N(C(C1C(=O)OC)c1ccc(cc1)S(N)(=O)=O)C(C)C
1283,CC(C)(C)OC(=O)NCCCCCCOc1ccc(cc1)S(N)(=O)=O
1284,C[n]1[n]c([s]c1=NS(=O)(=O)c1cc(ccc1)C(=O)OCCO)S(N)(=O)=O
1285,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)C(=O)NCCc1ccc(cc1)S(N)(=O)=O
1286,NS(=O)(=O)c1ccc(cc1)-[n]1c(S)[n]c2cc(Cl)ccc2c1=O
1287,Nc1ccc(Cc2ccc(cc2)-c2ccc(cc2)S(N)(=O)=O)cc1
1288,NS(=O)(=O)c1ccc(cc1)-[n]1[n]c(ccc1=O)-c1cc(F)c(F)cc1
1289,NS(=O)(=O)c1ccc(cc1)Nc1[n]c2CCCC(=O)c2c[n]1
1290,NS(=O)(=O)c1ccc(cc1)-[n]1[n]cc2c1CC(CC2=O)c1ccccc1
1291,COc1cccc(OC)c1-c1[n][n]c(o1)-c1ccc(cc1)S(N)(=O)=O
1292,COc1cc2ccc(cc2cc1)C(C)C(=O)NCCc1ccc(cc1)S(N)(=O)=O
1293,NS(=O)(=O)c1ccc(cc1)-c1[n][n]c(o1)-c1cc2ccccc2cc1
1294,NC1N=C2c3c(N=CN2N=CC=1C#N)[n](cc3-c1ccc(Br)cc1)-c1ccc(cc1)S(N)(=O)=O
1295,NS(=O)(=O)c1cc2c(cc1)N(CCc1ccccc1)C(=O)C2=O
1296,CSC(=S)NS(=O)(=O)c1ccccc1
1297,NS(=O)(=O)c1ccc(CN2C(=O)c3c(c(Cl)c(Cl)c(Cl)c3Cl)C2=O)cc1
1298,CC(=O)C(=NNc1ccc(Cl)cc1)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1299,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
1300,CC(=O)N1N=C(CC1c1ccc(cc1)OC)c1ccc(cc1)OS(N)(=O)=O
1301,Cc1cc2C3O[Zn]4(Cl)(Cl)(OC5c6cc(C)ccc6OC=C5CN4Cc4ccc(cc4)S(N)(=O)=O)N(Cc4ccc(cc4)S(N)(=O)=O)CC3=COc2cc1
1302,NS(=O)(=O)c1ccc(cc1)-[n]1cc(c2c1[n]c[n]1[n][n][n]c12)-c1ccc(Br)cc1
1303,CC(=O)OC1C(OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O)S(=O)(=O)Cc1c[n]([n][n]1)-c1ccc(cc1)S(N)(=O)=O
1304,NS(=O)(=O)c1ccc(CN2C(=O)c3cccc4cccc(c43)C2=O)cc1
1305,CC(=O)OCC1OC(SCc2[n][n][n](c2I)-c2ccc(cc2)S(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
1306,CCCOc1cc(CCNC(=O)c2ccc(cc2)S(N)(=O)=O)ccc1
1307,CC(=O)N1N=C(CC1c1ccc(cc1)OS(N)(=O)=O)c1ccc(Cl)cc1Cl
1308,CC(C)COc1[n]o[n]c1S(N)(=O)=O
1309,NC(=O)c1ccc(cc1)-c1ccc(cc1)S(N)(=O)=O
1310,CC(=O)OCC1OC(SCc2c[n]([n][n]2)-c2ccc(cc2)S(N)(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
1311,CCOCCOC(=O)c1c[s]c(Nc2ccc(cc2)S(N)(=O)=O)[n]1
1312,Cc1ccccc1S(=O)(=O)NC(=O)NCCc1ccc(cc1)S(N)(=O)=O
1313,CC1C(=Cc2ccc(cc2)S(C)=O)c2ccc(F)cc2C=1CC(=O)NCCCOc1ccc(cc1)S(N)(=O)=O
1314,CC(C)(C)OC(=O)CC(Cc1ccccc1)C(=O)CCC(=O)NCc1ccc(cc1)S(N)(=O)=O
1315,NS(=O)(=O)c1ccc(cc1)NC(=O)C(=Cc1ccc(cc1)[N+]([O-])=O)C#N
1316,NS(=O)(=O)c1ccc(cc1)NC(=O)N1CCN(CC1)c1cc(Cl)c(Cl)cc1
1317,CC(=O)Nc1o[n]c(C)c1-c1ccc(cc1)S(N)(=O)=O
1318,NS(=O)(=O)c1ccc(CNc2[n]c(Cl)[n]c(NNC(N)=NS(=O)(=O)c3ccccc3SCc3cc(ccc3)C(F)(F)F)[n]2)cc1
1319,[S-]C(=S)OCC(c1ccccc1)c1ccccc1
1320,NS(=O)(=O)c1cc2c(cc1)N(Cc1c(F)cccc1F)C(=O)C2=O
1321,NS(=O)(=O)c1cc2c(cc1)N(Cc1cc(ccc1F)C(F)(F)F)C(=O)C2=O
1322,CC(=O)C1=NN(C(S1)=C(C#N)C(=O)OCC)c1ccc(cc1)S(N)(=O)=O
1323,Nc1o[n]c(c1C(=O)Nc1ccc(cc1)S(N)(=O)=O)-c1ccc(Cl)[s]1
1324,CC1(C)OB(OC1(C)C)c1ccc(cc1)C(=O)NCc1ccc(cc1)S(N)(=O)=O
1325,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)[SH+](=O)Cc1c[n]([n][n]1)-c1ccc(cc1)S(N)(=O)=O
1326,CNc1[n]c(Nc2ccc(cc2)S(N)(=O)=O)[n]c(F)[n]1
1327,C[n]1[n]c([s]c1=NS(=O)(=O)c1ccc(cc1)C(O)=O)S(N)(=O)=O
1328,CC(C)OC(=O)c1c[s]c(Nc2ccc(cc2)S(N)(=O)=O)[n]1
1329,CN1CCN(CC1Cc1ccccc1)C(=O)c1ccc(cc1)S(N)(=O)=O
1330,NS(=O)(=O)c1ccc(cc1)-c1[n]c([n]o1)-c1c[s]cc1
1331,NS(=O)(=O)c1ccc(cc1)-[n]1[n]cc(c1-c1ccccc1)C(=O)NN=C1c2cc(Br)ccc2NC1=O
1332,COc1ccc(cc1)-c1cc[n]c2c(N=Nc3ccc(cc3)S(N)(=O)=O)c(N)[n][n]12
1333,Cc1cc2C3O[Zn]4(Cl)(Cl)(OC5c6cc(C)ccc6OC=C5C=[N+]4c4ccc(cc4)S(N)(=O)=O)[N+](=CC3=COc2cc1)c1ccc(cc1)S(N)(=O)=O
1334,COc1cc2C(c3ccc(Cl)cc3)N(CCc2cc1OC)C(=O)c1ccc(cc1)S(N)(=O)=O
1335,CSc1[n][n](CC(=O)Nc2[n]c3ccc(cc3[s]2)S(N)(=O)=O)c2[n]c[nH]c(=O)c12
1336,CC(c1cc(F)c(cc1)-c1ccccc1)C(=O)Nc1ccc(cc1)S(N)(=O)=O
1337,CC(C)(C)OC(=O)NCCCCCOc1ccc(cc1)S(N)(=O)=O
1338,CC(CO)OC(=O)c1c[s]c(Nc2ccc(cc2)S(N)(=O)=O)[n]1
1339,O
1340,CC1(C)OB(OC1(C)C)c1ccc(cc1)NC(=S)Nc1cc(ccc1)S(N)(=O)=O
1341,COc1ccc(CSc2ccc([s]2)S(N)(=O)=O)cc1
1342,Cc1[n]cc([n]1CCNC(=S)Nc1ccc(cc1)S(N)(=O)=O)[N+]([O-])=O
1343,NS(=O)(=O)c1ccc(cc1)NC1=NC(=O)C(=NNc2ccc(cc2)S(N)(=O)=O)S1
1344,NS(=O)(=O)c1ccc(cc1)Nc1[n]c(NCCO)[n]c(F)[n]1
1345,CCCCOc1[n]o[n]c1S(N)(=O)=O
1346,COc1ccc(cc1)C(=O)N1CCN(CC1)C(=O)c1ccc(cc1)S(N)(=O)=O
1347,Cc1[n][n](c(Cl)c1C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccc(Br)cc1)-c1ccc(cc1)S(N)(=O)=O
1348,NS(=O)(=O)c1ccc(cc1)NC(=O)C(=Cc1ccco1)C#N
1349,NS(=O)(=O)c1ccc(cc1)-[n]1[n][n]c(CSC2OC(CO)C(O)C(O)C2O)c1I
1350,CC(O)COC(=O)c1c[s]c(Nc2ccc(cc2)S(N)(=O)=O)[n]1
1351,CCc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)N(c2ccc(cc2)C(=O)Nc2[n][n]c([s]2)S(N)(=O)=O)C2CC(C)(C)CC(=O)C=21
1352,CC(C)(C)c1cc2c(cc1)C(=O)N(c1ccc(cc1)S(N)(=O)=O)C2=O
1353,Nc1[n]c[n]c2c1[n]c[n]2Cc1c[n]([n][n]1)-c1ccc(cc1)S(N)(=O)=O
1354,NS(=O)(=O)c1ccc(CCNC(=O)C(Cc2cc(Br)ccc2)=NO)cc1
