Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
86137,Cc1nc2ccc(NC(=O)CCNC(=O)CCCc3ccc(CC(C(O)=O)C(O)=O)cc3)cc2s1,IC50,nM,500
197159,"OC1=C(Sc2ccccc2Cl)C(=O)NC(C1)(c1ccsc1)c1ccccc1 |w:14.17,14.23,c:1|",IC50,nM,1.2e+2
197160,"OC1=C(Sc2ccccc2Cl)C(=O)N[C@@](C1)(c1ccsc1)c1ccc(cc1)N1CCOCC1 |r,c:1|",IC50,nM,3.0
488119,CC1CCC(=CC1)c1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O |c:4|,IC50,nM,<100
488120,N[S+]([O-])(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2ccc(F)c(c2)C2=CCC(CC2)C(F)(F)F)-c2nc(cs2)C(O)=O)cc1F |t:28|,IC50,nM,<100
488122,CC1CCCC=C1c1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O |c:5|,IC50,nM,<100
488124,COC1CCC(=CC1)c1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O |c:5|,IC50,nM,<100
488125,N[S+]([O-])(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2ccc(F)c(c2)C2=Cc3ccccc3C2)-c2nc(cs2)C(O)=O)cc1F |t:28|,IC50,nM,<100
488126,CC1(C)CCC(=CC1)c1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O |c:5|,IC50,nM,<100
488129,N[S+]([O-])(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2ccc(F)c(c2)C2=CCC(F)(F)CC2)-c2nc(cs2)C(O)=O)cc1F |t:28|,IC50,nM,<100
488131,N[S+]([O-])(=O)c1ccc(Cc2c(CC3CC3)n(nc2-c2ccc(F)c(c2)C2=CCC3(CC3)CC2)-c2nc(cs2)C(O)=O)cc1F |t:28|,IC50,nM,<100
488132,CCC#Cc1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[S+](N)([O-])=O)-c1nc(cs1)C(O)=O,IC50,nM,<100
488136,CC(C)(C)c1ccc(s1)C#Cc1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O,IC50,nM,550
488138,Cc1ncc(s1)C#Cc1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O,IC50,nM,<100
488139,Cc1ccc(s1)C#Cc1cccc(c1)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O,IC50,nM,<100
488148,Cc1ccc(s1)C#Cc1cc(ccc1F)-c1nn(c(CCC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O,IC50,nM,<100
488150,Cc1cnc(s1)C#Cc1cc(ccc1F)-c1nn(c(CC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O,IC50,nM,<100
488151,Cc1ccc(s1)C#Cc1cccc(c1)-c1nn(c(CCC2CC2)c1Cc1ccc(c(F)c1)[SH+](N)=O)-c1nc(cs1)C(O)=O,IC50,nM,<100
