Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
409015,Fc1cc(NC(=O)NC2CCN(CC2)C(=O)C2CCCOC2)ccc1C(F)(F)F,Ki,nM,2.7
409016,Fc1cc(NC(=O)NC2CCN(CC2)C(=O)C2(CC2)C(F)(F)F)ccc1C(F)(F)F,Ki,nM,0.080000
409017,Fc1cc(NC(=O)NC2CCN(CC2)C(=O)C2CCOCC2)ccc1C(F)(F)F,Ki,nM,3.8
409018,Fc1cc(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)ccc1OC(F)(F)F,Ki,nM,1.95
409019,Fc1cc(NC(=O)NC2CCN(CC2)C(=O)N2CCC(CC2)NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)ccc1OC(F)(F)F,Ki,nM,10.1
409020,CCOC(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)c(F)c1,Ki,nM,<0.050000
409021,CCOC(=O)N1CCC(CC1)NC(=O)Nc1ccc(c(F)c1)C(F)(F)F,Ki,nM,0.380000
409022,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(nc1)C(F)(F)F |r|,Ki,nM,45.0
409023,Fc1cc(NC(=O)NC2CCN(CC2)C(=O)N2CCOCC2)ccc1OC(F)(F)F,Ki,nM,0.700000
409024,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)c(Cl)c1 |r|,Ki,nM,3.4
409025,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)c(Br)c1 |r|,Ki,nM,3.4
409026,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)c(c1)C(F)(F)F |r|,Ki,nM,9.9
409027,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)c(OC(F)(F)F)c1 |r|,Ki,nM,9.1
409028,Fc1cc(NC(=O)CC2CCN(CC2)C(=O)C2CC2)ccc1OC(F)(F)F,Ki,nM,6.6
409029,CC[C@H](C)C(=O)N1CCC(CC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1 |r|,Ki,nM,3.1
409030,CCC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)c(F)c1 |w:2.2|,Ki,nM,0.060
517699,FC(F)(F)Oc1ccc(NC(=O)NC2CCN(CC2)C(=O)C2(CC2)C(F)(F)F)cc1,Ki,nM,0.050
50012011,"O=C(NCCCCCCNC(=O)NCC12CC3CC(CC(C3)C1)C2)NCC12CC3CC(CC(C3)C1)C2 |TLB:13:14:17:21.20.19,25:26:29:33.32.31,THB:15:16:19:23.14.22,15:14:17.16.21:19,27:28:31:35.26.34,27:26:29.28.33:31,22:14:17:21.20.19,22:20:17:23.15.14,34:26:29:33.32.31,34:32:29:35.27.26|",Ki,nM,3.4
50012016,"CC(NC(=O)NCCCCNC(=O)NC(C)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2 |TLB:33:32:35:27.29.28,33:28:35:31.32.34,19:20:17.18.23:24,THB:21:20:17:23.22.24,21:22:17:19.20.25,19:18:21.20.25:24,31:30:27:33.32.34,31:32:27:30.35.29|",Ki,nM,2.7
50012054,"CC(NC(=O)NCCCCCCCCNC(=O)NC(C)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2 |TLB:18:20:23:26.27.25,29:20:27:23.24.25,33:34:38:31.32.37,THB:29:24:27:20.21.28,35:36:31:39.33.34,35:34:31:38.36.37,33:32:38:39.34.35,28:20:23:26.27.25,28:26:23:20.21.29|",Ki,nM,3.1
50012059,"O=C(NCCCCCCCCNC(=O)NC1C2CC3CC(C2)CC1C3)NC1C2CC3CC(C2)CC1C3 |TLB:24:23:21:17.19.18,25:26:28:31.30.32,14:15:21.20.22:17.18.24,THB:24:18:21:15.23.22,33:34:28:31.30.32,33:31:28:34.35.26,26:34:30:28.27.32,26:27:30:34.35.33,14:15:21:17.19.18,19:20:15:17.18.24,19:18:15:21.20.22,(30.44,-12.61,;30.47,-11.07,;29.15,-10.27,;27.82,-11.05,;26.49,-10.27,;25.16,-11.05,;23.82,-10.27,;22.48,-11.05,;21.15,-10.27,;19.82,-11.05,;18.49,-10.27,;17.16,-11.04,;15.82,-10.28,;15.82,-8.74,;14.49,-11.05,;13.15,-10.29,;11.96,-11.24,;10.81,-10.38,;10.36,-9.04,;8.61,-8.92,;9.88,-9.82,;10.33,-11.27,;11.11,-8.82,;12.72,-8.84,;11.51,-8.1,;31.81,-10.33,;33.12,-11.12,;33.1,-12.63,;32.15,-13.86,;33.78,-13.24,;35.15,-13.82,;36.1,-12.76,;34.56,-13.25,;36.1,-11.25,;34.69,-10.68,;33.83,-11.83,)|",Ki,nM,2.4
50100518,CC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,0.660
50100519,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F |r|,Ki,nM,0.220000
50100520,CC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)cc1,Ki,nM,0.310
50100521,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)cc1 |r|,Ki,nM,0.190
50100522,CCCCS(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)cc1,Ki,nM,0.440000
50100523,CCCCS(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,0.980000
50100524,FC(F)(F)CS(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,1.8
50100525,FC(F)(F)c1ccc(NC(=O)NC2CCN(CC2)S(=O)(=O)C2CC2)cc1,Ki,nM,1.2
50100526,CCCS(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,1.5
50100527,CCS(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,1.7
50100528,FC(F)(F)CC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(C(F)(F)F)C(F)(F)F,Ki,nM,<0.020000
50100529,CC[C@H](C)C(=O)N1CCC(CC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1 |r|,Ki,nM,11
50100530,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Cc1ccc(OC(F)(F)F)cc1 |r|,Ki,nM,111
50100531,"CCC(C)C(=O)N1CCC(CC1)NC(=O)N[C@H]1CC[C@H](CC)CC1 |r,wU:16.16,wD:19.20,(21.72,-50.53,;20.39,-49.76,;20.39,-48.22,;19.05,-47.45,;21.72,-47.45,;21.72,-45.91,;23.06,-48.22,;24.38,-47.45,;25.72,-48.22,;25.72,-49.76,;24.38,-50.53,;23.06,-49.76,;27.06,-50.53,;28.39,-49.76,;29.72,-50.53,;28.39,-48.22,;29.72,-47.45,;29.72,-45.91,;31.06,-45.14,;32.39,-45.91,;33.72,-45.14,;35.06,-45.91,;32.39,-47.45,;31.06,-48.22,)|",Ki,nM,0.230000
50100532,CCC(C)C(=O)N1CCC(CC1)NC(=O)NC1CCCCCC1,Ki,nM,0.990000
50100533,CCC(C)C(=O)N1CCC(CC1)NC(=O)NC1CCCCC1,Ki,nM,1.2
50100534,CCC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)cc1,Ki,nM,0.360000
50100535,CCC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(C(F)(F)F)C(F)(F)F,Ki,nM,0.020000
50100536,CCC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(C)(C)C,Ki,nM,2.4
50100537,CCC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(C)C,Ki,nM,1.2
50100538,FC(F)(F)CCC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,1.2
50100539,FC(F)(F)CC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,0.430000
50100540,CC(C)CC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,0.490000
50100541,CCC(C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,0.370000
50100542,FC(F)(F)c1ccc(NC(=O)NC2CCN(CC2)C(=O)C2CC2)cc1,Ki,nM,0.490000
50100543,CCCC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,2.2
50120489,[H][C@]1(OC[C@@H](O)[C@H](O)[C@H]1O)[C@]1([H])c2cccc(O)c2C(=O)c2c(O)cc(CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc12 |r|,Ki,nM,800
50120491,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]1([H])c2cccc(O)c2C(=O)c2c(O)cc(C)cc12 |r|,Ki,nM,200
50133040,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(OC)c(C(C)=O)c(O[C@H]3OC[C@@](O)(CO)[C@@H]3O)cc2c1 |r|,Ki,nM,600
50169743,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31 |r|,Ki,nM,26
50191854,"CC(=O)N1CCC(CC1)NC(=O)NC12CC3CC(CC(C3)C1)C2 |TLB:12:13:16.15.20:18,THB:14:15:18:22.13.21,14:13:16.15.20:18,21:13:16:20.19.18,21:19:16:22.14.13,12:13:16:20.19.18|",Ki,nM,20
50192958,"OC(=O)[C@H](CC1C=NC2C=CC=CC12)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2 |c:6,9,11,TLB:36:37:40.39.44:42,THB:38:39:42:46.37.45,38:37:40.39.44:42,45:37:40:44.43.42,45:43:40:46.38.37,36:37:40:44.43.42|",Ki,nM,15
50217448,"OC(=O)c1ccc(O[C@H]2CC[C@@H](CC2)NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1 |wU:8.7,wD:11.14,TLB:17:18:21.20.25:23,THB:19:20:23:27.18.26,19:18:21.20.25:23,26:18:21:25.24.23,26:24:21:27.19.18,17:18:21:25.24.23,(19.63,-26.42,;18.81,-25.12,;19.53,-23.76,;17.27,-25.17,;16.54,-26.54,;15.01,-26.59,;14.19,-25.28,;12.65,-25.34,;11.93,-26.7,;12.75,-28.01,;12.03,-29.36,;10.48,-29.42,;9.67,-28.12,;10.39,-26.76,;9.77,-30.78,;8.23,-30.84,;7.41,-29.54,;7.51,-32.21,;5.97,-32.27,;4.96,-33.54,;3.55,-32.98,;2.06,-33.4,;3.25,-32.13,;3.24,-30.64,;4.59,-30.16,;3.55,-31.39,;5.99,-30.74,;4.58,-32.61,;14.91,-23.93,;16.44,-23.87,)|",Ki,nM,1.5
50264106,CNc1nc(C)nc(N[C@H]2CCC[C@H](C2)C(=O)NCc2ccc(cc2C(F)(F)F)C#N)n1 |r|,Ki,nM,24
50327809,CCC(=O)N1CCC(CC1)NC(=O)Nc1ccc(OC(F)(F)F)cc1,Ki,nM,0.910000
50327814,CCC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,3.0
50327846,FC(F)(F)Oc1ccc(NC(=O)NC2CCN(CC2)C(=O)C2CC2)cc1,Ki,nM,0.550000
50335967,CC(C)S(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,1.2
50335968,CS(=O)(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,7.2
50335972,CC(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,15
50454598,"FC(F)(F)Oc1ccc(NC(=O)N[C@H]2CC[C@@H](CC2)Oc2ccc(cc2)C(=O)OCc2ccccc2)cc1 |r,wU:16.19,wD:13.12,(30.34,-3.34,;30.34,-4.74,;31.59,-3.72,;29.09,-3.72,;30.34,-6.28,;31.68,-7.05,;31.67,-8.59,;33.01,-9.36,;34.35,-8.59,;35.68,-9.36,;37.01,-8.59,;37.01,-7.05,;38.35,-9.35,;39.68,-8.58,;41.01,-9.36,;42.34,-8.59,;42.34,-7.05,;41.01,-6.28,;39.67,-7.05,;43.68,-6.28,;45.01,-7.06,;45,-8.6,;46.33,-9.37,;47.67,-8.6,;47.67,-7.05,;46.34,-6.29,;49,-9.37,;49,-10.91,;50.34,-8.6,;51.67,-9.38,;53,-8.61,;54.33,-9.38,;55.67,-8.61,;55.67,-7.07,;54.33,-6.3,;53,-7.07,;34.34,-7.04,;33.01,-6.28,)|",Ki,nM,43
50454599,"Oc1ccc(O[C@H]2CC[C@@H](CC2)NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1 |r,wU:6.5,wD:9.12,(74.54,-31.49,;73.21,-30.71,;71.87,-31.48,;70.54,-30.71,;70.55,-29.17,;69.22,-28.4,;67.88,-29.16,;67.88,-30.7,;66.55,-31.47,;65.22,-30.69,;65.21,-29.16,;66.55,-28.39,;63.89,-31.47,;62.55,-30.7,;62.55,-29.16,;61.22,-31.47,;59.89,-30.7,;58.55,-31.47,;57.22,-30.7,;57.22,-29.16,;55.88,-28.39,;55.88,-26.85,;55.88,-25.45,;57.13,-25.83,;54.63,-25.83,;58.55,-28.39,;59.88,-29.15,;71.88,-28.4,;73.21,-29.17,)|",Ki,nM,9.1
50554114,Cc1ccoc1C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,Ki,nM,0.220000
50554115,CC[C@H](C)C(=O)N1CCC(CC1)NC(=O)Nc1ccc(cn1)C(F)(F)F |r|,Ki,nM,45
50554116,Fc1cc(NC(=O)NC2CCN(CC2)C(=O)[C@@H]2CCOC2)ccc1C(F)(F)F |r|,Ki,nM,2.1
50556773,Clc1ccc(NC(=O)N(CCN2CCOCC2)c2ccc3nc(NC(=O)Cc4ccccc4)sc3c2)cc1,Ki,nM,4.8
50594426,FC(F)(F)c1cc(NS(=O)(=O)C2CC2)ccc1CNC(=O)c1ccc2[nH]ccc2c1,Ki,nM,583
50594427,"OC(=O)CCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2 |TLB:16:17:20:24.23.22,THB:18:19:22:26.17.25,18:17:20.19.24:22,25:17:20:24.23.22,25:23:20:26.18.17|",Ki,nM,16
