Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
50043633,"CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n2ccnc2n(-c2ccccc2Cl)c3=O)cc1 |(12.52,-17.19,;12.53,-15.65,;11.2,-14.87,;11.21,-13.33,;12.54,-12.58,;13.88,-13.34,;13.87,-14.88,;12.54,-11.04,;11.21,-10.26,;11.22,-8.72,;12.55,-7.96,;12.56,-6.42,;11.23,-5.65,;11.23,-4.1,;9.9,-3.33,;8.57,-4.09,;8.56,-5.64,;9.89,-6.41,;7.23,-6.4,;6.9,-7.89,;5.39,-8.05,;4.77,-6.65,;5.91,-5.63,;5.91,-4.08,;4.57,-3.32,;3.24,-4.09,;1.9,-3.32,;1.9,-1.77,;3.23,-1,;4.57,-1.77,;5.9,-.99,;7.23,-3.32,;7.23,-1.78,;13.88,-8.72,;13.88,-10.26,)|",Ki,nM,2.3
50043634,"Clc1ccccc1-n1c2nccn2c2nc(Nc3ccccc3)ncc2c1=O |(19.06,-2.71,;17.73,-3.49,;16.4,-2.72,;15.07,-3.49,;15.06,-5.04,;16.4,-5.81,;17.74,-5.04,;19.07,-5.81,;19.08,-7.35,;17.94,-8.37,;18.55,-9.77,;20.07,-9.61,;20.39,-8.12,;21.72,-7.36,;23.05,-8.13,;24.39,-7.37,;25.72,-8.14,;25.72,-9.68,;24.38,-10.44,;24.38,-11.98,;25.71,-12.76,;27.05,-11.98,;27.05,-10.45,;24.39,-5.82,;23.06,-5.05,;21.73,-5.81,;20.4,-5.04,;20.4,-3.5,)|",Ki,nM,21
50043636,"Clc1ccccc1-n1c2nccn2c2nc(Nc3ccc(cc3)C3CCCCC3)ncc2c1=O |(45.96,-2.98,;44.63,-3.76,;43.3,-2.99,;41.97,-3.76,;41.97,-5.31,;43.3,-6.08,;44.64,-5.31,;45.97,-6.08,;45.97,-7.62,;44.84,-8.64,;45.45,-10.04,;46.97,-9.88,;47.29,-8.39,;48.62,-7.63,;49.95,-8.4,;51.29,-7.64,;52.62,-8.41,;52.62,-9.95,;51.28,-10.71,;51.28,-12.25,;52.61,-13.03,;53.95,-12.25,;53.95,-10.72,;52.61,-14.56,;51.27,-15.33,;51.27,-16.86,;52.6,-17.64,;53.93,-16.87,;53.94,-15.33,;51.29,-6.09,;49.96,-5.32,;48.63,-6.09,;47.3,-5.31,;47.3,-3.77,)|",Ki,nM,87
50043637,"Clc1ccccc1-n1c2nccn2c2nc(Nc3ccc(cc3)N3CCCCC3)ncc2c1=O |(59.29,-2.07,;57.96,-2.85,;56.62,-2.08,;55.29,-2.85,;55.29,-4.4,;56.63,-5.17,;57.96,-4.4,;59.3,-5.17,;59.3,-6.71,;58.16,-7.73,;58.78,-9.13,;60.3,-8.97,;60.62,-7.48,;61.95,-6.72,;63.28,-7.49,;64.62,-6.73,;65.95,-7.5,;65.94,-9.04,;64.61,-9.8,;64.6,-11.34,;65.93,-12.12,;67.27,-11.34,;67.27,-9.8,;65.94,-13.65,;64.6,-14.41,;64.59,-15.95,;65.92,-16.73,;67.26,-15.96,;67.27,-14.42,;64.62,-5.18,;63.29,-4.41,;61.96,-5.17,;60.62,-4.4,;60.62,-2.86,)|",Ki,nM,5.5
50043638,"CN1CCC(CC1)c1ccc(Nc2ncc3c(n2)n2ccnc2n(-c2ccccc2Cl)c3=O)cc1 |(11.11,-34.48,;11.12,-32.94,;9.79,-32.16,;9.8,-30.63,;11.13,-29.86,;12.47,-30.63,;12.46,-32.18,;11.13,-28.33,;9.8,-27.55,;9.8,-26.02,;11.14,-25.25,;11.15,-23.71,;9.81,-22.94,;9.82,-21.39,;8.48,-20.62,;7.15,-21.39,;7.15,-22.93,;8.48,-23.7,;5.82,-23.69,;5.49,-25.19,;3.97,-25.34,;3.36,-23.94,;4.5,-22.92,;4.49,-21.38,;3.16,-20.61,;1.82,-21.38,;.49,-20.61,;.49,-19.06,;1.82,-18.29,;3.15,-19.06,;4.48,-18.28,;5.82,-20.61,;5.82,-19.07,;12.47,-26.02,;12.47,-27.55,)|",Ki,nM,8.3
50043639,"CC(=O)N1CCN(CC1)c1ccc(Nc2ncc3c(n2)n2ccnc2n(-c2ccccc2Cl)c3=O)cc1 |(21.77,-35.76,;23.11,-35,;24.44,-35.78,;23.12,-33.46,;21.79,-32.68,;21.79,-31.15,;23.13,-30.39,;24.46,-31.15,;24.46,-32.69,;23.13,-28.85,;21.8,-28.07,;21.8,-26.53,;23.14,-25.77,;23.14,-24.23,;21.81,-23.46,;21.81,-21.91,;20.48,-21.14,;19.15,-21.91,;19.14,-23.45,;20.47,-24.22,;17.81,-24.21,;17.49,-25.7,;15.97,-25.86,;15.36,-24.46,;16.5,-23.44,;16.49,-21.9,;15.16,-21.13,;13.82,-21.9,;12.49,-21.13,;12.49,-19.58,;13.82,-18.81,;15.15,-19.58,;16.48,-18.8,;17.82,-21.13,;17.82,-19.59,;24.47,-26.54,;24.47,-28.07,)|",Ki,nM,6.6
50043640,"CN1CCN(CC1)c1cccc(Nc2ncc3c(n2)n2ccnc2n(-c2ccccc2Cl)c3=O)c1 |(29.29,-32.06,;30.63,-31.3,;30.64,-29.76,;31.97,-29,;33.3,-29.78,;33.3,-31.32,;31.96,-32.08,;34.63,-29.02,;35.97,-29.79,;37.31,-29.02,;37.3,-27.48,;35.98,-26.71,;35.98,-25.17,;34.65,-24.4,;34.65,-22.85,;33.32,-22.08,;31.99,-22.85,;31.98,-24.39,;33.31,-25.17,;30.65,-25.16,;30.33,-26.65,;28.81,-26.8,;28.19,-25.4,;29.33,-24.39,;29.33,-22.84,;27.99,-22.07,;26.66,-22.84,;25.32,-22.07,;25.32,-20.53,;26.65,-19.76,;27.99,-20.52,;29.32,-19.75,;30.65,-22.07,;30.65,-20.53,;34.64,-27.48,)|",Ki,nM,6.2
50043642,"Clc1ccccc1-n1c2nccn2c2nc(Nc3ccc4CCCCc4c3)ncc2c1=O |(61.16,-20.49,;59.83,-21.27,;58.5,-20.5,;57.17,-21.27,;57.16,-22.82,;58.5,-23.59,;59.84,-22.82,;61.17,-23.58,;61.17,-25.13,;60.04,-26.15,;60.65,-27.55,;62.17,-27.39,;62.49,-25.9,;63.82,-25.14,;65.15,-25.91,;66.49,-25.15,;67.82,-25.92,;67.82,-27.46,;66.48,-28.22,;66.47,-29.76,;67.81,-30.53,;67.81,-32.06,;69.13,-32.84,;70.47,-32.07,;70.48,-30.53,;69.15,-29.76,;69.15,-28.22,;66.49,-23.6,;65.16,-22.83,;63.83,-23.59,;62.5,-22.82,;62.5,-21.28,)|",Ki,nM,26
50043643,"CN1CCc2ccc(Nc3ncc4c(n3)n3ccnc3n(-c3ccccc3Cl)c4=O)cc2C1 |(14.28,-46.36,;12.95,-45.58,;11.61,-46.35,;10.29,-45.57,;10.29,-44.04,;8.96,-43.27,;8.96,-41.73,;10.3,-40.97,;10.3,-39.43,;8.97,-38.65,;8.97,-37.11,;7.64,-36.34,;6.31,-37.1,;6.3,-38.64,;7.63,-39.42,;4.97,-39.41,;4.65,-40.9,;3.13,-41.05,;2.52,-39.66,;3.66,-38.64,;3.65,-37.09,;2.32,-36.33,;.98,-37.1,;-.36,-36.33,;-.36,-34.78,;.98,-34.01,;2.31,-34.78,;3.64,-34,;4.98,-36.33,;4.98,-34.79,;11.63,-41.73,;11.63,-43.27,;12.96,-44.04,)|",Ki,nM,1.6
50043644,"CN1CCCc2ccc(Nc3ncc4c(n3)n3ccnc3n(-c3ccccc3Cl)c4=O)cc12 |(27.6,-44.19,;26.26,-44.96,;26.25,-46.5,;24.92,-47.27,;23.59,-46.49,;23.59,-44.96,;22.26,-44.19,;22.26,-42.65,;23.6,-41.89,;23.6,-40.35,;22.27,-39.57,;22.27,-38.03,;20.94,-37.26,;19.61,-38.02,;19.6,-39.56,;20.93,-40.34,;18.27,-40.33,;17.95,-41.82,;16.43,-41.97,;15.82,-40.58,;16.96,-39.56,;16.95,-38.01,;15.62,-37.25,;14.28,-38.02,;12.95,-37.25,;12.95,-35.7,;14.28,-34.93,;15.61,-35.7,;16.94,-34.92,;18.28,-37.25,;18.28,-35.71,;24.93,-42.65,;24.93,-44.19,)|",Ki,nM,8.6
