Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
16797,N[C@H](COc1cncc(c1)-c1cc2c(n[nH]c2cn1)-c1ccccc1)Cc1ccccc1 |r|,IC50,nM,8.3
16919,N[C@H](COc1cncc(c1)-c1cc2ccncc2s1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,179
16919,N[C@H](COc1cncc(c1)-c1cc2ccncc2s1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,5.4
16920,N[C@H](COc1cncc(c1)-c1cc2cnccc2s1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,488
16921,N[C@H](COc1cncc(c1)-c1ccc2nonc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,41
16923,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)Cc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,3.2
16924,N[C@H](COc1cncc(c1)-c1cnc2NC(=O)Cc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,7.4
16924,N[C@H](COc1cncc(c1)-c1cnc2NC(=O)Cc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,99
16925,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)C(=O)c2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,179
16925,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)C(=O)c2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,5.4
16926,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)C(N=O)c2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,6.5
16927,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)[nH]c2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,147
16928,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)n(CC#N)c2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,405
16930,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)oc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,4.3
16930,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)oc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,7.4
16931,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)sc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,4.3
16931,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)sc2c1)Cc1c[nH]c2ccccc12 |r|,IC50,nM,99
16933,CC1(C)C(=O)Nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 |r|,IC50,nM,24.6
16934,CC1C(=O)Nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 |r|,IC50,nM,4
16934,CC1C(=O)Nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 |r|,IC50,nM,4.0
16935,CCC1C(=O)Nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 |r|,IC50,nM,52.7
16935,CCC1C(=O)Nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1 |r|,IC50,nM,80
