Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
9488,COc1nc(nc(C)c1F)N1C[C@H]2C(=O)N(C)C(=N)N[C@]2(C1)c1ccc(F)cc1F |r|,Ki,nM,4.7
9489,COc1nc(nc(C)c1F)N1C[C@H]2C(=O)N(C)C(=N)N[C@]2(C1)c1cc(F)ccc1Cl |r|,Ki,nM,8.9
9649,COc1nc(nc(C)c1F)N1C[C@H]2C(=O)N(C)C(=N)N[C@]2(C1)c1cc(Cl)ccc1F |r|,Ki,nM,13
16034,C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1)N(C)S(C)(=O)=O)c1ccccc1 |r|,Ki,nM,233
16047,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O |r|,Ki,nM,1.4
16250,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,2.5
16251,CSCC[C@H](NC(=O)OCn1nc(C)cc1C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,14
16252,CSC[C@H](NC(=O)OCn1nc(C)cc1C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC(C)C |r|,Ki,nM,4.4
16253,CC(C)CNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)OCn1nc(C)cc1C)C(C)C |r|,Ki,nM,0.300000
16254,CC(C)CNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)OCc1nc(C)oc1C)C(C)C |r|,Ki,nM,0.120000
16255,CCCNC(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,788
16256,CCCNC(=O)c1cc(cc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C)N(C)S(C)(=O)=O |r|,Ki,nM,52.5
16257,CC(C)C[C@H](NC(=O)c1cc(cc(c1)C(=O)NCc1nc(C)oc1C)N(C)S(C)(=O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,1.8
16258,CC(C)C[C@H](NC(=O)c1cc(cc(c1)C(=O)NCc1ccccc1)N(C)S(C)(=O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,136
16259,CC(C)C[C@H](NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,1.1
16260,CC(C)C[C@H](NC(=O)c1cc(cc(c1)C(=O)N[C@@H](C)c1ccccc1)N(C)S(C)(=O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,315
16261,CC(C)C[C@H](NC(=O)c1cc(cc(c1)C(=O)N[C@H](CO)c1ccccc1)N(C)S(C)(=O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,438
16262,CC(C)C[C@H](NC(=O)c1cc(cc(c1)C(=O)NC(C)c1nc(C)oc1C)N(C)S(C)(=O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NC(C)C |r|,Ki,nM,27
16263,CC(C)C[C@H](NC(=O)[C@H](CC(=O)NCC=C)NC(=O)[C@@H](NC(=O)OCC=C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,26.6
16264,"CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\COC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r,t:14|",Ki,nM,87.2
16265,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,217.6
16266,CC(C)C[C@H](NC(=O)[C@H](CC(=O)NCC=C)NC(=O)[C@@H](NC(=O)OCCC=C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,61.4
16267,"CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\CCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r,t:14|",Ki,nM,28.4
16268,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,108.2
16269,CC(C)C[C@H](NC(=O)[C@H](CC(=O)NCC=C)NC(=O)[C@@H](NC(=O)OCCCC=C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,112.1
16270,"CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\CCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r,t:14|",Ki,nM,14
16271,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,25
16286,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,71
16287,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,120
16291,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](N)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,33
16292,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](N)C[C@@H](C)C(=O)Nc1ccc(F)cc1 |r|,Ki,nM,26
16702,C[C@@H](NC(=O)c1cc(cc(c1)-c1nnc(o1)[C@](C)([NH3+])Cc1ccccc1)N(C)S(C)(=O)=O)c1ccc(F)cc1 |r|,Ki,nM,42.4
16704,CCCN(c1cc(\C=C/C2CC2C)cc(c1)-c1nnc(o1)[C@](C)([NH3+])Cc1ccccc1)S(C)(=O)=O |r|,Ki,nM,51.9
16772,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O |r|,Ki,nM,9.6
16776,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)NCc1ccccc1 |r|,Ki,nM,61.4
16777,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,5.9
16778,CSC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,50.1
16779,CC(C)C[C@H](NC(=O)[C@H](CS(C)(=O)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,9.4
16781,CC(C)C[C@H](NC(=O)[C@H](CCS(C)(=O)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1 |r|,Ki,nM,8.0
17783,CN(C1CCCCC1)C(=O)CCN1Cc2cc(ccc2N=C1N)C(=O)c1ccccc1 |c:22|,Ki,nM,900
17784,CN(C1CCCCC1)C(=O)c1cccc(CN2Cc3cc(Oc4ccccc4)ccc3N=C2N)c1 |c:34|,Ki,nM,158
17785,CN(C1CCCCC1)C(=O)CCC(C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N |c:38|,Ki,nM,30
17786,"CN(C1CCCCC1)C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N |r,c:38|",Ki,nM,8
41542,"CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@@]22N=C(C)C(N)=N2)-c2cncc(c2)C#CC)CC1 |r,wU:13.15,wD:5.5,2.1,c:20,t:16,(7.78,-3.08,;7.01,-1.75,;5.47,-1.75,;4.7,-.41,;3.16,-.41,;2.39,-1.75,;1.48,-2.99,;.02,-2.52,;-1.32,-3.29,;-2.65,-2.52,;-2.65,-.98,;-1.32,-.21,;.02,-.98,;1.48,-.5,;.24,.4,;.71,1.87,;-.06,3.2,;2.25,1.87,;3.02,3.2,;2.73,.4,;-3.98,-.21,;-5.32,-.98,;-6.65,-.21,;-6.65,1.33,;-5.32,2.1,;-3.98,1.33,;-5.32,3.64,;-5.32,5.18,;-5.32,6.72,;3.16,-3.08,;4.7,-3.08,)|",Ki,nM,26
47353,CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(F)cn2)ccc1F |r|,Ki,nM,1.753
