Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
12946,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-c1ccccc1)-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,93
12948,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-c1ccccc1)-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(F)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,160
12949,[#6]-[#6]-[#8]-[#6](=O)-[#6](-[#6]-c1ccccc1)-[#7]-[#6](=O)-[#7]-[#6@@H](-[#6]-c1ccccc1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,258
12950,[#6]-[#6]-[#8]-[#6](=O)-[#6](-[#6]-[#6](-[#6])-[#6])-[#7]-[#6](=O)-[#7]-[#6@@H](-[#6]-c1ccccc1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,403
12955,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,63
12956,[#6]-[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-[#6](-[#6])-[#6])-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,76
12957,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6]-c1ccc(-[#8])cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,200
12958,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,340
12959,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6]-c1ccccc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,710
12960,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)c(Cl)c1)-[#6](=O)-[#7]-[#6@@H](-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,920
12962,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6](-[#6])-c1ccc(Br)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,10
12963,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(Cl)cc1Cl)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,45
12964,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccc(F)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,114
12965,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#7]-[#6]-c1ccccc1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,136
12966,[#6]-[#6](-[#6])-[#6]-[#6@H](-[#7]-[#6](=O)-[#8]-[#6]-c1ccccc1)-[#6](=O)-[#7]-[#6@@H](-[#6](-[#6])-[#6])-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,356
12968,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@@H](-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(Br)cc1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,10
12969,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@@H](-[#7]-[#6](=O)-[#7]-[#6@@H](-[#6])-c1ccc(Br)cc1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,132
12970,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-c1cccnc1)-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(F)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,28
12971,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-c1cccnc1)-[#7]-[#6](=O)-[#7]-[#6@@H](-[#6])-c1ccc(F)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,533
12972,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-c1ccc(-[#8])cc1)-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(Br)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,6
12973,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-[#6]-[#6]\[#7]=[#6](\[#7])-[#7])-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(Br)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,7
12974,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-[#6](-[#7])=O)-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(Br)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,8
12975,"CC(C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nccs1 |r,wU:7.19,34.36,22.24,wD:3.3,(-2.47,-.39,;-1.14,.38,;.19,-.39,;-1.14,1.92,;-2.47,2.69,;-3.81,1.92,;-3.81,.38,;-5.14,2.69,;-5.14,4.23,;-5.54,5.72,;-4.62,6.96,;-5.52,8.21,;-6.99,7.75,;-8.31,8.53,;-9.65,7.77,;-9.67,6.23,;-8.34,5.45,;-7,6.21,;-6.47,1.92,;-7.81,2.69,;-7.81,4.23,;-9.14,1.92,;-10.48,2.69,;-10.48,4.23,;-11.81,1.92,;-13.14,2.69,;-14.48,1.92,;-14.48,.38,;-15.81,-.39,;-13.14,-.39,;-11.81,.38,;.19,2.69,;.19,4.23,;1.53,1.92,;2.86,2.69,;2.86,4.23,;4.19,5,;4.19,6.54,;2.86,7.31,;2.86,8.85,;4.19,9.62,;1.53,9.62,;4.19,1.92,;4.19,.38,;5.53,2.69,;7.07,2.69,;7.54,4.16,;6.3,5.06,;5.05,4.16,)|",IC50,nM,29
12976,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=O)-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(Br)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,30
12977,[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6](=O)-[#6@H](-[#6]-c1cccnc1)-[#7]-[#6](=O)-[#7]-[#6@H](-[#6])-c1ccc(Br)cc1)-[#6](=O)-[#7]-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](/[#7])-[#7])-[#6](=O)-c1nccs1 |r|,IC50,nM,12
32665,Cc1ccc(cc1)S(=O)(=O)n1nc(OC(=O)c2ccco2)cc1N,IC50,nM,449.8
32672,CCCC(=O)Nc1ccc(cc1)C(=O)n1nnc2ccccc12,IC50,nM,247.54
32674,O=C(c1cn(nc1-c1ccncc1)-c1ccccc1)n1nnc2ccccc12,IC50,nM,706.803
32682,CCOC(=O)c1cc2n(C)ccc2n1CC(=O)N1CCC(C)CC1,IC50,nM,744.137
32689,COCC\N=C1/Sc2nc3c(C)cccc3cc2CN1Cc1ccco1,IC50,nM,745.337
32732,"[H]C12CC(CC)C([H])(C1)C(C2)NC(C)=O |TLB:11:9:8:3.2,THB:4:3:8:9.10|",IC50,nM,588.113
32736,Cn1c2nc(Br)n(Cc3ccccc3Cl)c2c(=O)n(CC=C)c1=O,IC50,nM,637.563
32758,CCOC(=O)c1c(C)n(C(=O)c2ccco2)c(=O)n1C(=O)c1ccco1,IC50,nM,788.3
32773,Clc1ccc(s1)-c1csc(NC(=O)c2cccs2)n1,IC50,nM,363.773333
32796,CSc1nc(nn1C(=O)c1ccc(C)cc1)-c1ccco1,IC50,nM,530.6
32801,O=C(c1ccc2OCOc2c1)n1nnc2ccccc12,IC50,nM,319.9
32805,Clc1cncc(OC(=O)c2ccco2)c1,IC50,nM,741.21
32806,COc1ccc(cc1OC)C(=O)n1nnc2ccccc12,IC50,nM,473.63
32813,Clc1ccccc1-c1nc2ccsc2c(=O)o1,IC50,nM,440.37
