Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
13465,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(cc1)[C@@H]1CC(=O)NS1(=O)=O)C(N)=O |r|,Ki,nM,180.0
13469,NC(=O)[C@H](Cc1ccc(cc1)C(F)(F)P(O)(O)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(cc1)C(F)(F)P(O)(O)=O |r|,Ki,nM,1.7
13611,CCCCCNC(=O)[C@H](Cc1ccc(OCC(O)=O)c(c1)C(O)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC(O)=O |r|,Ki,nM,220.0
13953,CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(O)=O)c2ccccc2C(O)=O)c2ccccc12)NC(C)=O,Ki,nM,631.0
13954,CC(=O)N[C@@H](Cc1ccc(N(C(=O)C(O)=O)c2ccccc2C(O)=O)c2ccccc12)C(=O)NCCCCCOc1cc2ccccc2cc1C(O)=O |r|,Ki,nM,20.0
13954,CC(=O)N[C@@H](Cc1ccc(N(C(=O)C(O)=O)c2ccccc2C(O)=O)c2ccccc12)C(=O)NCCCCCOc1cc2ccccc2cc1C(O)=O |r|,Ki,nM,22.0
13975,CCCCCNC(=O)[C@H](Cc1ccc(N(C(=O)C(O)=O)c2ccccc2C(O)=O)c(\C=C\C(N)=O)c1)NS(C)(=O)=O |r|,Ki,nM,170.0
13976,CCc1cc(CC(NC(C)=O)C(=O)NCCCCOc2cccc(O)c2C(=O)OC)ccc1N(C(=O)C(O)=O)c1ccccc1C(O)=O,Ki,nM,13.0
13997,COC(=O)c1c(O)cccc1OC\C=C\c1cccc(c1)-c1onc(C(O)=O)c1CO,Ki,nM,920.0
14233,OC(=O)COc1c(sc2c1sc1c(NCC3CCCCC3)cccc21)C(O)=O,Ki,nM,920.0
14234,OC(=O)COc1c(sc2c1sc1cc(NCC3CCCCC3)ccc21)C(O)=O,Ki,nM,680.0
14236,OC(=O)COc1c(sc2c1sc1cc(NC3CCCCC3)ccc21)C(O)=O,Ki,nM,740.0
14239,OC(=O)COc1c(sc2c1sc1cc(NC3CCN(CC3)S(=O)(=O)Cc3ccccc3)ccc21)C(O)=O,Ki,nM,370.0
14250,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(O)cc1,Ki,nM,300.0
14253,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc2cc[nH]c2c1,Ki,nM,570.0
14256,CC(=O)Nc1ccc(cc1)-c1sc(C(O)=O)c(OCC(O)=O)c1Br,Ki,nM,500.0
14257,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NC(=O)c2ccco2)cc1,Ki,nM,620.0
14258,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NC(=O)c2cccnc2)cc1,Ki,nM,680.0
14258,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NC(=O)c2cccnc2)cc1,Ki,nM,820.0
14259,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NC(=O)c2ccccc2)cc1,Ki,nM,600.0
14261,CS(=O)(=O)Nc1ccc(cc1)-c1sc(C(O)=O)c(OCC(O)=O)c1Br,Ki,nM,740.0
14262,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NS(=O)(=O)c2ccc(cc2)C(F)(F)F)cc1,Ki,nM,200.0
14265,CC(C)NC(=O)Nc1ccc(cc1)-c1sc(C(O)=O)c(OCC(O)=O)c1Br,Ki,nM,360.0
14266,CC1(C)CC(CC(C)(C)C1)Nc1ccc(cc1)-c1sc(C(O)=O)c(OCC(O)=O)c1Br,Ki,nM,250.0
14267,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NC(=O)CC(O)=O)cc1,Ki,nM,140.0
14267,OC(=O)COc1c(Br)c(sc1C(O)=O)-c1ccc(NC(=O)CC(O)=O)cc1,Ki,nM,180.0
15806,CCc1cc(CC(NC(C)=O)C(=O)NCc2ccc(cc2)[N+]([O-])=O)ccc1N(C(=O)C(O)=O)c1ccccc1C(O)=O,Ki,nM,540.0
15812,CCc1cc(CC(NC(C)=O)C(=O)NCCCCC(=O)N[C@@H](Cc2ccccc2)C(O)=O)ccc1N(C(=O)C(O)=O)c1ccccc1C(O)=O |r|,Ki,nM,126.0
15812,CCc1cc(CC(NC(C)=O)C(=O)NCCCCC(=O)N[C@@H](Cc2ccccc2)C(O)=O)ccc1N(C(=O)C(O)=O)c1ccccc1C(O)=O |r|,Ki,nM,140.0
15813,CCc1cc(CC(NC(C)=O)C(=O)NCCCCC(=O)N[C@@H](C2CCCCC2)C(O)=O)ccc1N(C(=O)C(O)=O)c1ccccc1C(O)=O |r|,Ki,nM,250.0
15814,CCC(C)[C@H](NC(=O)CCCCNC(=O)C(Cc1ccc(N(C(=O)C(O)=O)c2ccccc2C(O)=O)c(CC)c1)NC(C)=O)C(O)=O |r|,Ki,nM,430.0
