Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
15359,"CO[C@H]1C[C@H](C)Cc2c(O)c(NC(=O)C(C)=CC=C[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)cc(O)c2N=CC=C |r,w:16.16,38.39,t:28|",Ki,nM,4.6
20800,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,Ki,nM,1.7
20926,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O,Ki,nM,9.0
81729,Nc1nc(N)nc(n1)-c1cc2ccccc2cc1Br,Ki,nM,320.0
81730,Cc1cc(nc(N)n1)-c1ccc(Cl)cc1Cl,Ki,nM,170.0
81731,Nc1nc(Cl)cc(n1)-c1ccc(Cl)cc1Cl,Ki,nM,60.0
126083,CCc1cc(ccc1-n1nc(C(C)C)c2c(ccnc12)-n1cnc(c1)-c1cnn(C)c1)C(N)=O,Ki,nM,35.0
265209,"CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1C)-c1cc(Cl)c(O)cc1O |(3.1,-6.74,;2.33,-5.41,;3.1,-4.07,;2.33,-2.74,;3.1,-1.41,;.79,-2.74,;-.12,-3.99,;-1.58,-3.51,;-1.58,-1.97,;-.12,-1.49,;.28,-.01,;-.81,1.08,;-.41,2.57,;1.08,2.97,;1.48,4.46,;2.96,4.85,;4.05,3.77,;5.54,4.16,;5.94,5.65,;4.85,6.74,;3.36,6.34,;2.17,1.88,;1.77,.39,;2.86,-.7,;-2.67,-.88,;-2.27,.61,;-3.36,1.7,;-2.96,3.18,;-4.85,1.3,;-5.94,2.39,;-5.25,-.19,;-4.16,-1.28,;-4.56,-2.77,)|",Ki,nM,32.0
50003865,CC(C)Cc1cc(cc2CCNC(=O)c12)-n1cc(C)c2c1CC(C)(C)CC2=O,Ki,nM,20.0
50003868,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)C1CCCC1,Ki,nM,5.0
50003869,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)C1CCCCC1,Ki,nM,6.0
50003870,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)C1CCOCC1,Ki,nM,3.0
50003871,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)C1CCC1,Ki,nM,34.0
50003872,CCCCc1cc(cc2CCNC(=O)c12)-n1cc(C)c2c1CC(C)(C)CC2=O,Ki,nM,56.0
50003873,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)C(C)(C)C,Ki,nM,180.0
50003875,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc(Cc2ccccc2)c2C(=O)NCCc2c1,Ki,nM,94.0
50003876,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)-c1ccccc1,Ki,nM,14.0
50003877,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)-c1ccc(F)cc1,Ki,nM,10.0
50003878,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1cc2CCNC(=O)c2c(c1)-c1cccc(F)c1,Ki,nM,20.0
50003880,COc1ccc(cc1)-c1cc(cc2CCNC(=O)c12)-n1cc(C)c2c1CC(C)(C)CC2=O,Ki,nM,40.0
50003881,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1cc(F)c(C(N)=O)c(N[C@H]2CCOC2)c1 |r|,Ki,nM,32.0
50003883,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(N[C@H]2CCOC2)c1 |r|,Ki,nM,42.0
50003884,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NC2CCCC2)c1,Ki,nM,14.0
50003885,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NCC2CC2)c1,Ki,nM,17.0
50003886,COCCNc1cc(ccc1C(N)=O)-n1c2CN(C)CCc2c2c1CC(C)(C)CC2=O,Ki,nM,62.0
50003887,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NC2CCSCC2)c1,Ki,nM,28.0
50003888,CCCNc1cc(ccc1C(N)=O)-n1c2CN(C)CCc2c2c1CC(C)(C)CC2=O,Ki,nM,22.0
50003889,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NC2CC2)c1,Ki,nM,46.0
50003890,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NCC(F)F)c1,Ki,nM,28.0
50003891,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NCC2(C)COC2)c1,Ki,nM,28.0
50003892,CC(C)Nc1cc(ccc1C(N)=O)-n1c2CN(C)CCc2c2c1CC(C)(C)CC2=O,Ki,nM,25.0
50003893,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(NCC(C)(C)C)c1,Ki,nM,22.0
50003894,CC(C)Nc1cc(cc2CCNC(=O)c12)-n1c2CN(C)CCc2c2c1CC(C)(C)CC2=O,Ki,nM,37.0
50003897,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc2C(=O)NCCc2c1,Ki,nM,680.0
50003899,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(C(N)=O)c(CCC2CC2)c1,Ki,nM,390.0
50003900,CC(C)Cc1cc(cc2CCNC(=O)c12)-n1c2CN(C)CCc2c2c1CC(C)(C)CC2=O,Ki,nM,42.0
50003901,CC1(C)Cc2c(c3CCCCc3n2-c2ccc(C(N)=O)c(N[C@H]3CCOC3)c2)C(=O)C1 |r|,Ki,nM,36.0
50003908,CN1CCc2c(C1)n(c1CC(C)(C)CC(=O)c21)-c1ccc(cc1)C(N)=O,Ki,nM,690.0
50008057,"CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O |r,c:7,23,t:15,21,34|",Ki,nM,29.0
50064392,Cc1c2CCOc3cc(ccc3-n2c2CC(C)(C)CC(=O)c12)C(N)=O,Ki,nM,86.0
50064393,Cc1cn(c2CC(C)(C)CC(=O)c12)-c1ccc(cc1)C(N)=O,Ki,nM,235.0
50064394,Cc1c2CCN(CCCC#C)c3cc(C(N)=O)c(Cl)cc3-n2c2CC(C)(C)CC(=O)c12,Ki,nM,370.0
50064395,Cc1c2CCN(CC#N)c3cc(C(N)=O)c(Cl)cc3-n2c2CC(C)(C)CC(=O)c12,Ki,nM,50.0
50064396,Cc1c2CCN(Cc3ccoc3)c3cc(C(N)=O)c(Cl)cc3-n2c2CC(C)(C)CC(=O)c12,Ki,nM,41.0
50064397,CCCCCN1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc12)C(N)=O,Ki,nM,190.0
50064398,CC(C)CCN1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc12)C(N)=O,Ki,nM,86.0
50064399,Cc1c2CCN(CC#C)c3cc(C(N)=O)c(Cl)cc3-n2c2CC(C)(C)CC(=O)c12,Ki,nM,54.0
50064400,CC(C)CN1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc12)C(N)=O,Ki,nM,33.0
50064401,CCCN1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc12)C(N)=O,Ki,nM,110.0
50064402,CCN1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc12)C(N)=O,Ki,nM,213.0
50064403,CN1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc12)C(N)=O,Ki,nM,64.0
50064404,Cc1c2CCNc3cc(C(N)=O)c(Cl)cc3-n2c2CC(C)(C)CC(=O)c12,Ki,nM,150.0
50064405,Cc1c2CCOc3cc(C(N)=O)c(Cl)cc3-n2c2CC(C)(C)CC(=O)c12,Ki,nM,111.0
50064406,CC1Cc2c(C)c3c(CC(C)(C)CC3=O)n2-c2ccc(cc2O1)C(N)=O,Ki,nM,60.0
50064407,CCCC1Cc2c(C)c3c(CC(C)(C)CC3=O)n2-c2cc(Cl)c(cc2O1)C(N)=O,Ki,nM,115.0
