Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
2579,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13 |r|,IC50,nM,0.500000
4552,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,IC50,nM,22
6760,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13 |r|,IC50,nM,2.4
7755,O=C1Nc2ccc3ncsc3c2C1C=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1 |w:13.15|,IC50,nM,9
13533,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,IC50,nM,160
24694,Cc1cc(CNc2ncc(Br)c(Nc3cc(n[nH]3)C3CC3)n2)on1,IC50,nM,270
24695,Brc1cnc(NCc2ccccc2)nc1Nc1cc(n[nH]1)C1CC1,IC50,nM,750
24696,COc1cccc(CNc2ncc(Br)c(Nc3cc(n[nH]3)C3CC3)n2)c1,IC50,nM,720
24698,COc1ccccc1CNc1ncc(Br)c(Nc2cc(n[nH]2)C2CC2)n1,IC50,nM,120
24699,Fc1ccc(CNc2ncc(Br)c(Nc3cc(n[nH]3)C3CC3)n2)cc1,IC50,nM,100
24700,Clc1ccc(CNc2ncc(Br)c(Nc3cc(n[nH]3)C3CC3)n2)cc1,IC50,nM,360
24701,C[C@H](Nc1ncc(Br)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccccc1 |r|,IC50,nM,100
24702,C[C@@H](Nc1ncc(Br)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccccc1 |r|,IC50,nM,650
24704,OC[C@H](Nc1ncc(Br)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccccc1 |r|,IC50,nM,120
24705,C[C@H](Nc1ncc(Br)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccc(F)cc1 |r|,IC50,nM,6
24706,OC[C@H](Nc1ncc(Cl)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccc(F)cc1 |r|,IC50,nM,10
24707,CN(C)C(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccc(F)cc1 |r|,IC50,nM,13
24708,CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc(n[nH]2)C2CC2)n1)c1ccc(F)cc1 |r|,IC50,nM,15
24898,CNC(=O)Nc1snc(SCc2ccc(Cl)cc2)c1C(N)=O,IC50,nM,7
24899,CNC(=O)Nc1snc(SC(C)c2ccc(Cl)cc2)c1C(N)=O,IC50,nM,3
24900,CCC(Sc1nsc(NC(=O)NC)c1C(N)=O)c1ccc(Cl)cc1,IC50,nM,9
24901,CC[C@@H](Sc1nsc(NC(=O)NC)c1C(N)=O)c1ccc(Cl)cc1 |r|,IC50,nM,4
24902,CC[C@H](Sc1nsc(NC(=O)NC)c1C(N)=O)c1ccc(Cl)cc1 |r|,IC50,nM,52
24903,CNC(=O)Nc1snc(SC(C(C)C)c2ccc(Cl)cc2)c1C(N)=O,IC50,nM,16
24904,CCCC(Sc1nsc(NC(=O)NC)c1C(N)=O)c1ccc(Cl)cc1,IC50,nM,35
24905,CNC(=O)Nc1snc(SC(c2ccc(Cl)cc2)C(F)(F)F)c1C(N)=O,IC50,nM,110
24909,NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1ccccn1,IC50,nM,33
24910,NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1cccnc1,IC50,nM,19
24911,CC(Sc1nsc(Nc2cccnc2)c1C(N)=O)c1ccc(Cl)cc1,IC50,nM,29
24912,NC(=O)c1c(SCC2CCCCC2)nsc1Nc1cccnc1,IC50,nM,610
24913,NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1ccncc1,IC50,nM,45
24914,NC(=O)c1c(SCc2ccccc2Cl)nsc1Nc1ccncc1,IC50,nM,28
24915,NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1ccncn1,IC50,nM,47
24916,COc1ccc(Nc2snc(SCc3ccc(Cl)cc3)c2C(N)=O)cn1,IC50,nM,179
24917,NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc1ccc(=O)[nH]c1,IC50,nM,84
24918,NC(=O)Nc1snc(SC2CCc3cc(Cl)ccc23)c1C(N)=O,IC50,nM,10
24919,CNC(=O)Nc1snc(SC2CCc3cc(Cl)ccc23)c1C(N)=O,IC50,nM,8
24920,NC(=O)Nc1snc(SC2CCCc3ccccc23)c1C(N)=O,IC50,nM,105
24921,CNC(=O)Nc1snc(SC2CCCc3ccccc23)c1C(N)=O,IC50,nM,111
24922,NC(=O)Nc1snc(SC2CCCCc3ccccc23)c1C(N)=O,IC50,nM,<1
24923,NC(=O)Nc1snc(S[C@@H]2CCCCc3ccccc23)c1C(N)=O |r|,IC50,nM,<1
24924,NC(=O)Nc1snc(S[C@H]2CCCCc3ccccc23)c1C(N)=O |r|,IC50,nM,91
25716,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cn3)C#N)c2)c2cnc(N)nc12,IC50,nM,42.7
25719,CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)c3cccc(OC(F)(F)F)c3)c2)c2cncnc12,IC50,nM,32.3
26858,CC(C)n1cc(C(=O)c2cncc(NC(=O)[C@H](N)Cc3ccc(cc3)C(=O)c3ccccc3)c2)c2cncnc12 |r|,IC50,nM,19.5
27889,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(cc(C(N)=O)c3=O)-c2ccc3CCCc3c2)cc1,IC50,nM,200
27890,CN1CCN(CCc2ccc(Nc3ncc4c(n3)n(cc(C(N)=O)c4=O)-c3ccc4CCCc4c3)cc2)CC1,IC50,nM,170
27895,CONC(=O)c1cn(-c2ccc3CCCc3c2)c2nc(Nc3ccc(CCN4CCN(C)CC4)cc3)ncc2c1=O,IC50,nM,>500
27908,CONC(=O)c1cn(-c2ccc3CCCc3c2)c2nc(Nc3ccc(cc3)C3CCN(CC(O)=O)CC3)ncc2c1=O,IC50,nM,>500
27909,CONC(=O)c1cn(-c2ccc3CCCc3c2)c2nc(Nc3ccc(cc3)C3CCN(C)CC3)ncc2c1=O,IC50,nM,500
27917,CC1CCN(CC1)c1cc(ccc1NC(=O)c1cc(c[nH]1)C#N)N1CCN(C)CC1,IC50,nM,11
29797,Cn1cc(C(=O)c2cncc(NC(=O)Cn3cnc(Cl)c3Cl)c2)c2cncnc12,IC50,nM,302
30049,Cn1cc(C(=O)c2cncc(c2)N(N)C(=O)Cc2n[nH]c3CCCc23)c2cncnc12,IC50,nM,15.1
30054,Cn1cc(cn1)-n1nc(cc1NC(=O)Nc1cncc(c1)C(=O)c1cn(C)c2ncncc12)C(C)(C)C,IC50,nM,4.64
30447,CS(=O)(=O)c1cccc(CC(=O)Nc2cncc(c2)C(=O)c2cn(c3nc(N)ncc23)C23CC(C2)C3)c1,IC50,nM,8.11
30449,Nc1ncc2c(cn(c2n1)C12CC(C1)C2)C(=O)c1cncc(NC(=O)Cn2ccc(n2)C(F)(F)F)c1,IC50,nM,0.825
30532,Nc1ncc2c(cn(c2n1)C12CC(C1)C2)C(=O)c1cncc(NC(=O)Cn2cc(nn2)C(F)(F)F)c1,IC50,nM,3.21
30546,Nc1ncc2c(cn(c2n1)C12CC(C1)C2)C(=O)c1cncc(NC(=O)Cc2ccc(cc2)C#N)c1,IC50,nM,9.79
30547,Nc1ncc2c(cn(c2n1)C12CC(C1)C2)C(=O)c1cncc(NC(=O)Cc2ccc(Cl)cn2)c1,IC50,nM,0.681
30549,CCOc1ccc(CC(=O)Nc2cncc(c2)C(=O)c2cn(c3nc(N)ncc23)C(C)(C)CO)nc1,IC50,nM,112
31545,CNC(=O)c1nn(C)c-2c1C(C)(C)Cc1cnc(Nc3ccc(cc3)N3CCN(C)CC3)nc-21,IC50,nM,53
32362,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,IC50,nM,880
60792,CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c2cnccc12,IC50,nM,101
60793,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(CC(C)(C)O)c3)c2)c2cnccc12,IC50,nM,39.2
60794,CC(C)c1cc(C)n(CC(=O)Nc2cncc(c2)C(=O)c2cn(C(C)C)c3ccncc23)n1,IC50,nM,39.5
60795,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nc(cc3C)C(F)(F)F)c2)c2cnccc12,IC50,nM,14.3
60797,CC(C)c1cn(CC(=O)Nc2cncc(c2)C(=O)c2cn(C(C)C)c3ccncc23)nn1,IC50,nM,59.5
60798,CC(C)c1ccnn1CC(=O)Nc1cncc(c1)C(=O)c1cn(C(C)C)c2ccncc12,IC50,nM,198
60799,CC(C)n1cc(C(=O)c2ccnc(NC(=O)Cc3ccc(c(F)c3)C(F)(F)F)c2)c2cnccc12,IC50,nM,8.49
60801,COCc1cn(CC(=O)Nc2cncc(c2)C(=O)c2cn(C(C)C)c3ccncc23)nn1,IC50,nM,904
60805,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C(C)(C)O)c2)c2cnccc12,IC50,nM,477
67668,Oc1ccc(Nc2nc(nc3ccccc23)-c2ccccc2O)cc1,IC50,nM,303
93145,CC(=O)Nc1cc(Oc2ccc(NC(=O)N3CCN(C3=O)c3ccccc3)cc2)ccn1,IC50,nM,4
93146,Nc1cc(Oc2ccc(NC(=O)N3CCN(C3=O)c3ccccc3)cc2)ccn1,IC50,nM,20
93147,CC(=O)Nc1cc(Oc2ccc(NC(=O)N3CCN(C3=O)c3ccc(F)cc3)cc2)ccn1,IC50,nM,3
93148,CNC(=O)Nc1cc(Oc2ccc(NC(=O)N3CCN(C3=O)c3ccccc3)cc2)ccn1,IC50,nM,5
93149,CNC(=O)Nc1cc(Oc2ccc(NC(=O)N3CCN(C3=O)c3ccc(F)cc3)cc2)ccn1,IC50,nM,2
93150,Fc1ccc(cc1)N1CCN(C(=O)Nc2ccc(Oc3ccnc(NC(=O)NCCN4CCCC4)c3)cc2)C1=O,IC50,nM,4
98010,C[C@H](Nc1ccc2ncn(-c3cc([nH]n3)C3CC3)c2n1)c1ccc(F)cn1 |r|,IC50,nM,3
98011,C[C@H](Nc1ncc2ncn(-c3cc([nH]n3)C3CC3)c2n1)c1ncc(F)cn1 |r|,IC50,nM,12
98012,C[C@H](Nc1ncc2ncn(-c3cc([nH]n3)C3CC3)c2n1)c1ccc(F)cn1 |r|,IC50,nM,5
98013,CC(C)Oc1cc(n[nH]1)-n1cnc2ccc(N[C@@H](C)c3ncc(F)cn3)nc12 |r|,IC50,nM,3
98014,CCOc1cc(n[nH]1)-n1cnc2ccc(N[C@@H](CO)c3ccc(F)cn3)nc12 |r|,IC50,nM,3
98015,CCOc1cc(n[nH]1)-n1cnc2ccc(N[C@@H](C)c3ncc(F)cn3)nc12 |r|,IC50,nM,3
98016,CCOc1cc(n[nH]1)-n1cnc2ccc(N[C@@H](C)c3ccc(F)cn3)nc12 |r|,IC50,nM,3
98017,CC[C@H](Nc1ccc2ncn(-c3cc(OC(C)C)[nH]n3)c2n1)c1ccc(F)cn1 |r|,IC50,nM,6
98018,CC(C)Oc1cc(n[nH]1)-n1cnc2cc(Cl)c(N[C@@H](C)c3ccc(F)cn3)nc12 |r|,IC50,nM,4
