Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
489698,"[O-]C(=O)C1C(C(C1c1ccccc1)C(=O)OCc1ccccc1)c1ccccc1 |(1.55,-7.27,;2.32,-5.93,;1.55,-4.6,;3.86,-5.93,;4.94,-4.85,;6.03,-5.93,;4.94,-7.02,;4.94,-8.56,;6.28,-9.33,;6.28,-10.87,;4.94,-11.64,;3.61,-10.87,;3.61,-9.33,;7.57,-5.93,;8.34,-4.6,;8.34,-7.27,;9.88,-7.27,;10.65,-8.6,;12.19,-8.6,;12.96,-9.94,;12.19,-11.27,;10.65,-11.27,;9.88,-9.94,;4.94,-3.31,;3.61,-2.54,;3.61,-1,;4.94,-.23,;6.28,-1,;6.28,-2.54,)|",Ki,nM,420.0
489700,"COc1ccc(COC(=O)C2C(C(C2c2ccccc2)C([O-])=O)c2ccccc2)cc1 |(14.5,-12.6,;12.96,-12.6,;12.19,-11.27,;12.96,-9.94,;12.19,-8.6,;10.65,-8.6,;9.88,-7.27,;8.34,-7.27,;7.57,-5.93,;8.34,-4.6,;6.03,-5.93,;4.94,-4.85,;3.86,-5.93,;4.94,-7.02,;4.94,-8.56,;6.28,-9.33,;6.28,-10.87,;4.94,-11.64,;3.61,-10.87,;3.61,-9.33,;2.32,-5.93,;1.55,-7.27,;1.55,-4.6,;4.94,-3.31,;3.61,-2.54,;3.61,-1,;4.94,-.23,;6.28,-1,;6.28,-2.54,;9.88,-9.94,;10.65,-11.27,)|",Ki,nM,100.0
489713,"OC(=O)[C@H]1[C@@H]([C@@H]([C@H]1c1ccccc1)C(=O)Oc1ccc(Cl)c(Cl)c1Cl)c1ccccc1 |r,wU:4.27,5.14,wD:6.7,3.2,(4.05,3.51,;2.57,3.91,;2.17,5.39,;1.48,2.82,;-.08,2.8,;-.08,1.26,;1.46,1.26,;2.55,.17,;2.15,-1.31,;3.24,-2.4,;4.73,-2,;5.13,-.52,;4.04,.57,;-1.17,.17,;-2.66,.57,;-.77,-1.31,;-1.86,-2.4,;-3.35,-2,;-4.44,-3.09,;-4.04,-4.58,;-5.13,-5.67,;-2.55,-4.98,;-2.15,-6.47,;-1.46,-3.89,;.03,-4.29,;-1.17,3.89,;-.77,5.38,;-1.86,6.47,;-3.35,6.07,;-3.75,4.58,;-2.66,3.49,)|",Ki,nM,850.0
489714,"[O-]C(=O)C1C(C(C1c1ccccc1)C(=O)O[C@@H]1CCCC[C@H]1c1ccccc1)c1ccccc1 |wU:16.17,wD:21.24,(-8.34,-3.1,;-7.57,-1.77,;-8.34,-.43,;-6.03,-1.77,;-4.94,-.68,;-3.86,-1.77,;-4.94,-2.85,;-4.94,-4.39,;-3.61,-5.16,;-3.61,-6.7,;-4.94,-7.47,;-6.28,-6.7,;-6.28,-5.16,;-2.32,-1.77,;-1.55,-3.1,;-1.55,-.43,;-.01,-.43,;.76,-1.77,;2.3,-1.77,;3.07,-.43,;2.3,.9,;.76,.9,;-.01,2.24,;-1.55,2.24,;-2.32,3.57,;-1.55,4.9,;-.01,4.9,;.76,3.57,;-4.94,.86,;-6.28,1.63,;-6.28,3.17,;-4.94,3.94,;-3.61,3.17,;-3.61,1.63,)|",Ki,nM,370.0
489733,"COc1ccccc1C1C(C(C1C(=O)O[C@@H]1CCCC[C@H]1c1ccccc1)c1ccccc1OC)C([O-])=O |wU:15.16,wD:20.23,(-8.95,1.63,;-7.61,.86,;-6.28,1.63,;-6.28,3.17,;-4.94,3.94,;-3.61,3.17,;-3.61,1.63,;-4.94,.86,;-4.94,-.68,;-6.03,-1.77,;-4.94,-2.85,;-3.86,-1.77,;-2.32,-1.77,;-1.55,-3.1,;-1.55,-.43,;-.01,-.43,;.76,-1.77,;2.3,-1.77,;3.07,-.43,;2.3,.9,;.76,.9,;-.01,2.24,;-1.55,2.24,;-2.32,3.57,;-1.55,4.9,;-.01,4.9,;.76,3.57,;-4.94,-4.39,;-6.28,-5.16,;-6.28,-6.7,;-4.94,-7.47,;-3.61,-6.7,;-3.61,-5.16,;-2.28,-4.39,;-.94,-5.16,;-7.57,-1.77,;-8.34,-3.1,;-8.34,-.43,)|",Ki,nM,80.0
50002838,OC(=O)CCCCOc1ccccc1-c1nc(c(o1)-c1ccccc1)-c1ccccc1,Ki,nM,32.0
50197086,OC(=O)c1c(nc2c(Cl)cc(Cl)cc2c1-c1ccccc1)N1CCCCC1,Ki,nM,400.0
50197087,Cc1cc(Cl)cc2c(-c3ccccc3)c(C(O)=O)c(nc12)N1CCCCC1,Ki,nM,100.0
50197091,Cc1nc2ccc(Cl)cc2c(-c2ccccc2)c1C(O)=O,Ki,nM,93.0
50197092,CC(C)c1nc2ccc(Cl)cc2c(-c2ccccc2)c1C(O)=O,Ki,nM,390.0
