Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
25028,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1,Ki,nM,2.56
158527,CC(C)(O)C#Cc1ccc2OCCn3cc(nc3-c2c1)C(N)=O,Ki,nM,320
158528,CC(C)(O)C#Cc1ccc2OCCc3sc(nc3-c2c1)C(N)=O,Ki,nM,216
158531,Cc1cc(no1)[C@](C)(O)C#Cc1cc2-c3nc(cn3CCOc2cc1F)C(N)=O |r|,Ki,nM,47
207025,CC(C)S(=O)(=O)N1CC(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOC[C@@H]1C |r|,Ki,nM,0.102
207025,CC(C)S(=O)(=O)N1CC(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOC[C@@H]1C |r|,Ki,nM,<0.229
207026,CNC(=O)N1CC[C@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.16
207027,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CC(F)(F)C1)N1CCOC[C@H]1CO |r|,Ki,nM,118.146
207028,CC(C)(N)C(=O)N1CC[C@@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.023000
207028,CC(C)(N)C(=O)N1CC[C@@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,13
207028,CC(C)(N)C(=O)N1CC[C@@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,2.5
207028,CC(C)(N)C(=O)N1CC[C@@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,<0.018
207029,C[C@H]1COCCN1c1nc2N(CCc2c(n1)-c1cnc(N)nc1)[C@@]1(C)CCN(C1)C(=O)C(C)(C)N |r|,Ki,nM,0.024
207030,C[C@@]1(CCN(C1)C1CNCC1=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.096
207031,C[C@@]1(CCN(C1)C1CCNC1=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.091
207032,"CC1(C)CN=C(O1)N1CC[C@@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,c:4|",Ki,nM,0.019
207033,"CC1(C)COC(=N1)N1CC[C@@](C)(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,c:5|",Ki,nM,<0.018
207034,CC(=O)N1CC[C@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,4.095
207035,CC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,1.1
207035,CC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,20
207035,CC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,22
207036,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CC(F)(F)C1)N1CCOCC1,Ki,nM,0.211
207036,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CC(F)(F)C1)N1CCOCC1,Ki,nM,0.307
207037,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CCC1)N1CCOCC1,Ki,nM,6.843
207038,"CS(=O)(=O)[C@H]1C[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,wU:6.8,wD:4.3,(5.48,-7.42,;4.71,-6.08,;6.05,-5.31,;3.38,-6.85,;3.94,-4.75,;4.34,-3.26,;2.86,-2.86,;2.46,-4.35,;2.09,-1.53,;2.99,-.28,;2.09,.96,;.62,.49,;.62,-1.05,;-.71,-1.82,;-2.05,-1.05,;-2.05,.49,;-.71,1.26,;-.71,2.8,;.62,3.57,;.62,5.11,;-.71,5.88,;-.71,7.42,;-2.05,5.11,;-2.05,3.57,;-3.38,-1.82,;-4.71,-1.05,;-6.05,-1.82,;-6.05,-3.36,;-4.71,-4.13,;-3.38,-3.36,)|",Ki,nM,0.856
207039,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@H]1CCOC1)N1CCOCC1 |r|,Ki,nM,1.423
207040,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@@H]1CCOC1)N1CCOCC1 |r|,Ki,nM,4.273
207041,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CCOCC1)N1CCOCC1,Ki,nM,2.706
207042,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CCC(F)(F)C1)N1CCOCC1,Ki,nM,0.528
207043,CS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.150000
207043,CS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.153
207043,CS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,16
207043,CS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,4.5
207044,"CN([C@H]1C[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1)C(C)=O |r,wU:4.6,wD:2.1,(2.37,-7.16,;3.46,-6.07,;3.06,-4.58,;3.83,-3.25,;2.5,-2.48,;1.73,-3.81,;2.1,-.99,;3,.26,;2.1,1.5,;.63,1.03,;.63,-.51,;-.7,-1.28,;-2.03,-.51,;-2.03,1.03,;-.7,1.8,;-.7,3.34,;.63,4.11,;.63,5.65,;-.7,6.42,;-.7,7.96,;-2.03,5.65,;-2.03,4.11,;-3.37,-1.28,;-4.7,-.51,;-6.04,-1.28,;-6.04,-2.82,;-4.7,-3.59,;-3.37,-2.82,;4.95,-6.47,;6.04,-5.38,;5.34,-7.96,)|",Ki,nM,5.393
207045,"CN([C@H]1C[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1)S(C)(=O)=O |r,wU:4.6,wD:2.1,(2.17,-7.16,;3.26,-6.07,;2.86,-4.58,;3.63,-3.25,;2.3,-2.48,;1.53,-3.81,;1.9,-.99,;2.8,.26,;1.9,1.5,;.43,1.03,;.43,-.51,;-.9,-1.28,;-2.23,-.51,;-2.23,1.03,;-.9,1.8,;-.9,3.34,;.43,4.11,;.43,5.65,;-.9,6.42,;-.9,7.96,;-2.23,5.65,;-2.23,4.11,;-3.57,-1.28,;-4.9,-.51,;-6.23,-1.28,;-6.23,-2.82,;-4.9,-3.59,;-3.57,-2.82,;4.75,-6.47,;6.23,-6.87,;4.35,-7.96,;5.15,-4.98,)|",Ki,nM,<0.229
207046,"CC(=O)N[C@H]1C[C@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,wU:6.8,4.3,(6.04,-5.38,;4.95,-6.47,;5.34,-7.96,;3.46,-6.07,;3.06,-4.58,;1.73,-3.81,;2.5,-2.48,;3.83,-3.25,;2.1,-.99,;3,.26,;2.1,1.5,;.63,1.03,;.63,-.51,;-.7,-1.28,;-2.03,-.51,;-2.03,1.03,;-.7,1.8,;-.7,3.34,;.63,4.11,;.63,5.65,;-.7,6.42,;-.7,7.96,;-2.03,5.65,;-2.03,4.11,;-3.37,-1.28,;-4.7,-.51,;-6.04,-1.28,;-6.04,-2.82,;-4.7,-3.59,;-3.37,-2.82,)|",Ki,nM,9.696
207047,"Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@H]1C[C@H](O)C1)N1CCOCC1 |r,wU:16.18,wD:18.21,(-.05,6.75,;-.05,5.21,;1.29,4.44,;1.29,2.9,;-.05,2.13,;-1.38,2.9,;-1.38,4.44,;-.05,.59,;-1.38,-.18,;-1.38,-1.72,;-.05,-2.49,;1.29,-1.72,;2.75,-2.2,;3.66,-.95,;2.75,.3,;1.29,-.18,;3.52,-3.53,;5.01,-3.93,;4.61,-5.42,;5.38,-6.75,;3.12,-5.02,;-2.71,-2.49,;-4.05,-1.72,;-5.38,-2.49,;-5.38,-4.03,;-4.05,-4.8,;-2.71,-4.03,)|",Ki,nM,0.961
207048,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@H]1CCN(C1)C(=O)CO)N1CCOCC1 |r|,Ki,nM,<0.229
207049,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@H]1CCN(C1)S(N)(=O)=O)N1CCOCC1 |r|,Ki,nM,0.423
207050,CNC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.580000
207050,CNC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,24
207050,CNC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,3.7
207051,COC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.520000
207051,COC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,36
207051,COC(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,9.6
207052,"CC(=O)N[C@H]1C[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,wU:6.8,wD:4.3,(5.34,-7.96,;4.95,-6.47,;6.04,-5.38,;3.46,-6.07,;3.06,-4.58,;3.83,-3.25,;2.5,-2.48,;1.73,-3.81,;2.1,-.99,;3,.26,;2.1,1.5,;.63,1.03,;.63,-.51,;-.7,-1.28,;-2.03,-.51,;-2.03,1.03,;-.7,1.8,;-.7,3.34,;.63,4.11,;.63,5.65,;-.7,6.42,;-.7,7.96,;-2.03,5.65,;-2.03,4.11,;-3.37,-1.28,;-4.7,-.51,;-6.04,-1.28,;-6.04,-2.82,;-4.7,-3.59,;-3.37,-2.82,)|",Ki,nM,5.828
207053,C[C@H](O)C(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,1.188
207054,CC(C)[C@@H](O)C(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,<0.229
207055,CC(C)[C@H](O)C(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.841
207056,CC(=O)N1CC(C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1,Ki,nM,5.195
207057,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@H]1CCC(F)(F)C1)N1CCOCC1 |r|,Ki,nM,0.469
207057,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@H]1CCC(F)(F)C1)N1CCOCC1 |r|,Ki,nM,0.73
207058,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@@H]1CCC(F)(F)C1)N1CCOCC1 |r|,Ki,nM,0.311
207058,Nc1ncc(cn1)-c1nc(nc2N(CCc12)[C@@H]1CCC(F)(F)C1)N1CCOCC1 |r|,Ki,nM,0.393
207059,"CO[C@H]1CC[C@@H](CC1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,wU:5.8,wD:2.1,(3.43,-7.99,;4.52,-6.9,;4.12,-5.42,;5.21,-4.33,;4.81,-2.84,;3.32,-2.44,;2.23,-3.53,;2.63,-5.02,;2.92,-.95,;3.83,.29,;2.92,1.54,;1.46,1.06,;1.46,-.48,;.13,-1.25,;-1.21,-.48,;-1.21,1.06,;.13,1.83,;.13,3.37,;1.46,4.14,;1.46,5.68,;.13,6.45,;.13,7.99,;-1.21,5.68,;-1.21,4.14,;-2.54,-1.25,;-3.88,-.48,;-5.21,-1.25,;-5.21,-2.79,;-3.88,-3.56,;-2.54,-2.79,)|",Ki,nM,19.031
207060,Nc1ncc(cn1)-c1nc(nc2N(CCc12)C1CCCOC1)N1CCOCC1,Ki,nM,7.189
207061,CNS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.120000
207061,CNS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,0.124
207061,CNS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,16
207061,CNS(=O)(=O)N1CC[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r|,Ki,nM,4.5
207062,"C[C@]1(O)C[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,wU:4.6,1.0,wD:1.1,(4.23,-6.85,;4.23,-5.31,;5.77,-5.31,;4.62,-3.83,;3.14,-3.43,;2.74,-4.91,;2.37,-2.09,;3.27,-.85,;2.37,.4,;.9,-.08,;.9,-1.62,;-.43,-2.39,;-1.76,-1.62,;-1.76,-.08,;-.43,.69,;-.43,2.23,;.9,3,;.9,4.54,;-.43,5.31,;-.43,6.85,;-1.76,4.54,;-1.76,3,;-3.1,-2.39,;-4.43,-1.62,;-5.77,-2.39,;-5.77,-3.93,;-4.43,-4.7,;-3.1,-3.93,)|",Ki,nM,0.738
207063,"CO[C@H]1C[C@@H](C1)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1 |r,wU:4.6,wD:2.1,(4.61,-7.42,;5.38,-6.08,;4.61,-4.75,;5.01,-3.26,;3.52,-2.86,;3.12,-4.35,;2.75,-1.53,;3.66,-.28,;2.75,.96,;1.29,.49,;1.29,-1.05,;-.05,-1.82,;-1.38,-1.05,;-1.38,.49,;-.05,1.26,;-.05,2.8,;1.29,3.57,;1.29,5.11,;-.05,5.88,;-.05,7.42,;-1.38,5.11,;-1.38,3.57,;-2.71,-1.82,;-4.05,-1.05,;-5.38,-1.82,;-5.38,-3.36,;-4.05,-4.13,;-2.71,-3.36,)|",Ki,nM,0.416
