Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
2579,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13 |r|,IC50,nM,<1
7491,"NC1=NC(=O)C(N1)=C1CCNC(=O)c2[nH]c(Br)cc12 |w:7.19,t:1|",IC50,nM,6
16591,"NC1=NC(=O)C(N1)=C1CCNC(=O)c2[nH]ccc12 |w:7.18,t:1|",IC50,nM,824
16673,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,IC50,nM,110
28123,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(cnc2cc1OCCCN1CCOCC1)C#N,IC50,nM,0.010000
47096,CCNC(=O)Nc1ccc2ncc(nc2n1)-c1cccc(O)c1,IC50,nM,104
47100,CCNC(=O)Nc1ccc2ncc(nc2n1)-c1cc(Cl)c(O)c(OC)c1,IC50,nM,138
47103,CCNC(=O)Nc1ccc2ncc(nc2n1)-c1ccc(O)c(OC)c1,IC50,nM,62
60908,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OC3CCOC3)c2cn1)c1ccc(F)cc1 |r|,IC50,nM,0.4
60909,CC(C)(O)[C@H](NC(=O)Nc1cc2[nH]nc(OC3CCOC3)c2cn1)c1ccc(F)cc1 |r|,IC50,nM,1
60911,COCCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(Cl)cc3)C(C)(C)O)ncc12 |r|,IC50,nM,1.1
60913,COCCOc1n[nH]c2cc(NC(=O)N[C@H](c3ccc(Cl)cc3)C(C)(C)O)ncc12 |r|,IC50,nM,119.1
60934,"CS(=O)(=O)[C@H]1CC[C@@H](CC1)c1cnc(N)c(n1)-c1ccc(C(=O)NCc2ccccc2)c(F)c1 |r,wU:7.10,wD:4.3,(4.77,-13.3,;4,-14.63,;5.33,-15.4,;3.23,-15.96,;2.67,-13.86,;2.67,-12.32,;1.33,-11.55,;,-12.32,;,-13.86,;1.33,-14.63,;-1.33,-11.55,;-2.67,-12.32,;-4,-11.55,;-4,-10.01,;-5.33,-9.24,;-2.67,-9.24,;-1.33,-10.01,;-2.67,-7.7,;-4,-6.93,;-4,-5.39,;-2.67,-4.62,;-2.67,-3.08,;-1.33,-2.31,;-4,-2.31,;-4,-.77,;-5.33,,;-6.67,-.77,;-8,,;-8,1.54,;-6.67,2.31,;-5.33,1.54,;-1.33,-5.39,;,-4.62,;-1.33,-6.93,)|",IC50,nM,29.7
103290,"COC[C@]1(CCN(CC(=O)N2CCC(=CC2)c2ccc(cc2)-c2ncccn2)C1)C(=O)Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1 |r,c:13|",IC50,nM,41
103293,"CO[C@]1(CCN(CC(=O)N2CCC(=CC2)c2ccc(cc2)-c2ncccn2)C1)C(=O)Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1 |r,c:12|",IC50,nM,4.8
103295,CO[C@]1(CCN(CC(=O)N2CCN(CC2)c2ccc(cc2)-c2ncccn2)C1)C(=O)Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1 |r|,IC50,nM,2.1
103297,"CS[C@]1(CCN(CC(=O)N2CCC(=CC2)c2ccc(cc2)-c2ncccn2)C1)C(=O)Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1 |r,c:12|",IC50,nM,7.0
103302,O=C(CN1CC[C@@H](C1)C(=O)Nc1ccc2[nH]nc(-c3ccncc3)c2c1)N1CCN(CC1)c1ccc(cc1)-c1ncccn1 |r|,IC50,nM,2.7
104963,OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F |r|,IC50,nM,25
120086,OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,1.1
120087,OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(N[C@H]2CCOC[C@H]2F)n1 |r|,IC50,nM,3.2
120088,OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(N[C@@H]2CCOC[C@H]2F)n1 |r|,IC50,nM,4
120089,OC[C@H](c1ccc(Cl)c(Cl)c1)n1ccc(cc1=O)-c1ccnc(N[C@H]2CCOC[C@H]2F)n1 |r|,IC50,nM,3.8
120090,OC[C@H](c1ccc(Cl)c(F)c1)n1ncc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,13.6
120091,Cc1cnc(NC2CCOCC2)nc1-c1ccn(C(CO)c2ccc(Cl)c(F)c2)c(=O)c1,IC50,nM,51.8
120092,OCC(c1ccc(Cl)c(F)c1)n1ccc(nc1=O)-c1ccnc(NC2CCOCC2)n1,IC50,nM,15.6
120093,OC[C@H](c1ccc(Cl)c(F)c1)n1cc(F)c(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,145.6
120094,OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(c(F)c1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,3
120095,Cn1nccc1Nc1nccc(n1)-c1ccn([C@H](CO)c2ccc(Cl)c(F)c2)c(=O)c1 |r|,IC50,nM,0.300000
120095,Cn1nccc1Nc1nccc(n1)-c1ccn([C@H](CO)c2ccc(Cl)c(F)c2)c(=O)c1 |r|,IC50,nM,31
120096,OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(N[C@@H]2C[C@@H]3C[C@H]2CO3)n1 |r|,IC50,nM,6.3
120097,COc1ccc(cc1F)[C@@H]([C@H]1CCCN1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,11.5
120098,OC[C@H](c1cccc(Cl)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,35.7
120099,C[C@@H](CO)Nc1nccc(n1)-c1ccn(C(CO)c2cccc(Cl)c2)c(=O)c1 |r|,IC50,nM,13.9
120100,C[C@@H](CO)Nc1nccc(n1)-c1ccn(C(CO)c2ccc(F)c(Cl)c2)c(=O)c1 |r|,IC50,nM,53
120101,COC[C@@H](CO)Nc1nccc(n1)-c1ccn([C@H](CO)c2ccc(Cl)c(F)c2)c(=O)c1 |r|,IC50,nM,6.3
120102,Cc1cc(cc(=O)n1[C@H](CO)c1ccc(Cl)c(F)c1)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,3.3
120103,Cc1cccc(c1)C(CO)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1,IC50,nM,3
120104,Fc1cc(ccc1Cl)C([C@@H]1CCCN1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,39.5
120105,OC[C@H](c1cc(F)cc(F)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,10.4
120106,OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1cc(NC2CCOCC2)ncn1 |r|,IC50,nM,15.9
120107,OCC(c1cc(F)cc(Cl)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1,IC50,nM,3.8
120108,CC[C@@H](CO)Nc1nccc(n1)-c1ccn(C(C)c2ccc(Cl)c(F)c2)c(=O)c1 |r|,IC50,nM,5.5
120109,CCc1nccc(Nc2nccc(n2)-c2ccn(C(CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,IC50,nM,13.7
120110,FC(F)(F)Oc1ccc(CCn2ccc(cc2=O)-c2ccnc(NC3CCOCC3)n2)cc1,IC50,nM,8.7
120111,Cc1nn(C)cc1Nc1nccc(n1)-c1ccn(C(CO)c2ccc(Cl)c(F)c2)c(=O)c1,IC50,nM,2.9
120112,Cc1cc(Nc2nccc(n2)-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n(C)n1 |r|,IC50,nM,3.1
120113,Cc1cc(Nc2nccc(n2)-c2ccn(C(=C)c3ccc(Cl)c(F)c3)c(=O)c2)ccn1,IC50,nM,2.9
120114,CCn1cc(Nc2nccc(n2)-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)c(C)n1 |r|,IC50,nM,5.7
120115,Cc1nc[nH]c1Nc1nccc(n1)-c1ccn([C@H](CO)c2ccc(Cl)c(F)c2)c(=O)c1 |r|,IC50,nM,3.9
120116,Cn1cc(cn1)C(c1ccc(Cl)c(Cl)c1)n1ccc(cc1=O)-c1nc(NC2CCOCC2)ncc1F,IC50,nM,0.8
120117,Clc1ccc2cc(Cn3ccc(cc3=O)-c3ccnc(NC4CCOCC4)n3)[nH]c2c1,IC50,nM,1.6
120118,Fc1cccc2[nH]c(Cn3ccc(cc3=O)-c3ccnc(NC4CCOCC4)n3)cc12,IC50,nM,2.4
120119,COC(=O)c1cc(Nc2nccc(n2)-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)ccn1 |r|,IC50,nM,2.2
120120,Fc1cc(Cn2ccc(cc2=O)-c2ccnc(NC3CCOCC3)n2)cc2[nH]ccc12,IC50,nM,8.5
120121,CC(C)(N)C(=O)OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,15.8
120122,OC[C@H](c1cc2cc(F)ccc2[nH]1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,12.1
120123,CC(=O)OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(Nc2ccnn2C)n1 |r|,IC50,nM,9.8
120124,CCn1nccc1Nc1nccc(n1)-c1ccn(C(=C)c2ccc(Cl)c(F)c2)c(=O)c1,IC50,nM,14.5
120125,NC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,4
120126,OP(O)(=O)OC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,249.1
120127,OP(O)(=O)OCOC[C@H](c1ccc(Cl)c(F)c1)n1ccc(cc1=O)-c1ccnc(NC2CCOCC2)n1 |r|,IC50,nM,2.6
127590,CCn1cc(cn1)-c1cnc2ccc(NC(=O)NCCCCc3ccccc3)nc2n1,IC50,nM,4
127591,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(nc2n1)-c1cnn(CCN2CCOCC2)c1,IC50,nM,5
127592,Cn1cc(cn1)-c1cnc2ccc(NC(=O)NCCCCc3ccccc3)nc2n1,IC50,nM,4
127593,COc1cc(CO)ccc1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1 |r|,IC50,nM,1
127594,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(nc2n1)-c1ccncc1 |r|,IC50,nM,2
127595,COc1c(CO)cccc1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1 |r|,IC50,nM,1
127596,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(nc2n1)-c1cn[nH]c1,IC50,nM,1
127597,Oc1ccc(cc1)-c1cnc2ccc(NC(=O)NCCCCc3ccccc3)nc2n1,IC50,nM,1
127598,COc1ncccc1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1 |r|,IC50,nM,2
127599,OCCCn1cc(cn1)-c1cnc2ccc(NC(=O)NCCCCc3ccccc3)nc2n1,IC50,nM,2
127600,FC(F)Cn1cc(cn1)-c1cnc2ccc(NC(=O)NCCCCc3ccccc3)nc2n1,IC50,nM,2
127601,CC(CCCc1ccccc1)NC(=O)Nc1ccc2ncc(nc2n1)-c1cnn(C)c1,IC50,nM,2
