Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
179457,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3ccccc3)c21 |(-1.12,2.92,;-1.75,1.51,;-.98,.18,;.56,.18,;1.33,-1.16,;.56,-2.49,;-.98,-2.49,;-1.75,-1.16,;-3.29,-1.16,;-4.19,-2.4,;-3.79,-3.89,;-5.65,-1.93,;-5.65,-.39,;-4.19,.09,;-3.79,1.58,;1.6,-3.64,;3,-3.01,;4.41,-3.64,;5.65,-2.73,;5.49,-1.2,;4.09,-.57,;3.69,.92,;4.78,2,;4.38,3.49,;2.89,3.89,;1.8,2.8,;2.2,1.31,;2.84,-1.48,)|",Ki,nM,35
179458,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3cccnc3)c21 |(-1.12,2.92,;-1.75,1.51,;-.98,.18,;.56,.18,;1.33,-1.16,;.56,-2.49,;-.98,-2.49,;-1.75,-1.16,;-3.29,-1.16,;-4.19,-2.4,;-3.79,-3.89,;-5.65,-1.93,;-5.65,-.39,;-4.19,.09,;-3.79,1.58,;1.6,-3.64,;3,-3.01,;4.41,-3.64,;5.65,-2.73,;5.49,-1.2,;4.09,-.57,;3.69,.92,;4.78,2,;4.38,3.49,;2.89,3.89,;1.8,2.8,;2.2,1.31,;2.84,-1.48,)|",Ki,nM,57
179460,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c[nH]c4ccccc34)c21 |(-1.88,2.57,;-2.65,1.24,;-1.88,-.09,;-.34,-.09,;.43,-1.43,;-.34,-2.76,;-1.88,-2.76,;-2.65,-1.43,;-4.19,-1.43,;-5.1,-2.67,;-4.7,-4.16,;-6.56,-2.2,;-6.56,-.66,;-5.1,-.18,;-4.7,1.31,;.69,-3.9,;2.09,-3.28,;3.5,-3.9,;4.75,-3,;4.59,-1.47,;3.18,-.84,;2.78,.65,;1.53,1.55,;2.01,3.02,;3.55,3.02,;4.58,4.16,;6.09,3.84,;6.56,2.38,;5.53,1.23,;4.03,1.55,;1.93,-1.75,)|",Ki,nM,<10.00
179474,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)nnc3-c3ccccc3)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;5.11,-.9,;3.7,-.27,;3.31,1.22,;2.06,2.12,;.57,1.72,;2.54,3.59,;4.08,3.59,;4.55,2.12,;6.04,1.72,;6.36,.22,;7.82,-.26,;8.97,.77,;8.65,2.28,;7.18,2.76,;2.46,-1.17,)|",Ki,nM,12
179474,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1ccnc(-c3c(C)nnc3-c3ccccc3)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;5.11,-.9,;3.7,-.27,;3.31,1.22,;2.06,2.12,;.57,1.72,;2.54,3.59,;4.08,3.59,;4.55,2.12,;6.04,1.72,;6.36,.22,;7.82,-.26,;8.97,.77,;8.65,2.28,;7.18,2.76,;2.46,-1.17,)|",Ki,nM,22
179475,"COc1cc2c(cc1-c1c(C)nnc1C)[nH]c1ccnc(Cl)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,.39,;-4.18,1.88,;-6.04,-.08,;-6.04,-1.62,;-4.57,-2.1,;-4.18,-3.59,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;5.11,-.9,;3.7,-.27,;3.54,1.26,;2.46,-1.17,)|",Ki,nM,867
179480,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3c(C)[nH]c4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.31,1.22,;2.06,2.12,;.57,1.72,;2.54,3.59,;4.08,3.59,;5.11,4.73,;6.61,4.41,;7.09,2.95,;6.06,1.8,;4.55,2.12,;2.46,-1.17,)|",Ki,nM,1.70
179480,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3c(C)[nH]c4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.31,1.22,;2.06,2.12,;.57,1.72,;2.54,3.59,;4.08,3.59,;5.11,4.73,;6.61,4.41,;7.09,2.95,;6.06,1.8,;4.55,2.12,;2.46,-1.17,)|",Ki,nM,3.20
179481,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.31,1.22,;1.84,1.69,;1.52,3.2,;2.66,4.23,;4.13,3.75,;5.27,4.79,;6.74,4.31,;7.06,2.8,;5.91,1.77,;4.45,2.25,;2.46,-1.17,)|",Ki,nM,16
179481,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.31,1.22,;1.84,1.69,;1.52,3.2,;2.66,4.23,;4.13,3.75,;5.27,4.79,;6.74,4.31,;7.06,2.8,;5.91,1.77,;4.45,2.25,;2.46,-1.17,)|",Ki,nM,7.80
179485,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc(c3)C(C)(C)O)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.54,1.26,;2.14,1.89,;1.97,3.42,;3.22,4.33,;4.63,3.7,;4.79,2.17,;5.87,4.6,;5.71,6.14,;7.28,3.98,;6.03,3.07,;2.46,-1.17,)|",Ki,nM,5.20
179485,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3cccc(c3)C(C)(C)O)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.54,1.26,;2.14,1.89,;1.97,3.42,;3.22,4.33,;4.63,3.7,;4.79,2.17,;5.87,4.6,;5.71,6.14,;7.28,3.98,;6.03,3.07,;2.46,-1.17,)|",Ki,nM,8.80
179490,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccc(C(=O)NC4CCN(C)CC4)c4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.54,1.26,;2.14,1.89,;1.97,3.42,;3.22,4.33,;3.06,5.86,;4.31,6.76,;1.65,6.48,;1.49,8.01,;2.74,8.92,;2.58,10.45,;1.17,11.08,;1.01,12.61,;-.08,10.17,;.09,8.64,;4.63,3.7,;5.87,4.6,;7.28,3.98,;7.44,2.45,;6.2,1.54,;4.79,2.17,;2.46,-1.17,)|",Ki,nM,3.50
179490,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccc(C(=O)NC4CCN(C)CC4)c4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.54,1.26,;2.14,1.89,;1.97,3.42,;3.22,4.33,;3.06,5.86,;4.31,6.76,;1.65,6.48,;1.49,8.01,;2.74,8.92,;2.58,10.45,;1.17,11.08,;1.01,12.61,;-.08,10.17,;.09,8.64,;4.63,3.7,;5.87,4.6,;7.28,3.98,;7.44,2.45,;6.2,1.54,;4.79,2.17,;2.46,-1.17,)|",Ki,nM,4.30
179491,"COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccc(C(=O)NC4CCN(CC4)C4COC4)c4ccccc34)c21 |(-1.5,3.22,;-2.13,1.81,;-1.36,.48,;.18,.48,;.95,-.85,;.18,-2.19,;-1.36,-2.19,;-2.13,-.85,;-3.67,-.85,;-4.57,-2.1,;-4.18,-3.59,;-6.04,-1.62,;-6.04,-.08,;-4.57,.39,;-4.18,1.88,;1.21,-3.33,;2.62,-2.71,;4.03,-3.33,;5.27,-2.43,;6.68,-3.05,;5.11,-.9,;3.7,-.27,;3.54,1.26,;2.14,1.89,;1.97,3.42,;3.22,4.33,;3.06,5.86,;4.31,6.76,;1.65,6.48,;1.49,8.01,;2.74,8.92,;2.58,10.45,;1.17,11.08,;-.08,10.17,;.09,8.64,;1.01,12.61,;-.24,13.51,;.64,14.83,;1.91,13.86,;4.63,3.7,;5.87,4.6,;7.28,3.98,;7.44,2.45,;6.2,1.54,;4.79,2.17,;2.46,-1.17,)|",Ki,nM,3.60
