Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
2579,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13 |r|,IC50,nM,0.080
3175,Cn1cc(C2=C(C(=O)NC2=O)c2cn(CCCSC(N)=N)c3ccccc23)c2ccccc12 |t:4|,IC50,nM,10
4814,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,IC50,nM,184
25017,CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12,IC50,nM,4.0
30283,O=C(Nc1cccnc1)c1ccc2cc3C(=O)NCCn3c2c1,IC50,nM,730
30284,NC[C@@H]1Cn2c(cc3ccc(cc23)C(=O)Nc2cccnc2)C(=O)N1 |r|,IC50,nM,970
30298,O=C(Nc1cccnc1)c1ccc2cc3C(=O)NCCCn3c2c1,IC50,nM,240
167968,Cn1c(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc2ccccc12,IC50,nM,35
167969,CCn1c(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc2ccccc12,IC50,nM,5.5
167970,CC(C)n1c(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc2ccccc12,IC50,nM,33
167972,O=C(Nc1cnn(Cc2ccccc2)c1)c1ccc2nc3C(=O)NCCCn3c2c1,IC50,nM,44
167974,Fc1cccc(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)c1,IC50,nM,960
167975,NC(=O)c1ccccc1NC(=O)c1ccc2nc3C(=O)NCCCn3c2c1,IC50,nM,295
167976,Cn1cc(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc1C(=O)NC1CCCC1,IC50,nM,69
167977,CC(C)n1ncc2cc(NC(=O)c3ccc4nc5C(=O)NCCCn5c4c3)cnc12,IC50,nM,870
167979,Cn1cc(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)cn1,IC50,nM,320
167981,CCn1c(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc2ccc(Cl)nc12,IC50,nM,45
167982,CN(C)CCCn1c(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc2ccccc12,IC50,nM,92
167983,CCn1c(NC(=O)c2ccc3nc4C(=O)NCCCn4c3c2)nc2cccnc12,IC50,nM,23
167984,CC(C)n1c(NC(=O)c2ccc3nc4C(=O)NCCC(C)(C)n4c3c2)nc2ccccc12,IC50,nM,4.7
167985,O=C(Nc1cc(no1)-c1ccccc1)c1ccc2nc3C(=O)NCCCn3c2c1,IC50,nM,290
167989,O=C(Nc1cnc2ccccc2c1)c1ccc2cc3C(=O)NCCCn3c2n1,IC50,nM,9.2
167990,Cc1nc(cs1)-c1cccc(NC(=O)c2ccc3cc4C(=O)NCCCn4c3n2)c1,IC50,nM,56
167991,Fc1cccc(NC(=O)c2ccc3cc4C(=O)NCCCn4c3n2)c1,IC50,nM,20
