Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
34038,Ic1c(I)c(I)c2[nH]cnc2c1I,Ki,nM,21.0
34053,OC(=O)CSc1nc2c(I)c(I)c(I)c(I)c2[nH]1,Ki,nM,78.0
34055,OC(=O)Cn1cnc2c(I)c(I)c(I)c(I)c12,Ki,nM,62.0
34059,OC(=O)Cn1cnc2c(Br)c(Br)c(Br)c(Br)c12,Ki,nM,342.0
50156669,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,Ki,nM,270.0
50156670,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,112.0
50156673,OC(=O)CSc1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,37.0
50156680,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2n1C,Ki,nM,35.0
50335638,OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21,Ki,nM,0.22
50359840,OC(=O)CCSc1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,31.0
50359841,OC(=O)CCCSc1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,44.0
50359842,Cn1c(SCC(O)=O)nc2c(Br)c(Br)c(Br)c(Br)c12,Ki,nM,24.0
50359843,Cn1c(SCCC(O)=O)nc2c(Br)c(Br)c(Br)c(Br)c12,Ki,nM,55.0
50359844,Cn1c(SCCCC(O)=O)nc2c(Br)c(Br)c(Br)c(Br)c12,Ki,nM,83.0
50359845,OC(=O)CCCn1cnc2c(Br)c(Br)c(Br)c(Br)c12,Ki,nM,188.0
50359846,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2n1CC(O)=O,Ki,nM,21.0
50359847,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2n1CCCC(O)=O,Ki,nM,93.0
50530315,OC(=O)c1ccc(Nc2nc(cs2)-c2ccc3ccccc3c2)cc1O,Ki,nM,86.0
50540033,OC(=O)c1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1O,Ki,nM,206.0
