Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
8061,Cc1nc(N)sc1-c1ccnc(Nc2cccc(c2)N(=O)=O)n1,Ki,nM,80.0
12608,CCOC(=O)N1CCC(CC1)Nc1ncc(C(=O)c2ccccc2OC)c(N)n1,Ki,nM,246.0
12609,COc1ccccc1C(=O)c1cnc(NC2CCN(CC2)C(C)=O)nc1N,Ki,nM,181.0
12610,CCCC(=O)N1CCC(CC1)Nc1ncc(C(=O)c2ccccc2OC)c(N)n1,Ki,nM,278.0
12611,COc1ccccc1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,28.0
12612,CCS(=O)(=O)N1CCC(CC1)Nc1ncc(C(=O)c2ccccc2OC)c(N)n1,Ki,nM,43.0
12616,COc1cc(F)ccc1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,193.0
12617,COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,14.0
12618,COc1ccc(Cl)cc1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,133.0
12619,COc1cccc(F)c1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,17.0
12620,CS(=O)(=O)N1CCC(CC1)Nc1ncc(C(=O)c2c(F)cccc2F)c(N)n1,Ki,nM,38.0
12621,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,1.0
12622,COc1cc(F)c(F)cc1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,14.0
12623,COc1cc(F)c(F)c(F)c1C(=O)c1cnc(NC2CCN(CC2)S(C)(=O)=O)nc1N,Ki,nM,5.0
81430,CNc1nc(C)c(s1)-c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1,Ki,nM,6.0
81436,CNc1nc(C)c(s1)-c1ccnc(Nc2ccc(C)c(c2)S(=O)(=O)N2CCOCC2)n1,Ki,nM,357.0
50113281,Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,Ki,nM,190.0
50205472,"O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1 |w:13.15,t:2|",Ki,nM,35.0
50391209,NS(=O)(=O)c1ccc(Nc2nccc(n2)-n2ncc3ccccc23)cc1,Ki,nM,28.0
50391210,NS(=O)(=O)c1cccc(Nc2nccc(n2)-n2ncc3ccccc23)c1,Ki,nM,53.0
50391211,Cn1nc(-c2ccnc(Nc3ccc(cc3)S(N)(=O)=O)n2)c2ccccc12,Ki,nM,96.0
50391212,Cn1nc(-c2ccnc(Nc3cccc(c3)S(N)(=O)=O)n2)c2ccccc12,Ki,nM,61.0
50391213,CCn1nc(-c2ccnc(Nc3ccc(cc3)S(N)(=O)=O)n2)c2ccccc12,Ki,nM,55.0
50391214,CCn1nc(-c2ccnc(Nc3cccc(c3)S(N)(=O)=O)n2)c2ccccc12,Ki,nM,471.0
50391215,CCCn1nc(-c2ccnc(Nc3ccc(cc3)S(N)(=O)=O)n2)c2ccccc12,Ki,nM,127.0
50391216,CCCn1nc(-c2ccnc(Nc3cccc(c3)S(N)(=O)=O)n2)c2ccccc12,Ki,nM,945.0
50391217,NS(=O)(=O)c1ccc(Nc2nccc(n2)-c2nn(Cc3cccnc3)c3ccccc23)cc1,Ki,nM,287.0
50395887,Oc1cc2c(oc3ncc(OCc4ccccc4)c(-c4ccccc4)c23)c2ccccc12,Ki,nM,90.0
50395892,Oc1ccc2oc3ncc(O)c(-c4ccccc4)c3c2c1,Ki,nM,10.0
50395894,Oc1cnc2oc3c(cc(O)c4ccccc34)c2c1-c1ccccc1,Ki,nM,700.0
50423753,Cc1nc2CCc3cnc(Nc4cccc(c4)[N+]([O-])=O)nc3-c2s1,Ki,nM,320.0
50423754,Nc1nc2CCc3cnc(Nc4cccc(c4)[N+]([O-])=O)nc3-c2s1,Ki,nM,18.0
50423755,Cc1nc2CCc3cnc(Nc4ccc(Cl)nc4)nc3-c2s1,Ki,nM,19.0
50423756,Cc1nc2CCc3cnc(Nc4cccc(O)c4)nc3-c2s1,Ki,nM,360.0
50423758,COc1ccc(Nc2ncc3CCc4nc(C)sc4-c3n2)cn1,Ki,nM,78.0
50423759,CN(C)c1ccc(Nc2ncc3CCc4nc(N)sc4-c3n2)cc1,Ki,nM,98.0
50423760,Nc1nc2CCc3cnc(Nc4ccccc4)nc3-c2s1,Ki,nM,630.0
50423761,Cc1nc2CCc3cnc(Nc4ccc(cc4)[N+]([O-])=O)nc3-c2s1,Ki,nM,310.0
50423762,Cc1nc2CCc3cnc(Nc4ccc(O)cc4)nc3-c2s1,Ki,nM,200.0
50423763,Cc1nc2CCc3cnc(Nc4ccccc4)nc3-c2s1,Ki,nM,750.0
50423765,COC(=O)c1ccc(Nc2ncc3CCc4nc(C)sc4-c3n2)cc1,Ki,nM,700.0
50423766,Cc1nc2CCc3cnc(Nc4ccc(cc4)C(F)(F)F)nc3-c2s1,Ki,nM,960.0
50425002,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)C(=O)N2CCOCC2)ncc1C#N,Ki,nM,205.0
50425010,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1C#N,Ki,nM,12.0
50425011,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)[N+]([O-])=O)ncc1C#N,Ki,nM,6.0
50431334,CNc1nc(C2CC2)c(s1)-c1ccnc(Nc2cccc(c2)N2CCCNCC2)n1,Ki,nM,176.0
50431335,CNc1nc(C2CC2)c(s1)-c1ccnc(Nc2ccc(cc2)S(N)(=O)=O)n1,Ki,nM,2.0
50431336,CNc1nc(C2CC2)c(s1)-c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1,Ki,nM,18.0
50431337,CNc1ncc(s1)-c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1,Ki,nM,4.0
50431338,CNc1ncc(s1)-c1ccnc(Nc2ccc(cc2)S(N)(=O)=O)n1,Ki,nM,1.0
50431339,CNc1nc(c(s1)-c1ccnc(Nc2ccc(cc2)S(N)(=O)=O)n1)C(F)(F)F,Ki,nM,0.5
50431340,CNc1nc(c(s1)-c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1)C(F)(F)F,Ki,nM,1.5
50431341,CNc1nc(CC(F)(F)F)c(s1)-c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1,Ki,nM,154.0
50431342,CNc1nc(CC(F)(F)F)c(s1)-c1ccnc(Nc2ccc(O)cc2)n1,Ki,nM,334.0
50431343,CNc1nc(CC(F)(F)F)c(s1)-c1ccnc(Nc2cccc(O)c2)n1,Ki,nM,556.0
50431345,CNc1nc(C)c(s1)-c1ccnc(Nc2cccc(c2)N2CCCNCC2)n1,Ki,nM,195.0
50431346,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCCN(CC2)C(C)=O)ncc1C#N,Ki,nM,91.0
50431347,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCCNCC2)ncc1F,Ki,nM,47.0
50431348,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCNCC2)ncc1Cl,Ki,nM,88.0
50431349,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCOCC2)ncc1F,Ki,nM,18.0
50431350,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCNCC2)ncc1F,Ki,nM,24.0
50431351,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCN(CC2)C(C)=O)ncc1F,Ki,nM,26.0
50431352,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCCCC2)ncc1C#N,Ki,nM,35.0
50431353,CNc1nc(C)c(s1)-c1nc(Nc2ccc(cc2)N2CCNCC2)ncc1C#N,Ki,nM,79.0
50431354,CNc1nc(C)c(s1)-c1nc(Nc2ccc(cc2)N2CCN(CC2)C(C)=O)ncc1C#N,Ki,nM,45.0
50431355,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCNCC2)ncc1C#N,Ki,nM,42.0
50431356,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCN(CC2)C(C)=O)ncc1C#N,Ki,nM,43.0
50431357,CCc1cnc(Nc2cccc(c2)S(N)(=O)=O)nc1-c1sc(NC)nc1C,Ki,nM,788.0
50431358,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1C,Ki,nM,62.0
50431359,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1Cl,Ki,nM,19.0
50431360,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1F,Ki,nM,4.0
50431363,CNc1nc(C)c(s1)-c1ccnc(Nc2cccc(c2)[N+]([O-])=O)n1,Ki,nM,5.0
50443443,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)C(=O)N2CCN(C)CC2)ncc1C#N,Ki,nM,313.0
50443444,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)C(=O)N2CCN(CC2)C(C)=O)ncc1C#N,Ki,nM,166.0
50443445,CNc1nc(C)c(s1)-c1ccnc(Nc2cccc(c2)C(=O)N2CCOCC2)n1,Ki,nM,261.0
50443446,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(=O)(=O)N2CCN(C)CC2)ncc1C#N,Ki,nM,576.0
50443447,CNc1nc(C)c(s1)-c1nc(Nc2ccc(C)c(c2)S(=O)(=O)N2CCOCC2)ncc1F,Ki,nM,101.0
50443448,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(=O)(=O)N2CCOCC2)ncc1C#N,Ki,nM,73.0
50443449,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(=O)(=O)NCCOC)ncc1F,Ki,nM,10.0
50443450,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(=O)(=O)NCCOC)ncc1C#N,Ki,nM,34.0
50443451,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)S(C)(=O)=O)ncc1C#N,Ki,nM,19.0
50443452,CN1CCN(CC1)c1cccc(Nc2ncc(F)c(n2)-c2sc(N)nc2C)c1,Ki,nM,65.0
50443453,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)N2CCN(C)CC2)ncc1F,Ki,nM,32.0
50443454,CC(=O)N1CCN(CC1)c1cccc(Nc2ncc(F)c(n2)-c2sc(N)nc2C)c1,Ki,nM,41.0
50443455,Cc1nc(N)sc1-c1nc(Nc2cccc(c2)S(N)(=O)=O)ncc1F,Ki,nM,7.0
50443456,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)C(=O)NC2CCN(C)CC2)ncc1C#N,Ki,nM,262.0
50443457,CNc1nc(C)c(s1)-c1nc(Nc2ccc(cc2)C(=O)NC2CCN(C)CC2)ncc1C#N,Ki,nM,43.0
50443458,CNc1nc(C)c(s1)-c1nc(Nc2cccc(c2)C(=O)NC2CCN(C)CC2)ncc1F,Ki,nM,64.0
50501586,CC(=O)N1CCN(CC1)c1ccc(Nc2nccc(n2)-c2sc(NC3CCCC3)nc2C(F)(F)F)nc1,Ki,nM,297.0
50501587,CN1CCN(CC1)c1ccc(Nc2nccc(n2)-c2sc(NC3CCCC3)nc2C(F)(F)F)nc1,Ki,nM,241.0
50501588,FC(F)(F)c1nc(NC2CCCC2)sc1-c1ccnc(Nc2ccc(cn2)N2CCNCC2)n1,Ki,nM,220.0
