Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
35257,CC(C)[C@H](NC(=O)COc1ccc(OCC(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,7.6
35259,CC(C)[C@H](NC(=O)Cn1ccc(=O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,24
35260,CC(C)[C@H](NC(=O)Cn1c(=O)ccn(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,27
35261,CC(C)[C@H](NC(=O)Cn1cc(C)c(=O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,14
35262,CC(C)[C@H](NC(=O)CN1C(=O)CCN(CC(O)=O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,33
35263,CC(C)[C@H](NC(=O)Cn1nc(C)c(=O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,27
35264,CC(C)[C@H](NC(=O)Cn1ncc(=O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,43
35265,CC(C)[C@H](NC(=O)Cn1cc(O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,42
35266,CC(C)[C@H](NC(=O)Cn1c(O)cn(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,35
35267,CC(C)[C@H](NC(=O)CN1C(=O)N(CC(O)=O)C(=O)C1(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,47
35268,CC(C)[C@H](NC(=O)CN1C(=O)N(CC(O)=O)C(C)(C)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,23
35269,CC(C)[C@H](NC(=O)CN1CCN(CC(O)=O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,17
35270,CC(C)[C@H](NC(=O)CN1CC(=O)N(CC(O)=O)CC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,62
35271,CC(C)[C@H](NC(=O)CN1CCN(CC(O)=O)C(=O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,30
35272,CC(C)[C@H](NC(=O)CN1CCN(CC(O)=O)CC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)c1nc2ccccc2o1 |r|,IC50,nM,62
35273,CC(C)[C@H](NC(=O)Cn1ccc(=O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)C(=O)NCc1ccccc1 |r|,IC50,nM,21
35274,CC(C)[C@H](NC(=O)CN1CCN(CC(O)=O)C(=O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)C(=O)NCc1ccccc1 |r|,IC50,nM,20
35275,COC(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)Cn1ccc(=O)n(CC(O)=O)c1=O)C(C)C)C(C)C |r|,IC50,nM,6.6
35276,COC(=O)C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(O)=O)C(=O)C1=O)C(C)C)C(C)C |r|,IC50,nM,6.6
35277,CC(C)[C@H](NC(=O)Cn1ccc(=O)n(CC(O)=O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)C(F)(F)F |r|,IC50,nM,28
35279,CC(C)[C@H](NC(=O)CN1CCN(CC(O)=O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)C(F)(F)F |r|,IC50,nM,29
104820,CC1=C([N+]#[C-])C(c2ccc(cc2S(C)(=O)=O)C#N)n2nc(nc2N1c1cccc(c1)C(F)(F)F)N1C(=O)c2ccccc2C1=O |c:1|,IC50,nM,<0.3
104821,"CC1=C([N+]#[C-])[C@@H](c2ccc(cc2S(C)(=O)=O)C#N)n2nc(N)nc2N1c1cccc(c1)C(F)(F)F |r,c:1|",IC50,nM,<0.3
104822,"CC1=C([N+]#[C-])[C@@H](c2ccc(cc2)C#N)n2nc(NC(=O)C3CCCCC3)nc2N1c1cccc(c1)C(F)(F)F |r,c:1|",IC50,nM,<0.3
104823,"CC1=C([N+]#[C-])[C@@H](c2ccc(cc2S(C)(=O)=O)C#N)n2nc(NC(=O)C3CC3)nc2N1c1cccc(c1)C(F)(F)F |r,c:1|",IC50,nM,<0.3
104824,CCOC(=O)Nc1nc2N(C(C)=C(C(c3ccc(cc3)C#N)n2n1)C(=O)OCC)c1cccc(c1)C(F)(F)F |c:11|,IC50,nM,<0.3
104825,"CC1=C([N+]#[C-])[C@@H](c2ccc(cc2)C#N)n2nc(NC(=O)NCCO)nc2N1c1cccc(c1)C(F)(F)F |r,c:1|",IC50,nM,<0.3
104826,"CCNc1nc2N(C(C)=C([N+]#[C-])[C@@H](c3ccc(cc3)C#N)n2n1)c1cccc(c1)C(F)(F)F |r,t:8|",IC50,nM,<0.3
104827,CC(C)c1nc2N(C(C)=C([N+]#[C-])C(c3ccc(cc3)C#N)n2n1)c1cccc(c1)C(F)(F)F |t:8|,IC50,nM,85.0
104828,CCOC(=O)C1=C(C)N(c2nc3cncnc3n2C1c1ccc(cc1)C#N)c1cccc(c1)C(F)(F)F |c:5|,IC50,nM,3.0
104829,"CCOC(=O)C1=C(C)N(c2nccn2[C@@H]1c1ccc(cc1)C#N)c1cccc(c1)C(F)(F)F |r,c:5|",IC50,nM,6.5
105225,"CN1CC2=C([C@H](NC(=O)N2c2cccc(c2)C(F)(F)F)c2ccc(cc2)C#N)C(=O)N1 |r,t:3|",IC50,nM,28
105226,CN1CC2=C(C(NC(=O)N2c2cccc(c2)C(F)(F)F)c2ccc(cc2S(C)(=O)=O)C#N)C(=O)N1 |t:3|,IC50,nM,3
105227,CN1CC2=C(C(NC(=O)N2c2cccc(c2)C(F)(F)F)c2ccc(cc2C(F)(F)F)C#N)C(=O)N1 |t:3|,IC50,nM,10
105228,"Fc1ccccc1CN1CC2=C([C@H](NC(=O)N2c2cccc(c2)C(F)(F)F)c2ccc(cc2)C#N)C(=O)N1 |r,t:11|",IC50,nM,32
105229,"FC(F)(F)c1cccc(c1)N1C(=O)N[C@@H](C2=C1CN(CCN1CCOCC1)NC2=O)c1ccc(cc1)C#N |r,c:16|",IC50,nM,23
105230,"CCN1CC2=C([C@H](NC(=O)N2c2cccc(c2)C(F)(F)F)c2ccc(cc2)C#N)C(=O)N1 |r,t:4|",IC50,nM,16
105231,"CN(C)C(=O)CN1[C@@H](C2=C(CN(C)NC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |r,t:8|",IC50,nM,4
105232,"NC(=O)CN1[C@@H](C2=C(CN(CCO)NC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |r,t:6|",IC50,nM,11
105233,"CN1CC2=C([C@H](NC(=O)N2c2ccc(F)c(c2)C(F)(F)F)c2ccc(cc2)C#N)C(=O)N1 |r,t:3|",IC50,nM,28
166433,C\C(=N/O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,IC50,nM,30
166434,CC\C(=N/O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,IC50,nM,110
166435,CCC\C(=N/O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,IC50,nM,130
166436,CC(C)(C)C(=O)Oc1ccc(cc1)S(=O)(=O)Nc1ccccc1\C=N\O,IC50,nM,80
166437,CO\N=C(/C)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,IC50,nM,170
166438,CO\N=C(\C)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1,IC50,nM,180
166439,CC(C)(C)C(=O)Oc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(O)=NCC(O)=O |w:25.27|,IC50,nM,50
187168,NC(=O)NCCCNC(=O)CN1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |t:13|,IC50,nM,17
187183,"CNC(=O)N1[C@H](C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |r,t:6|",IC50,nM,622
187191,CN(Cc1ccn(C)n1)C(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |t:14|,IC50,nM,1.20
187194,CN(CCS(C)(=O)=O)C(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |t:12|,IC50,nM,<1.00
187262,CN1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)F)c1ccc(cn1)C#N |t:3|,IC50,nM,27
187502,CSc1cc(ccc1C1N(C)C(=O)N(C2=C1C(=O)CC2)c1cccc(c1)C(C)(F)F)C#N |c:15|,IC50,nM,4.60
187503,CN1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(C)(F)F)c1ccc(cc1Br)C#N |t:3|,IC50,nM,7.10
187504,CCS(=O)(=O)c1cc(ccc1C1N(C)C(=O)N(C2=C1C(=O)CC2)c1cccc(c1)C(C)(F)F)C#N |c:18|,IC50,nM,1.20
187512,CN1C(C2=C(CCC2=O)N(C1=O)c1ccnc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |t:3|,IC50,nM,4.20
187546,CS(=O)(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1Cl)C#N |t:6|,IC50,nM,9.30
187607,CC1CN(CC1C)NC(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |t:13|,IC50,nM,90
187783,"O[C@H]1CCCCC1NC(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |r,t:13|",IC50,nM,<1.00
187785,"CO[C@H]1CCC[C@@H]1NC(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C#N |r,t:13|",IC50,nM,<1.00
188125,"FC(F)(F)c1cccc(c1)N1C2=C([C@H](N(C(=O)NC3CCS(=O)(=O)CC3)C1=O)c1ccc(cc1)C#N)C(=O)CC2 |r,c:12|",IC50,nM,<1.00
188476,"CS(=O)(=O)c1cc(ccc1[C@H]1N(C(=O)N[C@H]2CCCC[C@@H]2O)C(=O)N(C2=C1C(=O)CC2)c1cccc(c1)C(F)(F)F)C#N |r,c:27|",IC50,nM,<1.00
189407,CCNC(=O)N1C(C2=C(CCC2=O)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1OC)C#N |t:7|,IC50,nM,1.00
189810,"CC(=O)C1=C(C)N(C(=O)N[C@@H]1c1ccc(cc1S(C)(=O)=O)C#N)c1cccc(c1)C(F)(F)F |r,c:3|",IC50,nM,10
189811,"CC1=C([N+]#[C-])[C@H](NC(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,0.5
189812,"CC1=C([N+]#[C-])[C@H](N(C(=O)NCCO)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189813,"CC1=C([N+]#[C-])[C@H](N(C(=O)NN(CCO)CCO)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189814,"CC1=C([N+]#[C-])[C@H](N(C(=O)NCCOCCO)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189815,"CC1=C([N+]#[C-])[C@H](N(C(=O)N2CC[C@H](O)C2)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189816,"CC1=C([N+]#[C-])[C@H](N(C(=O)N2CCN(CCO)CC2)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,1.9
189817,"CC1=C([N+]#[C-])[C@H](N(CC(N)=O)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,0.45
189818,"CC1=C([N+]#[C-])[C@H](N(C(=O)N1c1cccc(c1)C(F)(F)F)S(C)(=O)=O)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189819,"CC1=C([N+]#[C-])[C@H](N(C(=O)N1c1cccc(c1)C(F)(F)F)S(=O)(=O)C1CC1)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189820,"CN1[C@@H](C([N+]#[C-])=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,t:5|",IC50,nM,<0.3
189821,"CN1CC2=C([C@H](N(C(=O)N2c2cccc(c2)C(F)(F)F)S(C)(=O)=O)c2ccc(cc2S(C)(=O)=O)C#N)C1=O |r,t:3|",IC50,nM,<0.3
189822,"CSc1cc(ccc1[C@H]1NC(=O)N(C(C)=C1[N+]#[C-])c1cccc(c1)C(F)(F)F)C#N |r,c:15|",IC50,nM,<0.3
189823,"CC1=C([N+]#[C-])[C@H](NC(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1[S@](C)=O)C#N |r,c:1|",IC50,nM,0.3
189830,CS(=O)(=O)c1cc(ccc1C1NC(=O)N(C2=C1C(=O)N(CCNC(N)=O)C2)c1cccc(c1)C(F)(F)F)C#N |c:16|,IC50,nM,1.6
189831,"CC1=C([N+]#[C-])[C@H](N(C(=O)N2CC(O)C2)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189835,"CC1=C([N+]#[C-])[C@H](N(C(=O)N2CCC[C@@H](N)C2)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189849,"CC1=C([N+]#[C-])[C@H](N(C(=O)N2CCN(CC2)c2ccccn2)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,0.9
189860,"CC(O)CN(CC(C)O)C(=O)N1[C@@H](C([N+]#[C-])=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,t:15|",IC50,nM,<0.3
189865,"CC1=C([N+]#[C-])[C@H](N(C(=O)NC(C)(C)CO)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189871,"CC1=C([N+]#[C-])[C@H](N(C(=O)N1c1cccc(c1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189876,"Cc1c(cnn1C(F)F)S(=O)(=O)N1[C@@H](C([N+]#[C-])=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,t:17|",IC50,nM,<0.3
189883,"CC1=C([N+]#[C-])[C@H](N(C(=O)N1c1cccc(c1)C(F)(F)F)S(=O)(=O)c1ccccc1C#N)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189896,"CC1=C([N+]#[C-])[C@H](N(CC#N)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189900,"CC1=C([N+]#[C-])[C@H](N(C(=O)OCc2ccccc2)C(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(C)(=O)=O)C#N |r,c:1|",IC50,nM,<0.3
189908,"CCS(=O)(=O)c1cc(ccc1[C@H]1N(C)C(=O)N(C(C)=C1[N+]#[C-])c1cccc(c1)C(F)(F)F)C#N |r,c:19|",IC50,nM,<0.3
189912,CC1=C([N+]#[C-])C(NC(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(=O)(=O)CCO)C#N |c:1|,IC50,nM,1.1
189921,"CC1=C([N+]#[C-])[C@H](NC(=O)N1c1cccc(c1)C(F)(F)F)c1ccc(cc1S(=O)(=O)c1ccccc1)C#N |r,c:1|",IC50,nM,<0.3
189924,"CC1=C([C@H](N(C(=O)N1c1cccc(c1)C(F)(F)F)S(C)(=O)=O)c1ccc(cc1S(C)(=O)=O)C#N)C(=O)OCCO |r,t:1|",IC50,nM,<0.3
211447,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(O)=O)C#N |t:6|,IC50,nM,3.93
211458,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(N)=O)C#N |t:6|,IC50,nM,<1
211459,CNC(=O)c1cc(ccc1C1N(C)C(=O)N(C(C)=C1C(C)=O)c1cccc(c1)C(F)(F)F)C#N |c:18|,IC50,nM,<1
211460,CN(C)C(=O)c1cc(ccc1C1N(C)C(=O)N(C(C)=C1C(C)=O)c1cccc(c1)C(F)(F)F)C#N |c:19|,IC50,nM,<1
211461,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)N1CCOCC1)C#N |t:6|,IC50,nM,2.25
211462,CCNC(=O)c1cc(ccc1C1N(C)C(=O)N(C(C)=C1C(C)=O)c1cccc(c1)C(F)(F)F)C#N |c:19|,IC50,nM,<1
211463,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)NCC#C)C#N |t:6|,IC50,nM,<1
211464,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)NCC#N)C#N |t:6|,IC50,nM,<1
211465,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)N1CCC1)C#N |t:6|,IC50,nM,<1
211466,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)NC1CC1)C#N |t:6|,IC50,nM,<1
211467,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)NCCO)C#N |t:6|,IC50,nM,<1
211468,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)NCCF)C#N |t:6|,IC50,nM,<1
211469,CN1C(C(C(C)=O)=C(C)N(C1=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1C(=O)N1CCCC1)C#N |t:6|,IC50,nM,<1
