Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
2579,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13 |r|,IC50,nM,1.0
6572,"Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F |(-2.83,-3.52,;-4.17,-2.76,;-4.17,-1.22,;-5.51,-.46,;-5.51,1.08,;-4.18,1.86,;-4.18,3.4,;-2.84,4.17,;-1.51,3.4,;-.18,4.17,;1.16,3.4,;2.49,4.17,;2.49,5.71,;1.16,6.48,;3.83,6.48,;5.16,5.71,;5.16,4.17,;3.83,3.39,;3.83,1.85,;1.16,1.86,;2.49,1.09,;-.18,1.09,;-.18,-.45,;-1.51,1.86,;-2.84,1.09,;-6.84,-1.23,;-6.83,-2.77,;-5.5,-3.54,;-5.49,-5.08,)|",IC50,nM,<5
7266,Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1,IC50,nM,470
8793,"CN1CCN(CC1)[C@H]1CC[C@@H](CC1)n1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc12 |r,wU:10.14,wD:7.7,(-.91,-10.51,;-1.37,-9.04,;-2.87,-8.71,;-3.34,-7.24,;-2.3,-6.11,;-.8,-6.44,;-.33,-7.91,;-2.72,-4.63,;-1.64,-3.52,;-2.06,-2.04,;-3.55,-1.66,;-4.63,-2.76,;-4.21,-4.25,;-4.03,-.2,;-3.12,1.05,;-4.03,2.3,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;-.48,10.15,;1.05,10.33,;1.96,9.09,;1.35,7.68,;-.18,7.5,;-1.75,5.73,;-2.08,4.23,;-5.49,1.82,;-6.82,2.59,;-6.82,4.13,;-8.16,1.82,;-8.16,.28,;-6.82,-.49,;-5.49,.28,)|",IC50,nM,15
8794,"CN1CCN(CC1)[C@H]1CC[C@@H](CC1)n1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc12 |r,wU:10.14,wD:7.7,(-.91,-10.51,;-1.37,-9.04,;-2.87,-8.71,;-3.34,-7.24,;-2.3,-6.11,;-.8,-6.44,;-.33,-7.91,;-2.72,-4.63,;-1.64,-3.52,;-2.06,-2.04,;-3.55,-1.66,;-4.63,-2.76,;-4.21,-4.25,;-4.03,-.2,;-3.12,1.05,;-4.03,2.3,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;-.48,10.15,;1.05,10.33,;1.96,9.09,;1.35,7.68,;-.18,7.5,;-1.75,5.73,;-2.08,4.23,;-5.49,1.82,;-6.82,2.59,;-6.82,4.13,;-8.16,1.82,;-8.16,.28,;-6.82,-.49,;-5.49,.28,)|",IC50,nM,40
8795,"CN1CCN(CC1)[C@H]1CC[C@@H](CC1)n1nc(-c2ccc(Nc3ccccc3)cc2)c2c(N)ncnc12 |r,wU:10.14,wD:7.7,(-.91,-10.51,;-1.37,-9.04,;-2.87,-8.71,;-3.34,-7.24,;-2.3,-6.11,;-.8,-6.44,;-.33,-7.91,;-2.72,-4.63,;-1.64,-3.52,;-2.06,-2.04,;-3.55,-1.66,;-4.63,-2.76,;-4.21,-4.25,;-4.03,-.2,;-3.12,1.05,;-4.03,2.3,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;-.51,10.17,;1.01,10.37,;1.96,9.15,;1.37,7.73,;-.15,7.52,;-1.75,5.73,;-2.08,4.23,;-5.49,1.82,;-6.82,2.59,;-6.82,4.13,;-8.16,1.82,;-8.16,.28,;-6.82,-.49,;-5.49,.28,)|",IC50,nM,40
8796,"CN1CCN(CC1)[C@H]1CC[C@@H](CC1)n1nc(-c2ccc(cc2)C(=O)c2ccccc2)c2c(N)ncnc12 |r,wU:10.14,wD:7.7,(-.91,-10.51,;-1.37,-9.04,;-2.87,-8.71,;-3.34,-7.24,;-2.3,-6.11,;-.8,-6.44,;-.33,-7.91,;-2.72,-4.63,;-1.64,-3.52,;-2.06,-2.04,;-3.55,-1.66,;-4.63,-2.76,;-4.21,-4.25,;-4.03,-.2,;-3.12,1.05,;-4.03,2.3,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-1.75,5.73,;-2.08,4.23,;-2.56,8.27,;-3.7,9.31,;-1.1,8.74,;-.51,10.17,;1.01,10.37,;1.96,9.15,;1.37,7.73,;-.15,7.52,;-5.49,1.82,;-6.82,2.59,;-6.82,4.13,;-8.16,1.82,;-8.16,.28,;-6.82,-.49,;-5.49,.28,)|",IC50,nM,110
8797,"COc1cc(ccc1NC(=O)c1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:20.21,wD:23.28,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;-1.86,11.33,;-1.46,12.82,;.02,13.22,;1.12,12.14,;.72,10.65,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,93
8798,"COc1cc(ccc1NC(=O)OCc1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:22.23,wD:25.30,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;.7,10.71,;1.03,12.22,;-.05,13.31,;.36,14.8,;1.85,15.19,;2.93,14.09,;2.52,12.61,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,4
8799,"COc1cc(ccc1NC(=O)Nc1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:21.22,wD:24.29,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;.7,10.71,;1.24,12.15,;2.76,12.4,;3.74,11.21,;3.2,9.77,;1.68,9.52,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,209
8801,"COc1cc(ccc1NS(=O)(=O)Nc1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:22.23,wD:25.30,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.44,8.74,;-1.1,7.2,;-.77,10.25,;.7,10.71,;1.21,12.17,;2.72,12.45,;3.73,11.28,;3.22,9.83,;1.7,9.54,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,167
8802,"COc1cc(ccc1NCc1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:19.20,wD:22.27,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;-.77,10.25,;-1.85,11.34,;-1.45,12.82,;.04,13.22,;1.13,12.12,;.72,10.64,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,55
8803,"COc1cc(ccc1NC(=O)CCc1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:22.23,wD:25.30,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;.72,10.64,;1.13,12.12,;.1,13.28,;.59,14.74,;2.1,15.05,;3.12,13.9,;2.63,12.44,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,28
8804,"COc1cc(ccc1NC(=O)C(C)(C)Cc1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:24.25,wD:27.32,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;-1.88,11.31,;-.38,11.74,;.72,10.64,;1.13,12.12,;.1,13.28,;.59,14.74,;2.1,15.05,;3.12,13.9,;2.63,12.44,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,92
8805,"COc1cc(ccc1NC(=O)CC(C)(C)c1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:24.25,wD:27.32,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;.72,10.64,;.72,9.1,;2.25,10.43,;1.13,12.12,;.1,13.28,;.59,14.74,;2.1,15.05,;3.12,13.9,;2.63,12.44,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,31
8806,"COc1cc(ccc1NC(=O)[C@@H]1C[C@H]1c1ccccc1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:23.25,13.15,wD:26.32,11.11,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;-1.28,11.7,;.24,11.41,;1.69,11.93,;2,13.43,;3.46,13.92,;4.61,12.89,;4.3,11.38,;2.84,10.9,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,19
8807,"COc1cc(ccc1NC(=O)c1cc2ccccc2o1)-c1nn([C@H]2CC[C@@H](CC2)N2CCN(C)CC2)c2ncnc(N)c12 |r,wU:23.25,wD:26.32,(.85,5.16,;-.29,6.2,;-1.75,5.73,;-2.08,4.23,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;.04,7.7,;-.77,10.25,;.65,10.85,;.52,12.38,;1.57,13.51,;1.12,14.98,;-.38,15.33,;-1.43,14.2,;-.98,12.73,;-1.78,11.41,;-4.03,2.3,;-3.12,1.05,;-4.03,-.2,;-3.55,-1.66,;-2.06,-2.04,;-1.64,-3.52,;-2.72,-4.63,;-4.21,-4.25,;-4.63,-2.76,;-2.3,-6.11,;-3.34,-7.24,;-2.87,-8.71,;-1.37,-9.04,;-.91,-10.51,;-.33,-7.91,;-.8,-6.44,;-5.49,.28,;-6.82,-.49,;-8.16,.28,;-8.16,1.82,;-6.82,2.59,;-6.82,4.13,;-5.49,1.82,)|",IC50,nM,10
8808,"CN1CCN(CC1)[C@H]1CC[C@@H](CC1)n1nc(-c2ccc(NCc3cc4ccccc4[nH]3)cc2)c2c(N)ncnc12 |r,wU:10.14,wD:7.7,(-.91,-10.51,;-1.37,-9.04,;-2.87,-8.71,;-3.34,-7.24,;-2.3,-6.11,;-.8,-6.44,;-.33,-7.91,;-2.72,-4.63,;-1.64,-3.52,;-2.06,-2.04,;-3.55,-1.66,;-4.63,-2.76,;-4.21,-4.25,;-4.03,-.2,;-3.12,1.05,;-4.03,2.3,;-3.55,3.76,;-4.69,4.8,;-4.36,6.3,;-2.89,6.77,;-2.56,8.27,;-1.1,8.74,;-.77,10.25,;.65,10.85,;.52,12.38,;1.57,13.51,;1.12,14.98,;-.38,15.33,;-1.43,14.2,;-.98,12.73,;-1.78,11.41,;-1.75,5.73,;-2.08,4.23,;-5.49,1.82,;-6.82,2.59,;-6.82,4.13,;-8.16,1.82,;-8.16,.28,;-6.82,-.49,;-5.49,.28,)|",IC50,nM,50
12255,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1,IC50,nM,4
13216,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,IC50,nM,0.400000
13222,COC(=O)Nc1nc(C)c(s1)C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,700
13223,CC(=O)Nc1nc(C)c(s1)C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,480
13224,Cc1nc(NC(=O)c2ccccc2)sc1C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,800
13232,Cc1nc(NC(=O)c2ccco2)sc1C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,360
13234,Cc1nc(NC(=O)c2ccsc2)sc1C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,180
13235,Cc1nc(NC(=O)c2ccsc2)sc1C(=O)Nc1c(C)cccc1Cl,IC50,nM,390
13236,Cc1nc(NC(=O)c2cccs2)sc1C(=O)Nc1c(C)cccc1Cl,IC50,nM,130
13237,Cc1nc(NC(=O)c2ccco2)sc1C(=O)Nc1c(C)cccc1Cl,IC50,nM,710
13240,CNC(=O)Nc1nc(C)c(s1)C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,240
13241,Cc1nc(NC(=O)Nc2ccccc2)sc1C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,160
13242,CCCCNC(=O)Nc1nc(C)c(s1)C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,30
13244,Cc1nc(NC(=O)NCc2ccccc2)sc1C(=O)Nc1c(C)cc(C)cc1C,IC50,nM,130
13245,CCCCNC(=O)Nc1nc(C)c(s1)C(=O)Nc1c(C)cccc1Cl,IC50,nM,620
13246,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,IC50,nM,35
13250,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)c2ccccc2)s1,IC50,nM,890
13252,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)c2ccsc2)s1,IC50,nM,17
13256,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2ccccn2)s1,IC50,nM,1.2
13257,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccnc2)s1,IC50,nM,6.7
13258,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2ccncc2)s1,IC50,nM,9.4
13259,Cc1cccc(C)c1NC(=O)c1cnc(Nc2ccccn2)s1,IC50,nM,1.2
13260,Cc1cc(C)c(NC(=O)c2cnc(Nc3ccccn3)s2)c(C)c1,IC50,nM,5
13261,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccnn2)s1,IC50,nM,4
13262,Cc1cccc(C)c1NC(=O)c1cnc(Nc2cccnn2)s1,IC50,nM,0.3
13263,Cc1cnc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)c(C)n1,IC50,nM,6.3
13264,Cc1cc(C)c(NC(=O)c2cnc(Nc3cnccn3)s2)c(C)c1,IC50,nM,4.9
13265,Cc1cccc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)n1,IC50,nM,0.6
13266,Cc1ccnc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)c1,IC50,nM,0.5
13267,Cc1cc(C)nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)c1,IC50,nM,4
13268,Cc1cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)nc(C)n1,IC50,nM,1
13269,Cc1cc(C)nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)n1,IC50,nM,50
13270,Cc1cc(C)c(NC(=O)c2cnc(Nc3cc(C)nc(C)n3)s2)c(C)c1,IC50,nM,3
13271,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(NCCO)n2)s1,IC50,nM,<0.2
13272,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(NCCCN3CCOCC3)n2)s1,IC50,nM,0.5
13273,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cccc(NCCCn3ccnc3)n2)s1,IC50,nM,<0.5
13274,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(ncn2)N2CCOCC2)s1,IC50,nM,0.5
13275,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(nc(C)n2)N2CCOCC2)s1,IC50,nM,1.3
13276,Cc1nc(NCCCN2CCOCC2)cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)n1,IC50,nM,0.7
13277,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(NCCO)nc(C)n2)s1,IC50,nM,0.2
13278,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCC(CO)CC1,IC50,nM,0.7
13355,Cc1cccc(Cl)c1NC(=O)c1ccc2nc(NC(=O)C3CC3)sc2c1,IC50,nM,9.0
13356,Cc1cc(Nc2nc3ccc(cc3s2)C(=O)Nc2c(C)cccc2Cl)nc(C)n1,IC50,nM,20
13357,Cc1cccc(Cl)c1NC(=O)c1ccc2nc(Nc3cccc(NCCO)n3)sc2c1,IC50,nM,0.500000
13530,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,IC50,nM,160
14948,CNc1nccc(n1)-c1cccnc1Oc1cc(ccc1C)C(=O)Nc1cccc(c1)C(F)(F)F,IC50,nM,<1
14949,Cc1ccc(cc1-c1ccc2nc(N)ncc2c1)C(=O)Nc1cccc(c1)C(F)(F)F,IC50,nM,0.2
14949,Cc1ccc(cc1-c1ccc2nc(N)ncc2c1)C(=O)Nc1cccc(c1)C(F)(F)F,IC50,nM,<1
14950,Cc1ccc(cc1C#Cc1cnc(N)nc1)C(=O)Nc1cccc(c1)C(F)(F)F,IC50,nM,1
14951,Nc1ncc(cn1)C#Cc1cccc(c1)C(=O)Nc1cccc(c1)C(F)(F)F,IC50,nM,19
14952,Nc1ncc(cn1)C#Cc1ccc(F)c(c1)C(=O)Nc1cccc(c1)C(F)(F)F,IC50,nM,65
14953,Cc1ccc(cc1C#Cc1cnc(N)nc1)C(=O)Nc1cc(ccc1N1CCCCC1)C(F)(F)F,IC50,nM,42
14954,Nc1ncc(cn1)C#Cc1cccc(c1)C(=O)Nc1cc(ccc1N1CCCCC1)C(F)(F)F,IC50,nM,410
