Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
200712,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCC1)C(=O)NC(c1ccccc1)c1ccccc1 |r|,Ki,nM,<1.000000
200722,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCC1)C(=O)NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1 |r|,Ki,nM,<1.000000
200723,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCC1)C(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1 |r|,Ki,nM,<1.000000
423366,COc1cccc(c1)C(=O)N(CC1CC1)C1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,693
423368,COc1cc(ccc1C)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,30.2
423369,CCOc1cccc(c1)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,19.1
423370,COc1cc(C)cc(c1)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,27.0
423371,Clc1ccc(CC(=O)NC2CCc3ccc(cc23)-c2cn3CCCc3n2)cc1Cl,Ki,nM,3.35
423372,CC(=O)N1CCCC(C1)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,33.0
423373,CCC(=O)N1CCCC(C1)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,21.0
423374,FC(F)(F)CC(=O)N1CCCC(C1)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,90.0
423375,CC(C)C(=O)N1CCCC(C1)C(=O)NC1CCc2ccc(cc12)-c1cn2CCCc2n1,Ki,nM,70.9
423377,COc1cc(ccc1C)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,8.38
423378,CC(=O)N1CCCC(C1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,17.4
423380,Fc1cc(CC(=O)N[C@@H]2CCc3ccc(cc23)-c2cn3CCCc3n2)ccc1Cl |r|,Ki,nM,2.37
423381,CCC(=O)N1CCCC(C1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,7.16
423382,CC(=O)N1CCCC(C1)C(=O)N[C@@H]1CCCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,36.2
423383,CCC(=O)N1CCCC(C1)C(=O)N[C@@H]1CCCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,14.3
423384,COc1ccc(cn1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,172
423385,Clc1cc(ccn1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,95.6
423386,Cc1cnc(Cl)c(c1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,22.9
423387,Cc1cc(cc(=O)[nH]1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,426
423388,Cc1cc(Cl)nc(c1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,769
423390,Cc1ccc(cc1O)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,710
423391,COc1cncc(c1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,18.5
423392,CC(=O)Nc1cc(ccc1C)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,730
423393,Cc1ccc(C(=O)N[C@@H]2CCc3ccc(cc23)-c2cn3CCCc3n2)c(Cl)n1 |r|,Ki,nM,169
423396,O=C(N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1)c1ccc(=O)[nH]c1 |r|,Ki,nM,835
423397,Fc1cncc(c1)C(=O)N[C@@H]1CCc2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,568
423398,COc1cc(ccc1C)C(=O)N[C@@H]1CCN(C(C)=O)c2ccc(cc12)-c1cn2CCCc2n1 |r|,Ki,nM,22.2
468656,Fc1ccc(c(Cl)c1)-c1cc(CNC2=NCCN2)cc(c1)C(=O)NC(C1CC1)C1CC1 |t:14|,Ki,nM,6.00
468657,COc1cc(CNC(=O)c2cc(CNC3=NCCN3)cc(c2)-c2ccc(F)cc2Cl)cc(OC)c1 |t:14|,Ki,nM,2.70
468698,Clc1cc(Cl)cc(CNC(=O)c2cc(Cl)cc(Cn3ccnc3)c2)c1,Ki,nM,33.7
468699,COc1cc(CNC(=O)c2cc(Cl)cc(Cn3ccnc3)c2)cc(OC)c1,Ki,nM,135
468700,Cc1ccc(CNC(=O)c2cc(Cl)cc(Cn3ccnc3)c2)cc1Cl,Ki,nM,141
468701,COc1cc(Cn2ccnc2)cc(c1)C(=O)NCc1ccc(Cl)c(C)c1,Ki,nM,141
468702,COC(=O)CC(NC(=O)c1cc(Cl)cc(Cn2ccnc2)c1)c1cccc(Cl)c1,Ki,nM,298
468703,Cc1cc(CNC(=O)c2cc(Cn3ccnc3)cc(OC3CCCC3)c2)ccc1Cl,Ki,nM,3.50
468704,Fc1ccc(c(Cl)c1)-c1cc(Cn2ccnc2)cc(c1)C(=O)NCc1ccc(Cl)c(Cl)c1,Ki,nM,1.30
468705,COc1ccccc1-c1cc(Cn2ccnc2)cc(c1)C(=O)NCc1ccc(Cl)c(Cl)c1,Ki,nM,13.0
