Monomer_ID,SMILES,Affinity_Type,Affinity_Value
370210,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NC3CCOCC3)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,2.47
370211,COC(C)(C)CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C)c(=O)n([C@@H]3CCC[C@@]3(C)O)c2n1 |r|,Ki,0.330
370212,COC(C)(C)CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C)c(=O)n([C@H]3CCC[C@]3(C)O)c2n1 |r|,Ki,2.88
370213,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NC[C@@H]3CCCO3)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.270
370214,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NC[C@@H]3CCCO3)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,3.59
370215,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NC[C@H]3CCCO3)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.240
370216,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NC[C@H]3CCCO3)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,3.46
370217,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NCC(C)(F)F)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.140
370218,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)NCC(C)(F)F)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,3.35
370219,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)C3CCS(=O)(=O)C3)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.140
370220,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)C3CCS(=O)(=O)C3)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,3.27
370223,CCS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C)c(=O)n([C@@H]3CCC[C@@]3(C)O)c2n1 |r|,Ki,0.100
370224,CCS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C)c(=O)n([C@H]3CCC[C@]3(C)O)c2n1 |r|,Ki,2.14
370225,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)C3CC3)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.120
370226,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)C3CC3)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,1.99
370227,COCCS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C)c(=O)n([C@@H]3CCC[C@@]3(C)O)c2n1 |r|,Ki,0.170
370228,COCCS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C)c(=O)n([C@H]3CCC[C@]3(C)O)c2n1 |r|,Ki,2.39
370229,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)CC3CC3)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.150
370230,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)CC3CC3)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,1.74
370231,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)CC(F)(F)F)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,0.340
370232,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)CC(F)(F)F)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,2.87
370233,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC#N)c1=O |r|,Ki,0.160
370234,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC#N)c1=O |r|,Ki,2.15
370235,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CCO)c1=O |r|,Ki,0.110
370236,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CCO)c1=O |r|,Ki,0.760
370239,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(Cl)c(=O)n([C@@H]3CCC[C@@]3(C)O)c2n1 |r|,Ki,0.200
370240,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(Cl)c(=O)n([C@H]3CCC[C@]3(C)O)c2n1 |r|,Ki,3.46
370241,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,0.120
370242,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,1.47
370243,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C(F)F)c(=O)n([C@@H]3CCC[C@@]3(C)O)c2n1 |r|,Ki,0.170
370244,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C(F)F)c(=O)n([C@H]3CCC[C@]3(C)O)c2n1 |r|,Ki,3.24
370245,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(c1=O)C(F)(F)F |r|,Ki,0.570
370246,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C(F)F)c(=O)n([C@@H]3CC[C@@H](O)C3)c2n1 |r|,Ki,1.25
370247,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C(F)F)c(=O)n([C@@H]3CC[C@H](O)C3)c2n1 |r|,Ki,1.25
370248,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC#N)c(=O)n(C3CCCC3)c2n1,Ki,0.840
370249,CC(C)S(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CCO)c(=O)n(C3CCCC3)c2n1,Ki,3.14
370250,Nc1cc2cnc(NC3CCN(CC3)S(=O)(=O)CCC#C)nc2n(C2CCCC2)c1=O,Ki,4.08
370251,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C=C)c(=O)n(C3CCCC3)c2n1,Ki,0.870
370252,CCCc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n(C2CCCC2)c1=O,Ki,4.05
370253,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(F)F)c(=O)n([C@@H]3CCC[C@@H](O)C3)c2n1 |r|,Ki,1.97
370254,CCc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n(C2CCCC2)c1=O,Ki,1.25
370255,COCc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n(C2CCCC2)c1=O,Ki,1.88
370256,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CO)c(=O)n(C3CCCC3)c2n1,Ki,2.42
370257,COCCc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n(C2CCCC2)c1=O,Ki,2.16
370258,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CCO)c(=O)n(C3CCCC3)c2n1,Ki,1.41
370259,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CCO)c(=O)n(C3CCCC3)c2n1,Ki,1.51
370260,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(O)=O)c(=O)n(C3CCCC3)c2n1,Ki,1.57
370261,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(c(=O)n(C3CCCC3)c2n1)C(F)(F)F,Ki,4.18
370262,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(F)F)c(=O)n(C3CCCC3)c2n1,Ki,2.29
370263,CS(=O)(=O)N1CC[C@H](Nc2ncc3cc(N)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1 |r|,Ki,2.63
370265,CS(=O)(=O)N1CC[C@H](Nc2ncc3cc(Cl)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1 |r|,Ki,1.36
370266,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(Cl)c(=O)n(C4CCCC4)c3n2)[C@@H](F)C1 |r|,Ki,63
370267,CS(=O)(=O)N1CC[C@H](Nc2ncc3cc(Cl)c(=O)n(C4CCCC4)c3n2)[C@@H](F)C1 |r|,Ki,1.91
370268,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(Cl)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1 |r|,Ki,35.9
370269,CS(=O)(=O)N1CC[C@H](Nc2ncc3cc(CCO)c(=O)n(C4CCCC4)c3n2)[C@@H](F)C1 |r|,Ki,1.40
370270,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(CCO)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1 |r|,Ki,36.0
370271,COCCc1cc2cnc(N[C@H]3CCN(C[C@@H]3F)S(C)(=O)=O)nc2n(C2CCCC2)c1=O |r|,Ki,3.89
370272,COCCc1cc2cnc(N[C@@H]3CCN(C[C@H]3F)S(C)(=O)=O)nc2n(C2CCCC2)c1=O |r|,Ki,95.2
370273,CS(=O)(=O)N1CC[C@H](Nc2ncc3cc(CC(N)=O)c(=O)n(C4CCCC4)c3n2)[C@@H](F)C1 |r|,Ki,4.07
370274,CS(=O)(=O)N1CC[C@@H](Nc2ncc3cc(CC(N)=O)c(=O)n(C4CCCC4)c3n2)[C@H](F)C1 |r|,Ki,135
370275,CC1(C)CC(CCN1S(C)(=O)=O)Nc1ncc2cc(CCO)c(=O)n(C3CCCC3)c2n1,Ki,3.92
370277,CS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n(C3CCCCC3)c2n1,Ki,2.13
370278,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CCO)c(=O)n(C3CCCCCC3)c2n1,Ki,1.51
370279,C[C@@H]1CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC(N)=O)c1=O |r|,Ki,2.23
370280,Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@@H]2CC[C@@H](O)C2)c1=O |r|,Ki,1.47
370281,Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@H]2CC[C@H](O)C2)c1=O |r|,Ki,1.31
370282,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(Cl)c(=O)n([C@H]3CC[C@H](O)C3)c2n1 |r|,Ki,2.76
370283,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(Cl)c(=O)n([C@@H]3CC[C@@H](O)C3)c2n1 |r|,Ki,6.03
370284,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(F)F)c(=O)n([C@H]3CC[C@H](O)C3)c2n1 |r|,Ki,1.73
370285,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(F)F)c(=O)n([C@@H]3CC[C@@H](O)C3)c2n1 |r|,Ki,4.38
370286,Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@@H]2CCC[C@H]2O)c1=O |r|,Ki,2.95
370287,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,3.07
370288,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,3.14
370289,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(C(F)F)c1=O |r|,Ki,1.27
370290,CC(=O)c1c(C)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,1.22
370291,CC(=O)c1c(C)c2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,9.04
370292,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC(N)=O)c1=O |r|,Ki,0.380
370293,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC(N)=O)c1=O |r|,Ki,3.76
370294,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)C(F)(F)F)nc2n([C@@H]2CCC[C@@]2(C)O)c1=O |r|,Ki,1.32
370295,Cc1cc2cnc(NC3CCN(CC3)S(=O)(=O)C(F)(F)F)nc2n([C@H]2CCC[C@]2(C)O)c1=O |r|,Ki,12.6
370296,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2ccc1=O |r|,Ki,0.100
370297,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2ccc1=O |r|,Ki,1.46
370298,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CO)c1=O |r|,Ki,0.430
370299,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CO)c1=O |r|,Ki,5.65
370300,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2cc(C(F)F)c1=O |r|,Ki,0.080
370301,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(N)(=O)=O)ncc2cc(C(F)F)c1=O |r|,Ki,0.700
370302,CC(C)(O)CS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@@H]3CCC[C@@]3(C)O)c2n1 |r|,Ki,1.20
370303,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(=O)(=O)CS(C)(=O)=O)ncc2ccc1=O |r|,Ki,0.510
370304,C[C@@]1(O)CCC[C@H]1n1c2nc(N[C@H]3CCN(C[C@H]3F)S(C)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,0.400
370305,C[C@@]1(O)CCC[C@H]1n1c2nc(N[C@@H]3CCN(C[C@@H]3F)S(C)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,20.9
370306,CC[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,2.55
370307,CC[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,4.01
370308,CC[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,5.49
370309,CC[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,5.72
370310,Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@@H]2COC[C@@]2(C)O)c1=O |r|,Ki,4.26
370311,Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n([C@H]2COC[C@]2(C)O)c1=O |r|,Ki,26.9
370312,C[C@H]1C[C@@H](O)C[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(C)c1=O |r|,Ki,2.92
370313,C[C@@H]1C[C@H](O)C[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(C)c1=O |r|,Ki,9.51
370314,C[C@@H]1[C@H](O)CC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,0.120
370315,C[C@H]1[C@@H](O)CC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,0.800
370316,C[C@@H]1[C@H](O)CC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(Cl)c1=O |r|,Ki,0.510
370317,C[C@@H]1[C@H](O)CC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(C(F)F)c1=O |r|,Ki,0.510
370318,C[C@H]1[C@@H](O)CC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(C(F)F)c1=O |r|,Ki,5.22
370319,C[C@@H]1[C@H](O)CC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC(F)F)c1=O |r|,Ki,0.570
370320,C[C@@H]1[C@H](O)CC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,5.05
370321,C[C@H]1[C@@H](O)CC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,12.4
370322,C[C@@H]1[C@@H](O)CC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,0.500
370323,C[C@H]1[C@H](O)CC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,5.36
370324,CS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@H]3CCC[C@H](O)C3)c2n1 |r|,Ki,2.19
370325,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C(F)F)c(=O)n([C@@H]3CCC[C@@H](O)C3)c2n1 |r|,Ki,1.20
370326,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(N)=O)c(=O)n([C@@H]3CCC[C@@H](O)C3)c2n1 |r|,Ki,1.7
370327,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC(N)=O)c(=O)n([C@H]3CCC[C@H](O)C3)c2n1 |r|,Ki,27.8
370328,"CS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@@H]3CC[C@H](O)CC3)c2n1 |r,wU:20.20,23.24,(-7.34,4.72,;-6,3.95,;-5.23,5.29,;-6.77,2.62,;-4.67,3.18,;-4.67,1.64,;-3.33,.87,;-2,1.64,;-2,3.18,;-3.33,3.95,;-.67,.87,;.67,1.64,;.67,3.18,;2,3.95,;3.33,3.18,;4.67,3.95,;6,3.18,;6,1.64,;7.34,.87,;4.67,.87,;4.67,-.67,;3.33,-1.44,;3.33,-2.98,;4.67,-3.75,;4.67,-5.29,;6,-2.98,;6,-1.44,;3.33,1.64,;2,.87,)|",Ki,1.57
370329,C[C@H]1CC[C@@H](O)C[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,1.48
370330,CS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@H]3C[C@H](O)CC[C@@H]3F)c2n1 |r|,Ki,0.550
370331,CS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@@H]3C[C@@H](O)CC[C@H]3F)c2n1 |r|,Ki,6.28
370332,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@H]3C[C@H](O)CC[C@@H]3F)c2n1 |r|,Ki,0.780
370333,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@@H]3C[C@@H](O)CC[C@H]3F)c2n1 |r|,Ki,7.46
370334,C[C@@H]1[C@H](O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,0.130
370335,C[C@H]1[C@@H](O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2ccc1=O |r|,Ki,2.06
370336,Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n(C2CCCCC(O)C2)c1=O,Ki,4.63
412614,CCOc1cc(ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1)-c1nnc(C)n1C,Ki,470
412656,CCOc1cc(ccc1Nc1ncc2cc(C)nc(N[C@@H](C)C(C)(C)C)c2n1)-c1nncn1C |r|,Ki,77
412658,CCOc1cc(ccc1Nc1ncc2cc(C)nc(N3CCCC3)c2n1)-c1nncn1C,Ki,550
467010,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(F)c1=O |r|,Ki,4.75
467011,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(F)c1=O |r|,Ki,0.480
467012,C[C@]1(O)CCC[C@@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC(F)F)c1=O |r|,Ki,0.090000
467013,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(C)(=O)=O)ncc2cc(CC(F)F)c1=O |r|,Ki,0.090
467061,CNS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@@H]3CCC[C@H]3O)c2n1 |r|,Ki,4.66
467070,C[C@@]1(O)CCC[C@H]1n1c2nc(NC3CCN(CC3)S(=O)(=O)NC[C@H]3CCCO3)ncc2ccc1=O |r|,Ki,0.350
467078,COCCS(=O)(=O)N1CCC(CC1)Nc1ncc2ccc(=O)n([C@@H]3CCC[C@]3(C)O)c2n1 |r|,Ki,0.420
467141,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(C(F)F)c(=O)n([C@H]3CC[C@H](O)C3)c2n1 |r|,Ki,1.25
467142,CCOC(=O)Cc1cc2cnc(NC3CCN(CC3)S(C)(=O)=O)nc2n(C2CCCC2)c1=O,Ki,0.840
467146,CS(=O)(=O)N1CCC(CC1)Nc1ncc2cc(CC=C)c(=O)n(C3CCCC3)c2n1,Ki,4.05
498172,CCCNC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2ccnc(OC)c2)[nH]n1 |r|,Ki,0.550
498173,CC(C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2cnc(C)s2)[nH]n1 |r|,Ki,0.310
498174,CCNC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2ccc3n(C)ncc3c2)n[nH]1 |r|,Ki,0.340
498175,CC[C@H](C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)c2cnnn2C)n[nH]1 |r|,Ki,0.100
498176,Cc1cnc(CC(=O)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)OC(=O)NC2(C)CC2)o1 |r|,Ki,0.400
498177,COc1cnc(CC(=O)Nc2cc(nn2C(C)(C)C)[C@H]2CC[C@H](C2)OC(=O)NC2(C)CC2)cn1 |r|,Ki,0.380
498179,Cc1cc(CC(=O)Nc2cc(nn2C(C)(C)C)[C@H]2CC[C@H](C2)OC(=O)NC2(C)CC2)no1 |r|,Ki,0.610
498180,COCc1cc(C(=O)Nc2cc(nn2C(C)(C)C)[C@H]2CC[C@H](C2)OC(=O)NC2(C)CC2)n(C)n1 |r|,Ki,0.500
498181,COCc1cc(C(=O)Nc2cc(nn2C(C)(C)C)[C@H]2CC[C@H](C2)OC(=O)N[C@@H](C)CC(F)(F)F)n(C)n1 |r|,Ki,1.14
498182,COCc1cc(C(=O)Nc2cc(nn2C(C)(C)C)[C@H]2CC[C@H](C2)OC(=O)N[C@H](C)CC(F)(F)F)n(C)n1 |r|,Ki,0.250
498183,Cc1cnc(CC(=O)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)OC(=O)NC(C)(C)C)o1 |r|,Ki,0.320
498184,Cc1cc(CC(=O)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)OC(=O)N2CCC2(C)C)on1 |r|,Ki,0.130
498185,COCc1cc(C(=O)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)OC(=O)NC(C)C)n(C)n1 |r|,Ki,1.16
498186,CCC(C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)c2cc(COC)nn2C)n[nH]1 |r|,Ki,0.270
498187,Cc1cc(CC(=O)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)OC(=O)NC2(C)CC2)on1 |r|,Ki,0.170
498188,CC(C)(C)n1nc(cc1NC(=O)OCc1ccccc1)[C@H]1CC[C@H](C1)OC(=O)ON1C(=O)CCC1=O |r|,Ki,0.170
498189,CC(C)(C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2ccon2)n[nH]1 |r|,Ki,0.330
498192,CCCNC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2ccnc(OC)c2)n[nH]1 |r|,Ki,0.170
498194,CCCNC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2cncs2)n[nH]1 |r|,Ki,0.210
498195,CCCNC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2ccc(OC)nc2)n[nH]1 |r|,Ki,0.250
498197,CCCNC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2cnc(C)s2)n[nH]1 |r|,Ki,0.230
498198,CCCNC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2ccc3[nH]c(C)nc3c2)n[nH]1 |r|,Ki,0.110
498199,CCCNC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)C2COc3ccccc23)n[nH]1 |r|,Ki,0.260
498201,CC(C)NC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2cnc(C)s2)n[nH]1 |r|,Ki,0.210
498202,"O[C@H]1CC[C@H](CC1)NC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2cc(F)cc(F)c2)n[nH]1 |r,wD:14.17,11.11,4.7,1.0,(-11.87,-.61,;-10.54,.16,;-9.2,-.61,;-7.87,.16,;-7.87,1.7,;-9.2,2.47,;-10.54,1.7,;-6.54,2.47,;-5.2,1.7,;-3.87,2.47,;-5.2,.16,;-3.87,-.61,;-3.71,-2.15,;-2.2,-2.47,;-1.43,-1.13,;-2.46,.01,;.1,-.97,;1.13,-2.12,;2.54,-1.49,;3.87,-2.26,;5.2,-1.49,;5.2,.05,;6.54,-2.26,;7.87,-1.49,;7.87,.05,;9.2,.82,;9.2,2.36,;10.54,.05,;10.54,-1.49,;11.87,-2.26,;9.2,-2.26,;2.38,.04,;.87,.36,)|",Ki,0.240
498203,"O[C@H]1CC[C@@H](CC1)NC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2cc(F)cc(F)c2)n[nH]1 |r,wU:1.0,wD:14.17,11.11,4.7,(-11.87,-.61,;-10.54,.16,;-10.54,1.7,;-9.2,2.47,;-7.87,1.7,;-7.87,.16,;-9.2,-.61,;-6.54,2.47,;-5.2,1.7,;-3.87,2.47,;-5.2,.16,;-3.87,-.61,;-3.71,-2.15,;-2.2,-2.47,;-1.43,-1.13,;-2.46,.01,;.1,-.97,;1.13,-2.12,;2.54,-1.49,;3.87,-2.26,;5.2,-1.49,;5.2,.05,;6.54,-2.26,;7.87,-1.49,;7.87,.05,;9.2,.82,;9.2,2.36,;10.54,.05,;10.54,-1.49,;11.87,-2.26,;9.2,-2.26,;2.38,.04,;.87,.36,)|",Ki,0.180
498204,CC[C@@H](C)NC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2ccno2)n[nH]1 |r|,Ki,0.160
498205,CC[C@H](C)NC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)Cc2ccno2)n[nH]1 |r|,Ki,0.160
498206,CC[C@H](C)NC(=O)O[C@H]1CC[C@H](C1)c1cc(NC(=O)c2cnnn2C)n[nH]1 |r|,Ki,0.160
498207,CC[C@H](C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2cc(C)no2)n[nH]1 |r|,Ki,0.360
498208,CC[C@H](C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2cnc(C)s2)n[nH]1 |r|,Ki,0.170
498209,CC[C@H](C)NC(=O)O[C@@H]1CC[C@@H](C1)c1cc(NC(=O)Cc2cnc(C)cn2)n[nH]1 |r|,Ki,0.330
