Monomer_ID,SMILES,Affinity_Type,Affinity_Unit,Affinity_Value
4078,Oc1cc2c3c(oc(=O)c4cc(O)c(O)c(oc2=O)c34)c1O,Ki,nM,20
7457,Oc1ccc2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,Ki,nM,350
7458,Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1,Ki,nM,740
11313,Oc1cccc2C(=O)c3c(ccc(O)c3C(=O)c12)[N+]([O-])=O,Ki,nM,800
11314,Oc1cccc2oc3c(ccc(O)c3c(=O)c12)[N+]([O-])=O,Ki,nM,780
11319,OC(=O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc21,Ki,nM,170
11323,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,Ki,nM,2.7e+2
34038,Ic1c(I)c(I)c2[nH]cnc2c1I,Ki,nM,43
34041,Clc1c(Cl)c(I)c2[nH]cnc2c1I,Ki,nM,300
34045,Cc1nc2c(I)c(Cl)c(Cl)c(I)c2[nH]1,Ki,nM,200
34053,OC(=O)CSc1nc2c(I)c(I)c(I)c(I)c2[nH]1,Ki,nM,80
34055,OC(=O)Cn1cnc2c(I)c(I)c(I)c(I)c12,Ki,nM,261
34059,OC(=O)Cn1cnc2c(Br)c(Br)c(Br)c(Br)c12,Ki,nM,670
165355,OC(=O)c1ccc2c(c1)nc(Nc1cccc(c1)C#C)c1ncncc21,Ki,nM,420
222400,OC(=O)c1cn(CCCn2cnc3c(Br)c(Br)c(Br)c(Br)c23)nn1,Ki,nM,9.1e+2
50041419,Oc1ccc2C(=O)c3c(O)ccc(O)c3C(=O)c2c1O,Ki,nM,60
50156367,CS(=O)(=O)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,150
50156368,Brc1c(Br)c(Br)c2[nH]c(=S)[nH]c2c1Br,Ki,nM,70
50156369,FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,400
50156369,FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,600
50156669,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,Ki,nM,40
50156670,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,40
50156673,OC(=O)CSc1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Ki,nM,106
50156680,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2n1C,Ki,nM,154
50214442,CC(=O)Nc1cccc(Nc2nc(Nc3cccc(c3)C(=O)N3CCCC3)n3ncc(C#N)c3n2)c1,Ki,nM,700
50214443,CC(=O)Nc1cccc(Nc2nc(NC3CC3)n3ncc(Br)c3n2)c1,Ki,nM,17
50214444,Cc1ccc(Nc2nc(Nc3ccccc3)n3ncc(C#N)c3n2)cc1,Ki,nM,5
50214445,CC(=O)Nc1cccc(Nc2nc(Nc3cccc(c3)C(O)=O)n3ncc(C#N)c3n2)c1,Ki,nM,95
50214446,N#Cc1cnn2c(Nc3ccccc3)nc(Nc3ccccc3)nc12,Ki,nM,15
50214447,CCN(CC)C(=O)c1cccc(Nc2nc(Nc3cccc(NC(C)=O)c3)nc3c(cnn23)C#N)c1,Ki,nM,370
