Monomer_ID,Internal_ID,SMILES,pKi
50112768,1012,"C[C@@H]1OC(NS(=O)(=O)ON)C=C[C@H]1O |r,c:10|",8.398
50292116,1014,NS(=O)(=O)c1nc2ccc(OC(=O)CN(CCN(CC(O)=O)c3ccccc3O)c3ccccc3O)cc2s1,8.398
50094836,1015,CCC(C)C(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O,8.398
50084534,1016,CCc1cc(cc(CC)[n+]1CC(=O)NCCC(=O)Nc1nnc(s1)S(N)(=O)=O)-c1ccccc1,8.398
50094807,1017,CC(O)C(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O,8.398
50094805,1018,CSCCC(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(O)=O,8.398
50003244,1019,CCN(CC)Cc1cc(ccc1O)S(=O)(=O)c1coc(c1)S(N)(=O)=O,8.398
50084554,1020,CC(C)c1cc(cc(C(C)C)[n+]1CC(=O)Nc1ccc(cc1)S(=O)(=O)\N=c1\sc(nn1C)S(N)(=O)=O)-c1ccccc1,8.398
50292039,1021,NS(=O)(=O)c1nc2ccc(OCCOC(=O)CNCCNCC(O)=O)cc2s1,8.398
50261607,1022,NS(=O)(=O)c1ccc(NC(=O)\C=C\c2ccc(F)c(F)c2)cc1,8.398
50094417,1023,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)S(N)(=O)=O,8.398
50382719,1024,OCCN(CCO)C([S-])=S,8.398
50084512,1025,Cc1cc(cc(C)[n+]1CC(=O)NCCC(=O)Nc1nnc(s1)S(N)(=O)=O)-c1ccccc1,8.398
50080705,1026,CNCC(=O)NS(=O)(=O)c1nc2ccc(O)cc2s1,8.398
50568419,1027,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCN(CC1)C(=O)c1ccc(o1)[N+]([O-])=O,8.398
50108577,1028,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc1nnc(s1)S(N)(=O)=O,8.398
50112645,1029,"CC(=O)O[C@H]1COC(NS(=O)(=O)ON)C=C1 |r,c:14|",8.398
50012213,1030,COCCNCc1cc2cc(sc2s1)S(N)(=O)=O,8.398
50114134,1031,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)Oc1ccc2nc(sc2c1)S(N)(=O)=O,8.398
50080717,1032,CN(CC(=O)Nc1ccc2nc(sc2c1)S(N)(=O)=O)C(N)=N,8.398
50012218,1033,CC(C)CNCc1cc2cc(sc2s1)S(N)(=O)=O,8.398
50261594,1034,COc1cc(\C=C\C(=O)Nc2ccc(cc2)S(N)(=O)=O)cc(OC)c1OC,8.398
50080707,1035,NCC(=O)NCCC(=O)Nc1nnc(s1)S(N)(=O)=O,8.398
50544906,1036,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3cccnc3)n2)cc1,8.398
50566725,1037,COc1ccccc1N1CCN(CC1)c1nc(C)cc(OCc2cn(nn2)-c2ccc(cc2)S(N)(=O)=O)n1,8.398
50094827,1038,CC(NC(=S)Nc1ccc(cc1)S(N)(=O)=O)C(=O)NC(Cc1ccccc1)C(O)=O,8.398
50135604,1039,Cn1nc(s\c1=N\S(=O)(=O)c1ccc(cc1)C(=O)OCCO)S(N)(=O)=O,8.398
50174037,1040,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc(cc2)S(N)(=O)=O)cc1,8.398
50079031,1041,NS(=O)(=O)c1nc2ccc(cc2s1)N1C(=O)c2cccnc2C1=O,8.398
