Monomer_ID,Internal_ID,SMILES,pKi
50567631,5084,CCOC(=O)C(Nc1cccc(c1)S(N)(=O)=O)C(=O)c1ccccc1,6.556
50165758,5085,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(NC(=S)NN3CCOCC3)cc2)cc1,6.556
50556841,5086,COc1ccc(NC(=O)NCCS(=O)(=O)Nc2ccc(cc2)S(N)(=O)=O)c(OC)c1,6.556
50556851,5087,NS(=O)(=O)c1ccc(NS(=O)(=O)CCNC(=O)Nc2ccc(cc2)C(F)(F)F)cc1,6.556
12926,5088,CC(=O)O[C@@H]1CO[C@H]([C@@H](OC(C)=O)[C@@H]1OC(C)=O)n1cc(CNC(=O)c2ccc(cc2)S(N)(=O)=O)nn1,6.554
50352643,5089,CCN(CC)c1ccc2c(Oc3cc(ccc3C22N(C(=O)c3ccccc23)c2ccc(cc2)S(N)(=O)=O)N(CC)CC)c1,6.554
50292089,5090,NS(=O)(=O)c1ccccc1NC(=O)CN(CC(O)=O)CC(O)=O,6.553
50084558,5091,Cc1cc(C)[n+](CC(=O)Nc2ccccc2S(N)(=O)=O)c(C)c1,6.553
50292091,5092,NS(=O)(=O)c1ccccc1NC(=O)CN(CCN(CC(O)=O)c1ccccc1O)c1ccccc1O,6.553
50467990,5093,NS(=O)(=O)c1ccc(cc1)\N=c1/scc(-c2ccc(Cl)cc2)n1-c1ccccc1,6.553
50079061,5094,NS(=O)(=O)c1ccccc1N1C(=O)c2cccnc2C1=O,6.553
50207845,5095,NS(=O)(=O)c1ccc(SCc2ccccc2-c2ccccc2)s1,6.553
50292142,5096,NS(=O)(=O)c1ccccc1NC(=O)CNCC(O)=O,6.553
50101390,5097,CC[C@H](C)[C@H](NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O)C(O)=O,6.553
50467996,5098,COc1ccc(cc1)-c1cs\c(=N/c2ccc(cc2)S(N)(=O)=O)n1-c1ccccc1,6.553
50114218,5099,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NNc1ccc(cc1)S(N)(=O)=O,6.553
50292128,5100,NS(=O)(=O)c1ccccc1NC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,6.553
50504616,5102,CCCN1C(=O)\C(=N/Nc2ccc(cc2)S(N)(=O)=O)c2cc(Br)ccc12,6.548
50114865,5103,Cc1ccc(cc1S(N)(=O)=O)-c1cnc(o1)C1CCC1,6.548
50456055,5104,CC(C)Cc1ccc(cc1)C(C)C(=O)NCCCCOc1ccc(cc1)S(N)(=O)=O,6.545
50540751,5105,CCn1c(cs\c1=N\c1ccc(cc1)S(N)(=O)=O)-c1ccc(cc1)[N+]([O-])=O,6.545
50114111,5106,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)Nc1c(Cl)c(Cl)c(cc1S(N)(=O)=O)S(N)(=O)=O,6.545
50597623,5107,CCOc1ccc(cc1)-c1nnc(Nc2ccc(cc2)S(N)(=O)=O)c2ccccc12,6.545
50050953,5108,NS(=O)(=O)c1ccc(OCc2no[n+]([O-])c2-c2ccccc2)cc1,6.545
237234,5109,CCOC1Oc2c(CC)cccc2C(=O)\C1=C/Nc1ccc(cc1)S(N)(=O)=O,6.544
50557494,5110,NS(=O)(=O)c1cccc(c1)-c1nnc(o1)-c1ccc(cc1)[N+]([O-])=O,6.544
50292104,5111,NS(=O)(=O)c1ccccc1NC(=O)CNCCNCC(O)=O,6.544
50329597,5112,Cc1c(cc(-c2ccccc2)n1-c1ccc(cc1)S(N)(=O)=O)C(=O)NCCN1CCCCC1,6.544
50176457,5113,NS(=O)(=O)c1ccc(Nc2nc(NN3C(=O)\C(=C\c4ccc(Cl)cc4)N=C3c3ccccc3)cs2)cc1 |c:26|,6.541
50557488,5115,NS(=O)(=O)c1cccc(c1)-c1nnc(o1)-c1ccccc1,6.539
50502614,5116,OB1OCc2ccc(NC(=O)CC[C@H](NC(=O)OCc3ccccc3)C(=O)Nc3ccc4COB(O)c4c3)cc12 |r|,6.539
50603717,5117,NS(=O)(=O)c1ccc(Nc2nc(N\N=C\c3cccs3)nc(Nc3ccccc3)n2)cc1,6.539
13076,5118,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,6.538
50165761,5119,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(NC(=S)NCc3ccccn3)cc2)cc1,6.538
